source,target,tgt_lng
BM,血魔法,zh-TW
BoR,祭禮之雨,zh-TW
BR,鮮血狂怒,zh-TW
Bricked,壞掉,zh-TW
BV,飛刃風暴,zh-TW
CA,腐蝕箭矢,zh-TW
CB,腐化之血,zh-TW
CF,腐化潮,zh-TW
CI,異靈之體,zh-TW
CoC,暴擊時施放,zh-TW
CoD,死亡時施放,zh-TW
CoH,擊中附加詛咒,zh-TW
CoMK,近戰擊殺時施放,zh-TW
Conc,集中效應,zh-TW
CwC,引導時施放,zh-TW
CwDT,受傷時施放,zh-TW
CwS,被暈眩時施放,zh-TW
DoT,持續傷害,zh-TW
DPS,每秒傷害,zh-TW
EE,元素之相,zh-TW
EO,元素超載,zh-TW
ES,能量護盾,zh-TW
GGG,GGG,zh-TW
HoA,苦痛之捷/灰燼之捷,zh-TW
HoI,冰霜之捷,zh-TW
HoT,閃電之捷,zh-TW
IC,不朽怒嚎,zh-TW
IR,霸體,zh-TW
LL,低血/生命偷取,zh-TW
MoM,心靈昇華,zh-TW
MS,移動速度,zh-TW
RF,正義之火,zh-TW
RT,必中,zh-TW
SC,標準模式/標準,zh-TW
SSF,獨狼自給,zh-TW
ST,靈體投擲/單體,zh-TW
VP,瓦爾冥約,zh-TW
Full Energy Shield,滿能量護盾,zh-TW
Full Life,滿血,zh-TW
Low Life,低血量,zh-TW
Low Mana,低魔力,zh-TW
Stun,暈眩,zh-TW
Chaos Orb,混沌石,zh-TW
Divine Orb,神聖石,zh-TW
Exalted Orb,崇高石,zh-TW
Mirror of Kalandra,卡蘭德的魔鏡,zh-TW
Orb,石,zh-TW
Orb of Alchemy,鍊金石,zh-TW
Orb of Annulment,剝離石,zh-TW
Orb of Augmentation,增幅石,zh-TW
Vaal Orb,瓦爾寶珠,zh-TW
Damage over Time,持續傷害,zh-TW
Chaos Damage,混沌傷害,zh-TW
Cold Damage,冰冷傷害,zh-TW
Elemental Damage,元素傷害,zh-TW
Fire Damage,火焰傷害,zh-TW
Lightning Damage,閃電傷害,zh-TW
Physical Damage,物理傷害,zh-TW
Covered in Ash,被灰燼纏身,zh-TW
Curse,詛咒,zh-TW
Exposure,曝曬,zh-TW
Hinder,阻礙,zh-TW
Intimidate,威嚇,zh-TW
Maim,癱瘓,zh-TW
Unnerve,膽怯,zh-TW
Withered,凋零,zh-TW
Armour,護甲值,zh-TW
Block,格擋,zh-TW
Damage Reduction,傷害減免,zh-TW
Deflection,偏斜,zh-TW
Energy Shield,能量護盾,zh-TW
Evasion,閃避值,zh-TW
Fortification,護體層數,zh-TW
Fortify,護體,zh-TW
Guard,防護,zh-TW
Hit Pool,生命池,zh-TW
Resistance,抗性,zh-TW
Spell Suppression,法術壓抑,zh-TW
Map,地圖,zh-TW
Waystone,換界石,zh-TW
Boss,頭目,zh-TW
Monster,怪物,zh-TW
Pinnacle Boss,巔峰頭目,zh-TW
Life Flask,生命藥劑,zh-TW
Mana Flask,魔力藥劑,zh-TW
Challenge League,挑戰聯盟,zh-TW
Hardcore,專家模式,zh-TW
League,聯盟,zh-TW
Private League,私人聯盟,zh-TW
Ruthless,殘酷模式,zh-TW
Softcore,標準模式,zh-TW
Solo Self-Found,獨狼自給,zh-TW
Standard League,標準聯盟,zh-TW
Path of Exile 2,流亡黯道2,zh-TW
Gem,寶石,zh-TW
Skill Gem,技能寶石,zh-TW
Support Gem,輔助寶石,zh-TW
Gem Level,寶石等級,zh-TW
Base Item,基底物品,zh-TW
Catalyst,催化劑,zh-TW
Currency,通貨,zh-TW
Equipment,裝備,zh-TW
Essence,精華,zh-TW
Item,物品,zh-TW
Item Class,物品種類,zh-TW
Omen,預兆,zh-TW
Shard,碎片,zh-TW
Abyss Jewel,深淵珠寶,zh-TW
Charm,護符,zh-TW
Flask,藥劑,zh-TW
Jewel,珠寶,zh-TW
Jewellery,飾品,zh-TW
Off-hand,副手,zh-TW
Weapon,武器,zh-TW
Affix,詞綴,zh-TW
Explicit Modifier,顯性詞綴,zh-TW
Global Mod,全域詞綴,zh-TW
Implicit Modifier,固定詞綴,zh-TW
Mod,詞綴,zh-TW
Modifier,詞綴,zh-TW
Prefix,前綴,zh-TW
Suffix,後綴,zh-TW
Blue Socket,藍色插槽,zh-TW
Corrupted,已汙染,zh-TW
Crusader Item,聖戰士物品,zh-TW
Elder Item,尊師物品,zh-TW
Fractured,破裂,zh-TW
Green Socket,綠色插槽,zh-TW
Hunter Item,狩獵者物品,zh-TW
Influenced Item,勢力物品,zh-TW
Item Level,物品等級,zh-TW
Linked Socket,連結插槽,zh-TW
Mirrored,已複製,zh-TW
Quality,品質,zh-TW
Red Socket,紅色插槽,zh-TW
Redeemer Item,救贖者物品,zh-TW
Shaper Item,塑界者物品,zh-TW
Socket,插槽,zh-TW
Synthesised,追憶,zh-TW
Warlord Item,總督軍物品,zh-TW
White Socket,白色插槽,zh-TW
Magic Item,魔法物品,zh-TW
Normal Item,普通物品,zh-TW
Rare Item,稀有物品,zh-TW
Unique Item,傳奇物品,zh-TW
Amulet,項鍊,zh-TW
Belt,腰帶,zh-TW
Ring,戒指,zh-TW
Mind Over Matter,心靈昇華,zh-TW
Abyss,深淵,zh-TW
Affliction,苦痛,zh-TW
Ancestor,祖靈,zh-TW
Archnemesis,宿敵,zh-TW
Bestiary,獸獵,zh-TW
Betrayal,反叛,zh-TW
Breach,裂痕,zh-TW
Crucible,熔火冥獄,zh-TW
Delirium,譫妄,zh-TW
Delve,掘獄,zh-TW
Expedition,探險,zh-TW
Harvest,豐收,zh-TW
Heist,劫盜,zh-TW
Incursion,穿越,zh-TW
Lake of Kalandra,卡蘭德迷湖,zh-TW
Legion,戰亂,zh-TW
Metamorph,魔物園,zh-TW
Necropolis,死境,zh-TW
Ritual,祭祀,zh-TW
Sanctum,聖域,zh-TW
Scourge,災魘,zh-TW
Settlers of Kalguur,卡爾葛拓荒者,zh-TW
Strongbox,保險箱,zh-TW
Synthesis,追憶,zh-TW
Ultimatum,最後通牒,zh-TW
Dodge Roll,翻滾閃避,zh-TW
Trigger,觸發,zh-TW
Buckler,輕盾,zh-TW
Focus,法器,zh-TW
Quiver,箭袋,zh-TW
Shield,盾,zh-TW
Keystone,關鍵天賦,zh-TW
Notable,核心天賦,zh-TW
Passive Skill,天賦技能,zh-TW
Passive Skill Tree,天賦樹,zh-TW
attribute,attribute,zh-TW
Ascendant,昇華使徒,zh-TW
Assassin,刺客,zh-TW
Berserker,暴徒,zh-TW
Champion,冠軍,zh-TW
Chieftain,酋長,zh-TW
Elementalist,元素使,zh-TW
Gladiator,衛士,zh-TW
Guardian,守護者,zh-TW
Hierophant,聖宗,zh-TW
Inquisitor,判官,zh-TW
Juggernaut,勇士,zh-TW
Necromancer,死靈師,zh-TW
Occultist,秘術家,zh-TW
Raider,俠客,zh-TW
Saboteur,破壞者,zh-TW
Slayer,處刑者,zh-TW
Trickster,詐欺師,zh-TW
Afarud Ritual,阿法魯德祭儀,zh-TW
Aul Bloodline,奧爾血裔,zh-TW
"Aul, the Crystal King",晶之帝奧爾,zh-TW
Beetle's Price,甲蟲的代價,zh-TW
Bitter Heresy,苦澀異端,zh-TW
Bitter Lash,苦澀鞭笞,zh-TW
Boon of the Mountain,山之祝福,zh-TW
Boon of the River,河之祝福,zh-TW
Boon of the Sun,日之祝福,zh-TW
Bound Flesh,血肉結合,zh-TW
Breachlord,裂痕領主,zh-TW
Catarina Bloodline,卡塔莉娜血裔,zh-TW
Chaos Bloodline,混沌血裔,zh-TW
Charge Duration,能量球持續時間,zh-TW
Cooldown Recovery Rate,冷卻回復速度,zh-TW
Corruption's Embrace,腐化之擁,zh-TW
Curse Effect,詛咒效果,zh-TW
Damage Over Time Multiplier,持續傷害加成,zh-TW
Death Offering,死亡奉獻,zh-TW
Debuff Expiry Rate,減益效果消逝速度,zh-TW
Deceitful Servant,狡詐僕從,zh-TW
Defences,防禦,zh-TW
Delirious,譫妄,zh-TW
Delirious Bloodline,譫妄血裔,zh-TW
Elusive effect,朦朧效應,zh-TW
Enhanced Starlight,增幅星光,zh-TW
Esh of the Storm,艾許之風暴,zh-TW
Farewell to Flesh,告別血肉,zh-TW
Farric Tiger Alpha,費爾羅猛虎幻獸,zh-TW
Farric Will,費爾羅之志,zh-TW
Farrul Bloodline,費爾羅血裔,zh-TW
Farrul's Will,費爾羅之志,zh-TW
"Farrul, First of the Plains",初始之地費爾羅,zh-TW
Fertile Will,豐富之志,zh-TW
Herald and Minion Damage,捷光環與召喚物傷害,zh-TW
Huntleader,狩獵領袖,zh-TW
It wasn't me!,不是我！,zh-TW
Legacy of the King,王之遺產,zh-TW
Life Recovery rate,生命恢復率,zh-TW
Lycia Bloodline,利希亞血裔,zh-TW
"Lycia, Herald of the Scourge",災魘先鋒．利希亞,zh-TW
Maximum Life,最大生命,zh-TW
Maximum Spectres and Minion Life,最大幽魂數和召喚物生命,zh-TW
Minion Damage,召喚物傷害,zh-TW
Minion Life,召喚物生命,zh-TW
Nameless Bloodline,無名血裔,zh-TW
Necromantic,死靈掌控,zh-TW
Offering Duration,奉獻持續時間,zh-TW
Olroth Bloodline,奧爾羅斯血裔,zh-TW
"Olroth, Origin of the Fall",失落起源．奧爾羅斯,zh-TW
Oshabi Bloodline,奧莎比血裔,zh-TW
Precursor's Release,先行者的釋放,zh-TW
Priest of Kamasa,卡瑪薩的祭司,zh-TW
Priest of Kopec,科佩克的祭司,zh-TW
Priest of Yaomac,堯馬克的祭司,zh-TW
Primal Roar,原始咆哮,zh-TW
Prolonged Servitude,無期奴役,zh-TW
Runic Boon,符文恩賜,zh-TW
Saresh Bloodline,薩雷許血裔,zh-TW
Seal gain frequency,封印獲取頻率,zh-TW
Serpent's Price,腹蛇的代價,zh-TW
Sinner Saint,罪人聖徒,zh-TW
That didn't happen!,那沒有發生！,zh-TW
The Crystal King's Throne,晶之帝王座,zh-TW
The King's Contempt,王之蔑視,zh-TW
The King's Heritage,王之傳承,zh-TW
The King's Might,王之威能,zh-TW
The Primal Owl,原始貓頭鷹,zh-TW
The Unseen Hand,未見之手,zh-TW
The Vivid Cat,鮮活之貓,zh-TW
The Wild Bear,荒野之熊,zh-TW
Toad's Price,蟾蜍的代價,zh-TW
Tul of the Blizzard,托沃之暴雪,zh-TW
Umbral Army,幽影軍團,zh-TW
Unlight Silhouette,無光輪廓,zh-TW
Vaal Souls,瓦爾之魂,zh-TW
Volatile Runes,易爆符文,zh-TW
Warcry Speed,戰吼速度,zh-TW
Ward,保護,zh-TW
Wild Will,狂野之志,zh-TW
You're the crazy one!,你才是瘋子！,zh-TW
Duelist,決鬥者,zh-TW
Marauder,野蠻人,zh-TW
Scion,貴族,zh-TW
Shadow,暗影刺客,zh-TW
Templar,聖堂武僧,zh-TW
Ancestral Fury,先祖之怒,zh-TW
Arcane Blessing,秘能庇護,zh-TW
Armour Display,護甲展示架,zh-TW
Aspect of Carnage,血肉之章,zh-TW
Assassination Style,刺殺姿態,zh-TW
Augury of Penitence,懺悔之卜,zh-TW
Avatar of the Wilds,獸性化身,zh-TW
Avidity,貪慾,zh-TW
Bane of Legends,神話災難,zh-TW
Bastion of Elements,元素壁壘,zh-TW
Bastion of Hope,希望壁壘,zh-TW
Bomb Specialist,炸彈專家,zh-TW
Bone Barrier,骸骨屏障,zh-TW
Born in the Shadows,生在影中,zh-TW
Bringer of Ruin,毀滅使者,zh-TW
Brutal Fervour,殘暴熱情,zh-TW
Calculated Risk,精算風險,zh-TW
Caster Weapon Display,施法武器展示架,zh-TW
Chain Reaction,連鎖反應,zh-TW
Character class,角色職業,zh-TW
Commander of Darkness,黑暗統御者,zh-TW
Conviction of Power,力量定罪,zh-TW
Corpse Pact,屍骨盟約,zh-TW
Crave the Slaughter,屠戮之慾,zh-TW
Deathmarked,死亡印記,zh-TW
Defy Pain,抵禦苦痛,zh-TW
Demolitions Specialist,爆破天才,zh-TW
Determined Survivor,堅定的倖存者,zh-TW
Divine Guidance,神聖指引,zh-TW
Duelist Ascendancy,決鬥者昇華職業,zh-TW
Endless Hunger,無盡飢餓,zh-TW
Endless Munitions,無限彈藥,zh-TW
Enduring Suffusion,耐久瀰漫,zh-TW
Escape Artist,逃脫大師,zh-TW
Essence Glutton,吞噬精華,zh-TW
Experienced Herbalist,經驗豐富的藥草師,zh-TW
Far Shot,狙擊,zh-TW
"First to Strike, Last to Fall",嗜戰如命,zh-TW
Focal Point,焦點,zh-TW
Fortitude,堅忍,zh-TW
Frigid Wake,寒凜喚醒,zh-TW
Gathering Winds,集風,zh-TW
Gore Dancer,血腥舞者,zh-TW
Gratuitous Violence,免費暴力,zh-TW
Harmony of Purpose,和諧之源,zh-TW
Headsman,獵頭者,zh-TW
Heart of Destruction,毀滅之心,zh-TW
Heartstopper,心靈永止,zh-TW
"Hinekora, Death's Fury",死之狂怒．悉妮蔻拉,zh-TW
Illuminated Devotion,無上奉獻,zh-TW
Impact,衝擊,zh-TW
Inevitable Judgement,命運審判,zh-TW
Infused Toxins,極致淬毒,zh-TW
Inspirational,啟發,zh-TW
Instruments of Virtue,美德儀,zh-TW
Instruments of Zeal,狂熱儀,zh-TW
Jagged Technique,鋸齒技法,zh-TW
Jewellery Display,飾品展示架,zh-TW
Lesson of the Seasons,學習季節,zh-TW
Liege of the Primordial,先祖諸王,zh-TW
Like Clockwork,規律化,zh-TW
Marauder Ascendancy,野蠻人昇華職業,zh-TW
Marshal of Divinity,神志元帥,zh-TW
Martial Weapon Display,軍用武器展示架,zh-TW
Master Alchemist,煉金術大師,zh-TW
Master Distiller,精釀大師,zh-TW
Master of Metal,鐵金剛,zh-TW
Master Surgeon,手術大師,zh-TW
Master Toxicist,毒物大師,zh-TW
Masterful Form,神采之形,zh-TW
Mastermind of Discord,混沌天才,zh-TW
Measured Retaliation,精準復仇,zh-TW
Mindless Aggression,無意識侵略,zh-TW
Mistress of Sacrifice,奉獻女魔,zh-TW
Mistwalker,霧行者,zh-TW
More Than Skill,技能不止,zh-TW
Mother's Teachings,母親的教誨,zh-TW
Mystical Infusion,神秘化身,zh-TW
Nature's Adrenaline,大自然的腎上腺素,zh-TW
Nature's Boon,自然的恩賜,zh-TW
Nature's Reprisal,大自然的報仇,zh-TW
"Ngamahu, Flame's Advance",火徒．拿瑪乎,zh-TW
Oath of Spring,新春誓言,zh-TW
Oath of Summer,炎夏誓言,zh-TW
Oath of Winter,凜冬誓言,zh-TW
Occupying Force,侵佔部隊,zh-TW
One Step Ahead,先行,zh-TW
Opportunistic,投機,zh-TW
Overwhelm,鎮壓,zh-TW
Path of the Duelist,決鬥者之道,zh-TW
Path of the Marauder,野蠻人之道,zh-TW
Path of the Ranger,遊俠之道,zh-TW
Path of the Shadow,暗影刺客之道,zh-TW
Path of the Templar,聖堂武僧之道,zh-TW
Path of the Witch,女巫之道,zh-TW
Perfect Crime,完美犯罪,zh-TW
Pious Path,廉簡之途,zh-TW
Plaguebringer,瘟疫帶原者,zh-TW
Polymath,博學,zh-TW
Profane Bloom,穢言亡語,zh-TW
Pursuit of Faith,信念之訴,zh-TW
Pyromaniac,縱火狂,zh-TW
Radiant Crusade,光明聖戰,zh-TW
Radiant Faith,信念之輝,zh-TW
"Ramako, Sun's Light",烈陽之光．雷默科,zh-TW
Ranger Ascendancy,遊俠昇華職業,zh-TW
Reliquarian,遺守使徒,zh-TW
Ricochet,彈射,zh-TW
Righteous Providence,正義之庭,zh-TW
Ritual of Awakening,昇華儀式,zh-TW
Sanctuary of Thought,意識聖殿,zh-TW
Seasoned Hunter,老練獵人,zh-TW
Shadow Ascendancy,暗影刺客昇華職業,zh-TW
Shadowed Blood,影血,zh-TW
Shaper of Flames,火焰雕塑者,zh-TW
Shaper of Storms,風暴雕塑者,zh-TW
Shaper of Winter,寒冬雕塑者,zh-TW
Shrapnel Specialist,彈片專家,zh-TW
Sign of Purpose,標記之印,zh-TW
"Sione, Sun's Roar",烈日怒吼．西奧妮,zh-TW
Soul Drinker,飲魂者,zh-TW
Spellbreaker,破法,zh-TW
Swift Killer,敏捷殺手,zh-TW
Templar Ascendancy,聖堂武僧昇華職業,zh-TW
the Labyrinth,帝王試煉迷宮,zh-TW
Time of Need,緊急時刻,zh-TW
Toxic Delivery,毒物走私,zh-TW
"Tukohama, War's Herald",戰爭使者．圖克哈瑪,zh-TW
Unbreakable,堅不可破,zh-TW
Undeniable,不可置疑,zh-TW
Unflinching,永不動搖,zh-TW
Unholy Authority,不潔權威,zh-TW
Unnatural Strength,超自然之力,zh-TW
Unrelenting,殺無赦,zh-TW
Unstable Infusion,不穩定化身,zh-TW
Unstoppable,勢不可擋,zh-TW
Unstoppable Hero,不敗英雄,zh-TW
Untiring,不懈,zh-TW
Unwavering Crusade,堅定聖戰,zh-TW
Unwavering Faith,不動信念,zh-TW
Unyielding,屹立不搖,zh-TW
Vile Bastion,殘劣壁壘,zh-TW
Void Beacon,虛無之塔,zh-TW
War Bringer,戰爭使者,zh-TW
War of Attrition,消耗戰,zh-TW
Warden,守林人,zh-TW
Weapon Master,武器大師,zh-TW
Wind Ward,風之守衛,zh-TW
Witch Ascendancy,女巫昇華職業,zh-TW
Withering Presence,凋零光環,zh-TW
Worthy Causes,崇高志向,zh-TW
Worthy Foe,可敬的對手,zh-TW
A Chilling Wind,凜冽之風,zh-TW
A Dab of Ink,代伯之墨,zh-TW
A Dusty Memory,塵封記憶,zh-TW
A Familiar Call,似曾相識,zh-TW
A Fate Worse Than Death,比死更慘的命運,zh-TW
A Modest Request,謙卑請求,zh-TW
A Mother's Parting Gift,母親的禮物,zh-TW
A Note in the Wind,隨風飄記,zh-TW
A Sea of Blue,藍海,zh-TW
A Stone Perfected,完石,zh-TW
Abandoned Wealth,棄財求生,zh-TW
Aberrant Fossil,特異化石,zh-TW
Abrasive Catalyst,研磨的催化劑,zh-TW
Abyss Scarab,聖甲蟲：深淵,zh-TW
Abyss Scarab of Descending,聖甲蟲：落降深淵,zh-TW
Abyss Scarab of Edifice,聖甲蟲：宏偉深淵,zh-TW
Abyss Scarab of Multitudes,聖甲蟲：眾生深淵,zh-TW
Abyss Scarab of Profound Depth,聖甲蟲：深沉深淵,zh-TW
Abyssal Delirium Orb,深淵之譫妄玉,zh-TW
Accelerating Catalyst,加速催化劑,zh-TW
Acclimatisation,適者生存,zh-TW
Aetheric Fossil,神幻化石,zh-TW
Akil's Prophecy,阿基爾的預言,zh-TW
Al-Hezmin's Crest,奧赫茲明刻紋,zh-TW
Alchemy Shard,點金石碎片,zh-TW
Alivia's Grace,奧薇莉亞的恩典,zh-TW
Allflame Ember of Flesh,不滅之火血肉餘燼,zh-TW
Allflame Ember of Kulemak,不滅之火骷髏馬克餘燼,zh-TW
Allflame Ember of Propagation,不滅之火傳播餘燼,zh-TW
Allflame Ember of Resplendence,不滅之火輝煌餘燼,zh-TW
Allflame Ember of the Ethereal,不滅之火虛靈餘燼,zh-TW
Allflame Ember of the Gilded,不滅之火鍍金餘燼,zh-TW
Allflame Ember of the Wildwood,不滅之火荒林餘燼,zh-TW
Allflame Ember of Toads,不滅之火蟾蜍餘燼,zh-TW
Alluring Bounty,誘惑之寶,zh-TW
Alone in the Darkness,暗黑孤單中,zh-TW
Alteration Shard,改造石碎片,zh-TW
Altered Perception,變動感知,zh-TW
Amber Oil,琥珀油瓶,zh-TW
Ambitious Obsession,上進執迷,zh-TW
Ambush Scarab,聖甲蟲：伏擊,zh-TW
Ambush Scarab of Containment,聖甲蟲：遏制伏擊,zh-TW
Ambush Scarab of Discernment,聖甲蟲：洞察伏擊,zh-TW
Ambush Scarab of Hidden Compartments,聖甲蟲：暗室伏擊,zh-TW
Ambush Scarab of Potency,聖甲蟲：爆發伏擊,zh-TW
An Audience With The King,謁見國王,zh-TW
Anarchy Scarab,聖甲蟲：混亂,zh-TW
Anarchy Scarab of Gigantification,聖甲蟲：浩瀚混亂,zh-TW
Anarchy Scarab of Partnership,聖甲蟲：結夥混亂,zh-TW
Anarchy Scarab of the Exceptional,聖甲蟲：至高混亂,zh-TW
Anarchy's Price,混亂代價,zh-TW
Ancient Orb,古變石,zh-TW
Annulment Shard,無效石碎片,zh-TW
Apocalypse,天啟,zh-TW
Armourer's Scrap,護甲片,zh-TW
Armoursmith's Delirium Orb,護甲之譫妄玉,zh-TW
Arrogance of the Vaal,瓦爾之傲,zh-TW
Ascendancy Classes,昇華職業,zh-TW
Assassin's Favour,刺客恩惠,zh-TW
Assassin's Gift,刺客的餽贈,zh-TW
Astragali,骰子,zh-TW
Astral Protection,星際保護,zh-TW
Atziri's Arsenal,阿茲里的武庫,zh-TW
Audacity,膽識,zh-TW
Auspicious Ambitions,吉祥之志,zh-TW
Avian Pursuit,追擊之翼,zh-TW
Awakener's Orb,喚醒者之玉,zh-TW
Awakening Fragment,覺醒碎片,zh-TW
Azure Oil,碧藍油瓶,zh-TW
Azure Rage,碧藍之怒,zh-TW
Azyran's Reward,艾斯尤倫的報酬,zh-TW
Baited Expectations,誘餌之期待,zh-TW
Baran's Crest,巴倫刻紋,zh-TW
Beauty Through Death,夕陽紅顏,zh-TW
Bestiary Scarab,聖甲蟲：獸獵,zh-TW
Bestiary Scarab of Duplicating,聖甲蟲：增生獸獵,zh-TW
Bestiary Scarab of the Herd,聖甲蟲：牧群獸獵,zh-TW
Bestiary Scarab of the Shadowed Crow,聖甲蟲：暗影烏鴉獸獵,zh-TW
Betrayal Scarab,聖甲蟲：反叛,zh-TW
Betrayal Scarab of Reinforcements,聖甲蟲：支援反叛,zh-TW
Betrayal Scarab of the Allflame,聖甲蟲：不滅之火反叛,zh-TW
Betrayal Scarab of Unbreaking,聖甲蟲：催堅反叛,zh-TW
Beyond Scarab,聖甲蟲：超越,zh-TW
Beyond Scarab of Corruption,聖甲蟲：腐化超越,zh-TW
Beyond Scarab of Haemophilia,聖甲蟲：血病超越,zh-TW
Beyond Scarab of Resurgence,聖甲蟲：復興超越,zh-TW
Beyond Scarab of the Invasion,聖甲蟲：侵略超越,zh-TW
Bijoux,珠寶,zh-TW
Black Oil,漆黑油瓶,zh-TW
Blacksmith's Delirium Orb,鐵匠之譫妄玉,zh-TW
Blacksmith's Whetstone,磨刀石,zh-TW
Blazing Fragment,熾熱碎片,zh-TW
Blessed Orb,祝福石,zh-TW
Blight Scarab,聖甲蟲：凋落,zh-TW
Blight Scarab of Blooming,聖甲蟲：綻放凋落,zh-TW
Blight Scarab of Bounty,聖甲蟲：珍寶凋落,zh-TW
Blight Scarab of Invigoration,聖甲蟲：振奮凋落,zh-TW
Blight Scarab of the Blightheart,聖甲蟲：枯萎之心凋落,zh-TW
Blighted Delirium Orb,凋落之譫妄玉,zh-TW
Blind Venture,盲途,zh-TW
Bloodstained Fossil,血漬化石,zh-TW
Boon of Justice,正義之福,zh-TW
Boon of the First Ones,初始者的祝福,zh-TW
Bound by Flame,縛焰之契,zh-TW
Bound Fossil,畛域化石,zh-TW
Boundless Realms,無盡之境,zh-TW
Bowyer's Dream,弓匠的夢想,zh-TW
Breach Scarab of Instability,聖甲蟲：動盪裂痕,zh-TW
Breach Scarab of Resonant Cascade,聖甲蟲：共鳴浪湧裂痕,zh-TW
Breach Scarab of the Dreamer,聖甲蟲：築夢裂痕,zh-TW
Breach Scarab of the Hive,聖甲蟲：窩巢裂痕,zh-TW
Breach Scarab of the Incensed Swarm,聖甲蟲：怒潮裂痕,zh-TW
Breach Scarab of the Marshal,聖甲蟲：元帥裂痕,zh-TW
Broken Promises,不守信,zh-TW
Broken Truce,打破休戰,zh-TW
Brother's Gift,兄弟之贈,zh-TW
Brother's Stash,伯仲財庫,zh-TW
Brotherhood in Exile,流亡兄弟會,zh-TW
"Brush, Paint and Palette",畫筆、顏料和調色盤,zh-TW
Burial Medallion,埋葬獎章,zh-TW
Buried Treasure,深埋祕寶,zh-TW
Burning Blood,燃燒之血,zh-TW
Call to the First Ones,先人召喚,zh-TW
Cameria's Cut,卡麥歷亞之割,zh-TW
Cartographer's Delight,製圖師之喜悅,zh-TW
Cartographer's Delirium Orb,製圖之譫妄玉,zh-TW
Cartography Scarab of Corruption,聖甲蟲：腐化製圖,zh-TW
Cartography Scarab of Escalation,聖甲蟲：惡化製圖,zh-TW
Cartography Scarab of Risk,聖甲蟲：風險製圖,zh-TW
Cartography Scarab of Singularity,聖甲蟲：極寶製圖,zh-TW
Cartography Scarab of the Multitude,聖甲蟲：增生製圖,zh-TW
Challenging Delirium Orb,挑戰之譫妄玉,zh-TW
Chaos Shard,混沌石碎片,zh-TW
Chaotic Astrolabe,混沌星盤,zh-TW
Chaotic Disposition,渾沌性情,zh-TW
Chasing Risk,冒險犯難,zh-TW
Checkmate,將軍,zh-TW
Choking Guilt,窒息內疚,zh-TW
