source,target,tgt_lng
static code analysis,静态代码分析,zh-CN
dynamic code analysis,动态代码分析,zh-CN
code review,代码审查,zh-CN
technical debt,技术债务,zh-CN
software refactoring,软件重构,zh-CN
design pattern,设计模式,zh-CN
object-oriented programming,面向对象编程,zh-CN
functional programming,函数式编程,zh-CN
declarative programming,声明式编程,zh-CN
imperative programming,命令式编程,zh-CN
event loop,事件循环,zh-CN
callback function,回调函数,zh-CN
async/await,async/await 异步语法,zh-CN
thread pool,线程池,zh-CN
process pool,进程池,zh-CN
database management system,数据库管理系统,zh-CN
relational database,关系数据库,zh-CN
NoSQL database,非关系型数据库,zh-CN
document database,文档数据库,zh-CN
key-value database,键值数据库,zh-CN
graph database,图数据库,zh-CN
time-series database,时序数据库,zh-CN
vector database,向量数据库,zh-CN
database schema,数据库模式,zh-CN
database index,数据库索引,zh-CN
database transaction,数据库事务,zh-CN
ACID properties,ACID 事务特性,zh-CN
eventual consistency,最终一致性,zh-CN
database replication,数据库复制,zh-CN
database sharding,数据库分片,zh-CN
database migration,数据库迁移,zh-CN
structured query language,结构化查询语言,zh-CN
online transaction processing,联机事务处理,zh-CN
online analytical processing,联机分析处理,zh-CN
data warehouse,数据仓库,zh-CN
data lake,数据湖,zh-CN
data lakehouse,湖仓一体架构,zh-CN
extract transform load,抽取、转换、加载,zh-CN
data pipeline,数据流水线,zh-CN
stream processing,流处理,zh-CN
batch processing,批处理,zh-CN
message queue,消息队列,zh-CN
publish-subscribe pattern,发布—订阅模式,zh-CN
event sourcing,事件溯源,zh-CN
application logging,应用日志记录,zh-CN
distributed tracing,分布式追踪,zh-CN
performance metric,性能指标,zh-CN
service-level agreement,服务级别协议,zh-CN
service-level objective,服务级别目标,zh-CN
service-level indicator,服务级别指标,zh-CN
mean time between failures,平均故障间隔时间,zh-CN
mean time to recovery,平均恢复时间,zh-CN
fault tolerance,容错能力,zh-CN
high availability,高可用性,zh-CN
horizontal scaling,水平扩展,zh-CN
vertical scaling,垂直扩展,zh-CN
artificial intelligence,人工智能,zh-CN
artificial neural network,人工神经网络,zh-CN
convolutional neural network,卷积神经网络,zh-CN
recurrent neural network,循环神经网络,zh-CN
long short-term memory network,长短期记忆网络,zh-CN
generative adversarial network,生成对抗网络,zh-CN
transformer architecture,Transformer 架构,zh-CN
self-attention mechanism,自注意力机制,zh-CN
cross-attention mechanism,交叉注意力机制,zh-CN
multi-head attention,多头注意力,zh-CN
attention head,注意力头,zh-CN
positional encoding,位置编码,zh-CN
rotary positional embedding,旋转位置编码,zh-CN
feed-forward network,前馈神经网络,zh-CN
residual connection,残差连接,zh-CN
layer normalization,层归一化,zh-CN
batch normalization,批归一化,zh-CN
activation function,激活函数,zh-CN
rectified linear unit,修正线性单元,zh-CN
Gaussian error linear unit,高斯误差线性单元,zh-CN
softmax function,Softmax 函数,zh-CN
loss function,损失函数,zh-CN
gradient descent,梯度下降,zh-CN
stochastic gradient descent,随机梯度下降,zh-CN
automatic differentiation,自动微分,zh-CN
learning rate,学习率,zh-CN
learning-rate scheduler,学习率调度器,zh-CN
optimizer algorithm,优化器算法,zh-CN
Adam optimizer,Adam 优化器,zh-CN
weight decay,权重衰减,zh-CN
gradient clipping,梯度裁剪,zh-CN
training dataset,训练数据集,zh-CN
validation dataset,验证数据集,zh-CN
test dataset,测试数据集,zh-CN
training epoch,训练轮次,zh-CN
training batch,训练批次,zh-CN
mini-batch training,小批量训练,zh-CN
batch size,批量大小,zh-CN
model parameter,模型参数,zh-CN
model weight,模型权重,zh-CN
machine-learning regularization,机器学习正则化,zh-CN
dropout layer,Dropout 层,zh-CN
data augmentation,数据增强,zh-CN
transfer learning,迁移学习,zh-CN
supervised learning,监督学习,zh-CN
unsupervised learning,无监督学习,zh-CN
self-supervised learning,自监督学习,zh-CN
reinforcement learning,强化学习,zh-CN
semi-supervised learning,半监督学习,zh-CN
contrastive learning,对比学习,zh-CN
representation learning,表征学习,zh-CN
feature extraction,特征提取,zh-CN
feature engineering,特征工程,zh-CN
classification model,分类模型,zh-CN
regression model,回归模型,zh-CN
clustering algorithm,聚类算法,zh-CN
principal component analysis,主成分分析,zh-CN
large language model,大语言模型,zh-CN
foundation model,基础模型,zh-CN
multimodal model,多模态模型,zh-CN
vision-language model,视觉语言模型,zh-CN
speech-language model,语音语言模型,zh-CN
generative AI,生成式人工智能,zh-CN
natural language processing,自然语言处理,zh-CN
computer vision,计算机视觉,zh-CN
automatic speech recognition,自动语音识别,zh-CN
text-to-speech synthesis,文本转语音合成,zh-CN
speech-to-speech translation,语音到语音翻译,zh-CN
machine translation,机器翻译,zh-CN
optical character recognition,光学字符识别,zh-CN
text embedding,文本嵌入向量,zh-CN
embedding model,嵌入模型,zh-CN
embedding vector,嵌入向量,zh-CN
vector similarity,向量相似度,zh-CN
cosine similarity,余弦相似度,zh-CN
semantic search,语义搜索,zh-CN
retrieval-augmented generation,检索增强生成,zh-CN
knowledge graph,知识图谱,zh-CN
context window,上下文窗口,zh-CN
context length,上下文长度,zh-CN
input token,输入词元,zh-CN
output token,输出词元,zh-CN
NLP tokenization,自然语言处理词元化,zh-CN
NLP tokenizer,自然语言处理分词器,zh-CN
subword token,子词词元,zh-CN
byte-pair encoding,字节对编码,zh-CN
sentencepiece tokenizer,SentencePiece 分词器,zh-CN
AI model inference,AI 模型推理,zh-CN
model serving,模型服务化,zh-CN
inference server,推理服务器,zh-CN
inference latency,推理延迟,zh-CN
time to first token,首词元延迟,zh-CN
tokens per second,每秒生成词元数,zh-CN
throughput optimization,吞吐量优化,zh-CN
batch inference,批量推理,zh-CN
continuous batching,连续批处理,zh-CN
speculative decoding,推测解码,zh-CN
beam search,束搜索,zh-CN
greedy decoding,贪心解码,zh-CN
sampling temperature,采样温度,zh-CN
top-k sampling,Top-K 采样,zh-CN
top-p sampling,Top-P 核采样,zh-CN
minimum-p sampling,Min-P 采样,zh-CN
repetition penalty,重复惩罚,zh-CN
frequency penalty,频率惩罚,zh-CN
presence penalty,存在惩罚,zh-CN
stop sequence,停止序列,zh-CN
structured output,结构化输出,zh-CN
function calling,函数调用,zh-CN
tool calling,工具调用,zh-CN
AI agent,AI 智能体,zh-CN
agentic workflow,智能体工作流,zh-CN
multi-agent system,多智能体系统,zh-CN
system prompt,系统提示词,zh-CN
user prompt,用户提示词,zh-CN
prompt template,提示词模板,zh-CN
prompt engineering,提示工程,zh-CN
few-shot prompting,少样本提示,zh-CN
zero-shot prompting,零样本提示,zh-CN
in-context learning,上下文学习,zh-CN
chain-of-thought reasoning,思维链推理,zh-CN
reasoning model,推理模型,zh-CN
model hallucination,模型幻觉,zh-CN
prompt injection,提示注入攻击,zh-CN
jailbreak prompt,越狱提示词,zh-CN
AI safety,人工智能安全,zh-CN
AI alignment,人工智能对齐,zh-CN
responsible AI,负责任的人工智能,zh-CN
model evaluation,模型评测,zh-CN
benchmark dataset,基准测试集,zh-CN
human evaluation,人工评测,zh-CN
reinforcement learning from human feedback,基于人类反馈的强化学习,zh-CN
direct preference optimization,直接偏好优化,zh-CN
supervised fine-tuning,监督微调,zh-CN
instruction tuning,指令微调,zh-CN
parameter-efficient fine-tuning,参数高效微调,zh-CN
low-rank adaptation,低秩适配,zh-CN
quantized low-rank adaptation,量化低秩适配,zh-CN
model distillation,模型蒸馏,zh-CN
knowledge distillation,知识蒸馏,zh-CN
model pruning,模型剪枝,zh-CN
model quantization,模型量化,zh-CN
post-training quantization,训练后量化,zh-CN
quantization-aware training,量化感知训练,zh-CN
8-bit quantization,8 位量化,zh-CN
4-bit quantization,4 位量化,zh-CN
mixture-of-experts model,混合专家模型,zh-CN
expert routing,专家路由,zh-CN
sparse activation,稀疏激活,zh-CN
diffusion model,扩散模型,zh-CN
latent diffusion model,潜空间扩散模型,zh-CN
denoising diffusion,去噪扩散,zh-CN
noise scheduler,噪声调度器,zh-CN
variational autoencoder,变分自编码器,zh-CN
generative pre-trained transformer,生成式预训练 Transformer,zh-CN
bidirectional encoder representations from transformers,来自 Transformer 的双向编码器表征,zh-CN
graphics rendering,图形渲染,zh-CN
real-time rendering,实时渲染,zh-CN
offline rendering,离线渲染,zh-CN
rendering pipeline,渲染流水线,zh-CN
graphics rasterization,图形光栅化,zh-CN
ray tracing,光线追踪,zh-CN
path tracing,路径追踪,zh-CN
global illumination,全局光照,zh-CN
ambient occlusion,环境光遮蔽,zh-CN
physically based rendering,基于物理的渲染,zh-CN
shader program,着色器程序,zh-CN
vertex shader,顶点着色器,zh-CN
fragment shader,片段着色器,zh-CN
compute shader,计算着色器,zh-CN
texture mapping,纹理映射,zh-CN
normal mapping,法线贴图,zh-CN
displacement mapping,置换贴图,zh-CN
texture filtering,纹理过滤,zh-CN
anisotropic filtering,各向异性过滤,zh-CN
graphics anti-aliasing,图形抗锯齿,zh-CN
temporal anti-aliasing,时间抗锯齿,zh-CN
multisample anti-aliasing,多重采样抗锯齿,zh-CN
deep learning super sampling,深度学习超级采样,zh-CN
FidelityFX Super Resolution,FidelityFX 超级分辨率,zh-CN
frame generation,帧生成,zh-CN
motion vector,运动矢量,zh-CN
optical flow,光流,zh-CN
virtual production,虚拟制作,zh-CN
LED volume,LED 虚拟摄影空间,zh-CN
in-camera visual effects,机内视效,zh-CN
game engine,游戏引擎,zh-CN
real-time engine,实时引擎,zh-CN
Unity Engine,Unity 引擎,zh-CN
Unity High Definition Render Pipeline,Unity 高清渲染管线,zh-CN
Chaos V-Ray,Chaos V-Ray 渲染器,zh-CN
Pixar RenderMan,Pixar RenderMan 渲染器,zh-CN
video frame rate,视频帧率,zh-CN
frame rate conversion,帧率转换,zh-CN
constant frame rate,恒定帧率,zh-CN
variable frame rate,可变帧率,zh-CN
video timebase,视频时间基准,zh-CN
drop-frame timecode,丢帧时间码,zh-CN
non-drop-frame timecode,非丢帧时间码,zh-CN
interlaced scanning,隔行扫描,zh-CN
progressive scanning,逐行扫描,zh-CN
progressive segmented frame,分段逐行帧,zh-CN
upper-field first,上场优先,zh-CN
lower-field first,下场优先,zh-CN
three-two pulldown,3:2 下拉转换,zh-CN
inverse telecine,逆 Telecine,zh-CN
pixel aspect ratio,像素宽高比,zh-CN
display aspect ratio,显示宽高比,zh-CN
anamorphic video,变形宽银幕视频,zh-CN
active image area,有效画面区域,zh-CN
display overscan,显示过扫描,zh-CN
display underscan,显示欠扫描,zh-CN
title-safe area,标题安全区,zh-CN
action-safe area,动作安全框,zh-CN
video resolution,视频分辨率,zh-CN
high definition video,高清视频,zh-CN
Ultra High Definition,超高清,zh-CN
4K Digital Cinema,4K 数字电影,zh-CN
8K Ultra High Definition,8K 超高清,zh-CN
video codec,视频编解码器,zh-CN
intra-frame codec,帧内编解码器,zh-CN
inter-frame codec,帧间编解码器,zh-CN
mezzanine codec,中间格式编解码器,zh-CN
acquisition codec,采集编解码器,zh-CN
delivery codec,交付编解码器,zh-CN
proxy codec,代理媒体编解码器,zh-CN
lossless video codec,无损视频编解码器,zh-CN
visually lossless codec,视觉无损编解码器,zh-CN
lossy video compression,有损视频压缩,zh-CN
intra-frame compression,帧内压缩,zh-CN
inter-frame compression,帧间压缩,zh-CN
long-GOP compression,长 GOP 压缩,zh-CN
group of pictures,图像组,zh-CN
keyframe interval,关键帧间隔,zh-CN
motion estimation,运动估计,zh-CN
motion compensation,运动补偿,zh-CN
entropy coding,熵编码,zh-CN
rate control,码率控制,zh-CN
constant bitrate encoding,恒定码率编码,zh-CN
variable bitrate encoding,可变码率编码,zh-CN
average bitrate encoding,平均码率编码,zh-CN
constant rate factor,恒定质量因子,zh-CN
quantization parameter,量化参数,zh-CN
video bitrate,视频码率,zh-CN
chroma subsampling,色度抽样,zh-CN
4:4:4 chroma subsampling,4:4:4 色度抽样,zh-CN
4:2:2 chroma subsampling,4:2:2 色度抽样,zh-CN
4:2:0 chroma subsampling,4:2:0 色度抽样,zh-CN
color bit depth,色彩位深,zh-CN
