source,target,tgt_lng
Decca Tree,Decca Tree 三点主话筒制式,zh-CN
ORTF stereo technique,ORTF 立体声拾音制式,zh-CN
NOS stereo technique,NOS 立体声拾音制式,zh-CN
XY stereo technique,XY 同点立体声拾音,zh-CN
AB stereo technique,AB 间距立体声拾音,zh-CN
MS stereo technique,MS 中侧立体声拾音,zh-CN
Blumlein pair,布鲁姆莱因交叉偶极制式,zh-CN
baffled stereo technique,挡板式立体声拾音,zh-CN
Jecklin Disk,Jecklin 圆盘立体声制式,zh-CN
binaural recording,双耳录音,zh-CN
spaced pair,间距话筒对,zh-CN
coincident pair,同点话筒对,zh-CN
near-coincident pair,近同点话筒对,zh-CN
stereo microphone,立体声话筒,zh-CN
microphone polar pattern,话筒指向特性,zh-CN
omnidirectional pattern,全指向特性,zh-CN
cardioid pattern,心形指向特性,zh-CN
supercardioid pattern,超心形指向特性,zh-CN
hypercardioid pattern,强心形指向特性,zh-CN
figure-eight pattern,8 字形指向特性,zh-CN
lobar pattern,枪式叶瓣指向特性,zh-CN
off-axis response,离轴响应,zh-CN
on-axis response,轴向响应,zh-CN
polar response,指向响应,zh-CN
microphone self-noise,话筒自噪声,zh-CN
equivalent noise level,等效噪声级,zh-CN
maximum SPL,最大声压级,zh-CN
sensitivity rating,灵敏度指标,zh-CN
proximity boost,近讲低频提升,zh-CN
phantom power,幻象供电,zh-CN
48-volt phantom power,48 伏幻象供电,zh-CN
ribbon microphone,铝带式话筒,zh-CN
large-diaphragm condenser microphone,大振膜电容话筒,zh-CN
small-diaphragm condenser microphone,小振膜电容话筒,zh-CN
dynamic microphone,动圈话筒,zh-CN
pressure-zone microphone,压力区话筒,zh-CN
boundary microphone,界面话筒,zh-CN
contact microphone,接触式话筒,zh-CN
piezoelectric pickup,压电拾音器,zh-CN
DI box,DI盒,zh-CN
active DI box,有源 DI 盒,zh-CN
passive DI box,无源 DI 盒,zh-CN
reamp box,再放大盒,zh-CN
microphone preamplifier,话筒前置放大器,zh-CN
instrument preamplifier,乐器前置放大器,zh-CN
channel strip,通道条,zh-CN
console preamp,调音台前置放大器,zh-CN
transformer-balanced input,变压器平衡输入,zh-CN
electron-tube preamp,电子管前置放大器,zh-CN
solid-state preamp,晶体管前置放大器,zh-CN
transparent preamp,透明型前置放大器,zh-CN
colored preamp,染色型前置放大器,zh-CN
input impedance,输入阻抗,zh-CN
output impedance,输出阻抗,zh-CN
impedance matching,阻抗匹配,zh-CN
balanced connection,平衡连接,zh-CN
unbalanced connection,非平衡连接,zh-CN
common-mode rejection,共模抑制,zh-CN
common-mode rejection ratio,共模抑制比,zh-CN
line level,线路电平,zh-CN
microphone level,话筒电平,zh-CN
instrument level,乐器电平,zh-CN
nominal operating level,标称工作电平,zh-CN
unity gain,单位增益,zh-CN
gain before feedback,啸叫前增益,zh-CN
pad switch,衰减垫开关,zh-CN
phase reverse switch,极性反转开关,zh-CN
high-pass filter switch,高通滤波开关,zh-CN
audio interface,音频接口,zh-CN
analog-to-digital converter,模数转换器,zh-CN
digital-to-analog converter,数模转换器,zh-CN
converter clock,转换器时钟,zh-CN
word clock,字时钟,zh-CN
master clock,主时钟,zh-CN
clock jitter,时钟抖动,zh-CN
clock synchronization,时钟同步,zh-CN
sample-rate conversion,采样率转换,zh-CN
asynchronous sample-rate conversion,异步采样率转换,zh-CN
bit depth,位深,zh-CN
sampling rate,采样率,zh-CN
Nyquist frequency,奈奎斯特频率,zh-CN
aliasing distortion,混叠失真,zh-CN
anti-aliasing filter,抗混叠滤波器,zh-CN
quantization noise,量化噪声,zh-CN
dither noise,抖动噪声,zh-CN
noise shaping,噪声整形,zh-CN
floating-point audio,浮点音频,zh-CN
fixed-point audio,定点音频,zh-CN
32-bit float recording,32位浮点录音,zh-CN
digital audio workstation,数字音频工作站,zh-CN
DAW session,DAW 工程,zh-CN
audio track,音频轨,zh-CN
instrument track,乐器轨,zh-CN
MIDI track,MIDI 轨,zh-CN
auxiliary track,辅助轨,zh-CN
folder track,文件夹轨,zh-CN
group track,编组轨,zh-CN
track freeze,音轨冻结,zh-CN
track bounce,音轨并轨,zh-CN
bounce in place,原位并轨,zh-CN
render in place,原位渲染,zh-CN
offline bounce,离线混缩,zh-CN
real-time bounce,实时混缩,zh-CN
consolidate clips,合并片段,zh-CN
flatten comp,固化选段合成,zh-CN
take lane,录音条次泳道,zh-CN
playlist comping,播放列表选段合成,zh-CN
loop recording mode,循环录音模式,zh-CN
punch recording,插入录音,zh-CN
recording count-in,录音预备拍,zh-CN
metronome click,节拍器点击声,zh-CN
latency monitoring,延迟监听,zh-CN
direct monitoring,直通监听,zh-CN
software monitoring,软件监听,zh-CN
round-trip latency,往返延迟,zh-CN
buffer size,缓冲区大小,zh-CN
low-latency mode,低延迟模式,zh-CN
delay compensation engine,延迟补偿引擎,zh-CN
audio warp,音频弹性变速,zh-CN
transient marker,瞬态标记,zh-CN
warp marker,弹性变速标记,zh-CN
beat detection,节拍检测,zh-CN
tempo detection,速度检测,zh-CN
audio quantization,音频量化,zh-CN
sample editor,采样编辑器,zh-CN
piano roll editor,钢琴卷帘编辑器,zh-CN
score editor,乐谱编辑器,zh-CN
drum editor,鼓编辑器,zh-CN
step sequencer,步进音序器,zh-CN
pattern sequencer,样式音序器,zh-CN
automation lane,自动化泳道,zh-CN
modulation lane,调制泳道,zh-CN
controller lane,控制器泳道,zh-CN
MIDI,MIDI 乐器数字接口,zh-CN
MIDI 1.0,MIDI 1.0 协议,zh-CN
MIDI 2.0,MIDI 2.0 协议,zh-CN
MIDI note number,MIDI 音符编号,zh-CN
note-on message,音符开启消息,zh-CN
note-off message,音符关闭消息,zh-CN
note velocity,音符力度,zh-CN
release velocity,释放力度,zh-CN
MIDI aftertouch,MIDI 触后,zh-CN
channel pressure,通道压力,zh-CN
polyphonic aftertouch,复音触后,zh-CN
pitch bend,弯音,zh-CN
pitch-bend range,弯音范围,zh-CN
modulation wheel,调制轮,zh-CN
control change message,控制变更消息,zh-CN
program change message,音色切换消息,zh-CN
bank select message,音色库选择消息,zh-CN
system exclusive message,系统专有消息,zh-CN
MIDI clock,MIDI 时钟,zh-CN
MIDI timecode,MIDI 时间码,zh-CN
MIDI machine control,MIDI 机器控制,zh-CN
MIDI Polyphonic Expression,MIDI 复音表现控制,zh-CN
per-note controller,逐音符控制器,zh-CN
Universal MIDI Packet,通用 MIDI 数据包,zh-CN
MIDI-CI,MIDI 能力查询,zh-CN
General MIDI,通用 MIDI,zh-CN
virtual instrument,虚拟乐器,zh-CN
software instrument,软件乐器,zh-CN
sampler instrument,采样器乐器,zh-CN
sample library,采样音色库,zh-CN
sampler multisampling,采样器多重采样,zh-CN
velocity layer,力度分层,zh-CN
round robin samples,轮换采样,zh-CN
articulation map,演奏法映射,zh-CN
key mapping,键位映射,zh-CN
one-shot sample,单次触发采样,zh-CN
looped sample,循环采样,zh-CN
sustain loop,延音循环,zh-CN
release sample,释音采样,zh-CN
release trigger,释音触发,zh-CN
granular sampling,颗粒采样,zh-CN
time-stretched sample,时间伸缩采样,zh-CN
slice mode,切片模式,zh-CN
beat slicing,节拍切片,zh-CN
sample chopping,采样切块,zh-CN
sample-rate reduction,采样率降低,zh-CN
bit crushing,位深破碎处理,zh-CN
audio synthesis,声音合成,zh-CN
subtractive synthesis,减法合成,zh-CN
additive synthesis,加法合成,zh-CN
frequency-modulation synthesis,调频合成,zh-CN
phase-distortion synthesis,相位失真合成,zh-CN
wavetable synthesis,波表合成,zh-CN
granular synthesis,颗粒合成,zh-CN
physical-modeling synthesis,物理建模合成,zh-CN
vector synthesis,矢量合成,zh-CN
spectral synthesis,频谱合成,zh-CN
formant synthesis,共振峰合成,zh-CN
sample-based synthesis,基于采样的合成,zh-CN
west-coast synthesis,西海岸合成,zh-CN
east-coast synthesis,东海岸合成,zh-CN
modular synthesis,模块化合成,zh-CN
semi-modular synthesizer,半模块化合成器,zh-CN
analog synthesizer,模拟合成器,zh-CN
digital synthesizer,数字合成器,zh-CN
hybrid synthesizer,混合式合成器,zh-CN
monophonic synthesizer,单音合成器,zh-CN
polyphonic synthesizer,复音合成器,zh-CN
paraphonic synthesizer,准复音合成器,zh-CN
voice allocation,复音声部分配,zh-CN
voice stealing,声部抢占,zh-CN
oscillator synchronization,振荡器同步,zh-CN
hard sync,硬同步,zh-CN
soft sync,软同步,zh-CN
low-frequency oscillator,低频振荡器,zh-CN
voltage-controlled oscillator,压控振荡器,zh-CN
digitally controlled oscillator,数控振荡器,zh-CN
wavetable oscillator,波表振荡器,zh-CN
noise oscillator,噪声振荡器,zh-CN
sine wave,正弦波,zh-CN
triangle wave,三角波,zh-CN
sawtooth wave,锯齿波,zh-CN
square wave,方波,zh-CN
pulse wave,脉冲波,zh-CN
pulse width,脉冲宽度,zh-CN
pulse-width modulation,脉宽调制,zh-CN
oscillator detune,振荡器失谐,zh-CN
unison detune,齐奏失谐,zh-CN
oscillator drift,振荡器漂移,zh-CN
sub oscillator,次振荡器,zh-CN
ring modulation,环形调制,zh-CN
amplitude modulation,振幅调制,zh-CN
cross modulation,交叉调制,zh-CN
oscillator phase,振荡器相位,zh-CN
phase reset,相位重置,zh-CN
filter cutoff frequency,滤波器截止频率,zh-CN
filter resonance,滤波器共振,zh-CN
filter slope,滤波器斜率,zh-CN
two-pole filter,二阶滤波器,zh-CN
four-pole filter,四阶滤波器,zh-CN
ladder filter,梯形滤波器,zh-CN
state-variable filter,状态变量滤波器,zh-CN
multimode filter,多模式滤波器,zh-CN
comb filter,梳状滤波器,zh-CN
formant filter,共振峰滤波器,zh-CN
key tracking,键位跟踪,zh-CN
filter envelope,滤波器包络,zh-CN
amplitude envelope,振幅包络,zh-CN
ADSR envelope,ADSR 包络,zh-CN
envelope attack time,包络起音时间,zh-CN
envelope decay time,包络衰减时间,zh-CN
envelope sustain level,包络保持电平,zh-CN
envelope release time,包络释音时间,zh-CN
envelope curve,包络曲线,zh-CN
envelope retrigger,包络重新触发,zh-CN
one-shot envelope,单次包络,zh-CN
looping envelope,循环包络,zh-CN
envelope follower,包络跟随器,zh-CN
modulation matrix,调制矩阵,zh-CN
modulation source,调制源,zh-CN
modulation destination,调制目标,zh-CN
modulation depth,调制深度,zh-CN
sample and hold,采样保持模块,zh-CN
slew limiter,斜率限制器,zh-CN
portamento time,滑音时间,zh-CN
glide mode,滑音模式,zh-CN
legato mode,连奏模式,zh-CN
arpeggiator,琶音器,zh-CN
arpeggiator pattern,琶音样式,zh-CN
sequencer lane,音序器泳道,zh-CN
CV/gate,控制电压/门信号,zh-CN
control voltage,控制电压,zh-CN
one volt per octave,每八度一伏,zh-CN
trigger signal,触发信号,zh-CN
gate signal,门信号,zh-CN
Eurorack,Eurorack 模块化合成器规格,zh-CN
normalled connection,内部常态连接,zh-CN
attenuverter,衰减反相器,zh-CN
wavefolder,波形折叠器,zh-CN
function generator,函数发生器,zh-CN
clock divider,时钟分频器,zh-CN
random voltage generator,随机电压发生器,zh-CN
audio mixing,音频混音,zh-CN
mix balance,混音平衡,zh-CN
frequency balance,频率平衡,zh-CN
spectral balance,频谱平衡,zh-CN
tonal balance,音色平衡,zh-CN
stereo image,立体声像,zh-CN
stereo width,立体声宽度,zh-CN
mono summing,单声道合并,zh-CN
mid-side processing,中侧处理,zh-CN
left-right processing,左右声道处理,zh-CN
pan law,声像衰减律,zh-CN
constant-power panning,恒功率声像,zh-CN
phantom center,幻象中置,zh-CN
correlation meter,相关度表,zh-CN
audio goniometer,音频相位轨迹仪,zh-CN
audio vectorscope,音频矢量示波器,zh-CN
phase coherence,相位一致性,zh-CN
phase cancellation,相位抵消,zh-CN
polarity correlation,极性相关性,zh-CN
mono fold-down,单声道折叠,zh-CN
frequency masking,频率掩蔽,zh-CN
temporal masking,时间掩蔽,zh-CN
spectral masking,频谱掩蔽,zh-CN
audio equalizer,音频均衡器,zh-CN
graphic equalizer,图示均衡器,zh-CN
semi-parametric equalizer,半参数均衡器,zh-CN
minimum-phase EQ,最小相位均衡器,zh-CN
linear-phase EQ,线性相位均衡器,zh-CN
mixed-phase EQ,混合相位均衡器,zh-CN
bell filter,钟形滤波器,zh-CN
peaking filter,峰值滤波器,zh-CN
filter Q factor,滤波器品质因数,zh-CN
filter bandwidth,滤波器带宽,zh-CN
resonant frequency,共振频率,zh-CN
frequency sweep,扫频,zh-CN
subtractive EQ,减法均衡,zh-CN
additive EQ,加法均衡,zh-CN
broadband EQ,宽带均衡,zh-CN
resonance suppression,共振抑制,zh-CN
dynamic resonance suppression,动态共振抑制,zh-CN
audio compressor,音频压缩器,zh-CN
audio limiter,音频限制器,zh-CN
audio expander,音频扩展器,zh-CN
noise gate,噪声门,zh-CN
upward compressor,向上压缩器,zh-CN
downward compressor,向下压缩器,zh-CN
multiband compressor,多段压缩器,zh-CN
parallel compression,并行压缩,zh-CN
New York compression,纽约式并行压缩,zh-CN
serial compression,串联压缩,zh-CN
bus compression,总线压缩,zh-CN
sidechain compression,侧链压缩,zh-CN
compressor threshold,压缩器阈值,zh-CN
compression ratio,压缩比,zh-CN
compressor attack time,压缩器启动时间,zh-CN
compressor release time,压缩器释放时间,zh-CN
compressor knee,压缩器拐点,zh-CN
soft knee,软拐点,zh-CN
hard knee,硬拐点,zh-CN
makeup gain,补偿增益,zh-CN
gain reduction,增益衰减,zh-CN
gain-reduction meter,增益衰减表,zh-CN
look-ahead limiting,前瞻式限幅,zh-CN
program-dependent release,节目依赖释放,zh-CN
auto release,自动释放,zh-CN
auto gain,自动增益,zh-CN
detector circuit,检波电路,zh-CN
peak detection,峰值检测,zh-CN
RMS detection,均方根检测,zh-CN
feed-forward compressor,前馈式压缩器,zh-CN
feedback compressor,反馈式压缩器,zh-CN
VCA compressor,VCA 压缩器,zh-CN
FET compressor,FET 压缩器,zh-CN
optical compressor,光电压缩器,zh-CN
variable-mu compressor,可变 μ 电子管压缩器,zh-CN
diode-bridge compressor,二极管桥式压缩器,zh-CN
transient shaper,瞬态塑形器,zh-CN
transient designer,瞬态设计器,zh-CN
sustain control,延音控制,zh-CN
harmonic exciter,谐波激励器,zh-CN
audio saturation,音频饱和处理,zh-CN
tape saturation,磁带饱和,zh-CN
tube saturation,电子管饱和,zh-CN
transformer saturation,变压器饱和,zh-CN
soft clipping,软削波,zh-CN
hard clipping,硬削波,zh-CN
harmonic distortion,谐波失真,zh-CN
total harmonic distortion,总谐波失真,zh-CN
intermodulation distortion,互调失真,zh-CN
even-order harmonics,偶次谐波,zh-CN
odd-order harmonics,奇次谐波,zh-CN
analog warmth,模拟温暖感,zh-CN
tape emulation,磁带模拟,zh-CN
console emulation,调音台模拟,zh-CN
channel-strip emulation,通道条模拟,zh-CN
audio reverberation,音频混响,zh-CN
algorithmic reverb,算法混响,zh-CN
plate reverb,板式混响,zh-CN
spring reverb,弹簧混响,zh-CN
chamber reverb,混响室混响,zh-CN
hall reverb,音乐厅混响,zh-CN
room reverb,房间混响,zh-CN
shimmer reverb,闪烁混响,zh-CN
gated reverb,门控混响,zh-CN
reverse reverb,反向混响,zh-CN
reverb pre-delay,混响预延迟,zh-CN
reverb decay time,混响衰减时间,zh-CN
reverb diffusion,混响扩散度,zh-CN
reverb density,混响密度,zh-CN
reverb damping,混响阻尼,zh-CN
wet/dry mix,干湿比,zh-CN
early-reflection level,早期反射电平,zh-CN
late-reverb level,后期混响电平,zh-CN
tempo-synced delay,速度同步延迟,zh-CN
slapback delay,短回声延迟,zh-CN
tape delay,磁带延迟,zh-CN
