source,target,tgt_lng
silent shutter mode,静音快门模式,zh-CN
flicker reduction,闪烁抑制,zh-CN
slow shutter speed,慢速快门,zh-CN
maximum shutter speed,最高快门速度,zh-CN
flash synchronization speed,闪光同步速度,zh-CN
high-speed sync,高速同步,zh-CN
front-curtain sync,前帘同步,zh-CN
camera shake,相机抖动,zh-CN
subject motion blur,主体运动模糊,zh-CN
in-body image stabilization,机身防抖,zh-CN
optical image stabilization,光学防抖,zh-CN
lens-based stabilization,镜头防抖,zh-CN
dual image stabilization,双重防抖,zh-CN
CIPA stabilization rating,CIPA防抖评级,zh-CN
panning stabilization mode,摇摄防抖模式,zh-CN
handheld high-resolution mode,手持高分辨率模式,zh-CN
continuous high-speed shooting,高速连拍,zh-CN
continuous low-speed shooting,低速连拍,zh-CN
buffer clearing time,缓存清空时间,zh-CN
interchangeable-lens camera,可换镜头相机,zh-CN
mirrorless interchangeable-lens camera,无反可换镜头相机,zh-CN
digital single-lens reflex camera,数码单镜头反光相机,zh-CN
single-lens reflex camera,单镜头反光相机,zh-CN
rangefinder camera,旁轴相机,zh-CN
technical camera,技术相机,zh-CN
box camera,盒式相机,zh-CN
fixed-lens camera,固定镜头相机,zh-CN
bridge camera,桥式相机,zh-CN
action camera,运动相机,zh-CN
camera body,相机机身,zh-CN
image sensor,图像传感器,zh-CN
CMOS image sensor,CMOS图像传感器,zh-CN
CCD image sensor,CCD图像传感器,zh-CN
BSI CMOS sensor,背照式CMOS传感器,zh-CN
stacked CMOS sensor,堆栈式CMOS传感器,zh-CN
partially stacked CMOS sensor,部分堆栈式CMOS传感器,zh-CN
APS-C sensor,APS-C画幅传感器,zh-CN
APS-H sensor,APS-H画幅传感器,zh-CN
Micro Four Thirds sensor,Micro Four Thirds 传感器,zh-CN
medium-format sensor,中画幅传感器,zh-CN
Type 1/1.3 image sensor,1/1.3 型图像传感器,zh-CN
sensor crop factor,传感器裁切系数,zh-CN
sensor pixel pitch,传感器像素间距,zh-CN
sensor photosite,传感器感光单元,zh-CN
total pixel count,总像素数,zh-CN
sensor readout speed,传感器读出速度,zh-CN
sensor scan time,传感器扫描时间,zh-CN
12-bit RAW,12位RAW,zh-CN
16-bit RAW,16位RAW,zh-CN
Bayer color filter array,拜耳彩色滤光阵列,zh-CN
X-Trans color filter array,X-Trans彩色滤光阵列,zh-CN
Quad Bayer sensor,Quad Bayer传感器,zh-CN
optical low-pass filter,光学低通滤镜,zh-CN
sensor cover glass,传感器保护玻璃,zh-CN
ultrasonic sensor cleaning,超声波传感器清洁,zh-CN
sensor pixel mapping,传感器像素映射,zh-CN
image processor,图像处理器,zh-CN
camera firmware,相机固件,zh-CN
camera menu system,相机菜单系统,zh-CN
user settings bank,用户设置库,zh-CN
camera control dial,相机控制拨轮,zh-CN
exposure compensation dial,曝光补偿转盘,zh-CN
shutter-release button,快门释放按钮,zh-CN
electronic cable release,电子快门线,zh-CN
interval timer shooting,间隔定时拍摄,zh-CN
mirror lock-up,反光镜预升,zh-CN
live view shooting,实时取景拍摄,zh-CN
optical viewfinder,光学取景器,zh-CN
electronic viewfinder,电子取景器,zh-CN
hybrid viewfinder,混合取景器,zh-CN
pentaprism viewfinder,五棱镜取景器,zh-CN
pentamirror viewfinder,五面镜取景器,zh-CN
viewfinder coverage,取景器视野率,zh-CN
viewfinder diopter adjustment,取景器屈光度调节,zh-CN
viewfinder resolution,取景器分辨率,zh-CN
viewfinder oversampling,取景器超采样,zh-CN
eye sensor,眼感应器,zh-CN
rear LCD monitor,机背液晶屏,zh-CN
tilting LCD screen,倾斜式液晶屏,zh-CN
touchscreen focus selection,触屏对焦点选择,zh-CN
camera hot shoe,相机热靴,zh-CN
accessory shoe cover,热靴保护盖,zh-CN
camera USB-C port,相机USB-C接口,zh-CN
micro HDMI port,Micro HDMI接口,zh-CN
camera Ethernet port,相机以太网接口,zh-CN
camera Bluetooth connection,相机蓝牙连接,zh-CN
geotagging photographs,照片地理标记,zh-CN
camera weather sealing,相机防尘防滴密封,zh-CN
camera operating temperature,相机工作温度,zh-CN
camera body stabilization unit,机身防抖组件,zh-CN
camera cooling fan accessory,相机外接散热风扇,zh-CN
photographic lens,摄影镜头,zh-CN
interchangeable camera lens,可换式相机镜头,zh-CN
prime camera lens,相机定焦镜头,zh-CN
zoom camera lens,相机变焦镜头,zh-CN
standard zoom lens,标准变焦镜头,zh-CN
telephoto zoom lens,远摄变焦镜头,zh-CN
normal prime lens,标准定焦镜头,zh-CN
ultra-wide-angle lens,超广角镜头,zh-CN
super-telephoto lens,超远摄镜头,zh-CN
macro camera lens,微距摄影镜头,zh-CN
true 1:1 macro lens,真正1:1微距镜头,zh-CN
tilt-shift lens,移轴镜头,zh-CN
perspective-control lens,透视控制镜头,zh-CN
fisheye lens,鱼眼镜头,zh-CN
soft-focus lens,柔焦镜头,zh-CN
pancake camera lens,饼干镜头,zh-CN
apochromatic lens,复消色差镜头,zh-CN
rectilinear wide-angle lens,直线投影广角镜头,zh-CN
enlarger lens,放大机镜头,zh-CN
camera lens mount,相机镜头卡口,zh-CN
bayonet lens mount,卡口式镜头接口,zh-CN
flange focal distance,镜头卡口法兰距,zh-CN
lens mount throat diameter,镜头卡口内径,zh-CN
lens mount adapter,镜头转接环,zh-CN
focal reducer,减焦镜,zh-CN
2x teleconverter,2倍增距镜,zh-CN
extension tube,近摄接圈,zh-CN
reversing ring,镜头倒接环,zh-CN
lens focal length,镜头焦距,zh-CN
35mm-equivalent focal length,35毫米等效焦距,zh-CN
angle of view,视角,zh-CN
diagonal angle of view,对角线视角,zh-CN
focal-length range,焦距范围,zh-CN
optical zoom ratio,光学变焦倍率,zh-CN
minimum focusing distance,最近对焦距离,zh-CN
maximum reproduction ratio,最大放大倍率,zh-CN
image magnification ratio,成像放大倍率,zh-CN
medium-format lens coverage,中画幅镜头覆盖范围,zh-CN
lens resolving power,镜头解析力,zh-CN
modulation transfer function,调制传递函数,zh-CN
MTF chart,MTF曲线图,zh-CN
meridional MTF response,切向MTF响应,zh-CN
center sharpness,画面中心锐度,zh-CN
corner sharpness,画面边缘锐度,zh-CN
edge-to-edge sharpness,全画面锐度,zh-CN
lens rendering character,镜头成像风格,zh-CN
bokeh rendering,焦外成像,zh-CN
soap-bubble bokeh,肥皂泡焦外,zh-CN
busy bokeh,杂乱焦外,zh-CN
aperture diaphragm,光圈叶片组件,zh-CN
rounded aperture blades,圆形光圈叶片,zh-CN
clicked aperture ring,有级光圈环,zh-CN
manual aperture ring,手动光圈环,zh-CN
infrared focus index,红外对焦标记,zh-CN
internal focusing,内对焦,zh-CN
rear focusing,后组对焦,zh-CN
internal zoom,内变焦,zh-CN
extending zoom barrel,伸缩式变焦镜筒,zh-CN
parfocal zoom lens,齐焦变焦镜头,zh-CN
zoom creep,变焦镜筒自滑,zh-CN
linear motor autofocus,线性马达自动对焦,zh-CN
voice-coil motor autofocus,音圈马达自动对焦,zh-CN
custom lens button,镜头自定义按钮,zh-CN
lens foot,镜头脚座,zh-CN
lens hood,镜头遮光罩,zh-CN
cylindrical lens hood,圆筒形遮光罩,zh-CN
rear lens cap,镜头后盖,zh-CN
rear gel filter holder,后置明胶滤镜架,zh-CN
lens coating,镜头镀膜,zh-CN
fluorine lens coating,氟镀膜,zh-CN
aspherical lens element,非球面镜片,zh-CN
ground aspherical element,研磨非球面镜片,zh-CN
extra-low dispersion glass,低色散玻璃,zh-CN
ultra-low dispersion glass,超低色散玻璃,zh-CN
high-refractive-index element,高折射率镜片,zh-CN
phase Fresnel element,菲涅尔相位镜片,zh-CN
lens chromatic aberration,镜头色差,zh-CN
lateral chromatic aberration,横向色差,zh-CN
longitudinal chromatic aberration,纵向色差,zh-CN
spherical aberration,球差,zh-CN
astigmatism in a lens,镜头像散,zh-CN
barrel distortion,桶形畸变,zh-CN
pincushion distortion,枕形畸变,zh-CN
perspective distortion,透视变形,zh-CN
lens flare,镜头眩光,zh-CN
ghosting flare,鬼影眩光,zh-CN
lens diffraction,镜头衍射,zh-CN
lens decentering,镜片偏心,zh-CN
lens collar alignment,镜头脚架环对准,zh-CN
photographic lighting,摄影布光,zh-CN
ambient light in photography,摄影环境光,zh-CN
continuous photographic light,摄影常亮灯,zh-CN
photographic flash,摄影闪光灯,zh-CN
studio strobe,影室闪光灯,zh-CN
monolight flash,一体式影室闪光灯,zh-CN
pack-and-head flash system,电箱分体式闪光系统,zh-CN
speedlight flash,热靴闪光灯,zh-CN
twin flash,双头微距闪光灯,zh-CN
on-camera flash,机顶闪光灯,zh-CN
off-camera flash,离机闪光灯,zh-CN
TTL flash control,TTL闪光控制,zh-CN
automatic thyristor flash,自动晶闸管闪光,zh-CN
flash guide number,闪光指数,zh-CN
flash duration,闪光持续时间,zh-CN
t.5 flash duration,t.5闪光持续时间,zh-CN
flash recycle time,闪光回电时间,zh-CN
flash color consistency,闪光色彩一致性,zh-CN
flash value lock,闪光值锁定,zh-CN
flash channel,闪光通道,zh-CN
radio flash trigger,无线电闪光引闪器,zh-CN
flash transmitter,闪光发射器,zh-CN
TTL extension cord,TTL闪光延长线,zh-CN
wireless TTL flash,无线TTL闪光,zh-CN
radio slave mode,无线电从属模式,zh-CN
flash overheat protection,闪光灯过热保护,zh-CN
modeling lamp,造型灯,zh-CN
LED photography panel,摄影LED平板灯,zh-CN
COB LED light,COB LED灯,zh-CN
RGBWW photographic light,RGBWW摄影灯,zh-CN
daylight-balanced photographic light,日光型摄影灯,zh-CN
HMI photographic light,HMI摄影灯,zh-CN
illuminance at one meter,一米照度,zh-CN
color rendering index,显色指数,zh-CN
TM-30 color rendition,TM-30色彩还原指标,zh-CN
full-plus-green gel,全正绿滤色片,zh-CN
neutral-density lighting gel,灯光中性密度片,zh-CN
color-effects gel,彩色效果片,zh-CN
five-in-one reflector,五合一反光板,zh-CN
gold reflector,金色反光板,zh-CN
collapsible reflector,折叠反光板,zh-CN
strip softbox,条形柔光箱,zh-CN
octagonal softbox,八角柔光箱,zh-CN
deep parabolic softbox,深抛物线柔光箱,zh-CN
softbox recessed front,内嵌式柔光箱前沿,zh-CN
shoot-through umbrella,透射伞,zh-CN
reflective umbrella,反射伞,zh-CN
deep reflective umbrella,深型反射伞,zh-CN
beauty dish,雷达罩,zh-CN
white beauty dish,白色雷达罩,zh-CN
beauty-dish grid,雷达罩蜂巢,zh-CN
zoom reflector,变焦反光罩,zh-CN
snoot light modifier,束光筒,zh-CN
conical snoot,锥形束光筒,zh-CN
optical snoot,光学束光筒,zh-CN
fresnel spot attachment,菲涅尔聚光附件,zh-CN
spotlight mount,聚光筒附件,zh-CN
honeycomb grid,蜂巢格栅,zh-CN
reflector grid,反光罩蜂巢,zh-CN
background reflector,背景反光罩,zh-CN
silicone dome diffuser,硅胶穹顶柔光罩,zh-CN
flash diffuser cap,闪光柔光帽,zh-CN
flag for photographic lighting,摄影灯光遮光旗,zh-CN
silk diffusion fabric,柔光绸,zh-CN
black wrap foil,黑包铝箔,zh-CN
negative fill,负补光,zh-CN
feathering a softbox,柔光箱擦边布光,zh-CN
subject-to-background ratio,主体与背景光比,zh-CN
diffuse reflection in lighting,照明漫反射,zh-CN
background gradient lighting,背景渐变布光,zh-CN
stroboscopic flash mode,频闪闪光模式,zh-CN
flash painting,闪光绘光,zh-CN
photographic filter,摄影滤镜,zh-CN
circular polarizing filter,圆形偏振镜,zh-CN
linear polarizing filter,线性偏振镜,zh-CN
variable neutral-density filter,可变中性密度滤镜,zh-CN
graduated neutral-density filter,渐变中性密度滤镜,zh-CN
hard-edge graduated ND filter,硬渐变中性密度滤镜,zh-CN
reverse graduated ND filter,反向渐变中性密度滤镜,zh-CN
10-stop ND filter,减光10档中性密度滤镜,zh-CN
ultraviolet-blocking filter,紫外截止滤镜,zh-CN
clear protection filter,透明保护滤镜,zh-CN
skylight filter,天光镜,zh-CN
cooling filter,冷色滤镜,zh-CN
light-pollution reduction filter,光害抑制滤镜,zh-CN
astrophotography narrowband filter,天文摄影窄带滤镜,zh-CN
diffusion effect filter,柔光效果滤镜,zh-CN
black-mist filter,黑柔焦滤镜,zh-CN
starburst filter,星芒滤镜,zh-CN
split-diopter filter,半片近摄镜,zh-CN
square filter system,方片滤镜系统,zh-CN
drop-in filter system,插入式滤镜系统,zh-CN
filter holder,滤镜支架,zh-CN
step-up ring,滤镜升径环,zh-CN
step-down ring,滤镜降径环,zh-CN
slim filter frame,超薄滤镜框,zh-CN
polarization angle,偏振角度,zh-CN
color cast from an ND filter,中性密度镜偏色,zh-CN
infrared leakage,红外泄漏,zh-CN
photographic tripod,摄影三脚架,zh-CN
travel tripod,旅行三脚架,zh-CN
systematic tripod,模块化系统三脚架,zh-CN
mini tripod,迷你三脚架,zh-CN
carbon-fiber tripod,碳纤维三脚架,zh-CN
wooden camera tripod,木制相机三脚架,zh-CN
tripod center column,三脚架中轴,zh-CN
lateral center column,横置中轴,zh-CN
tripod apex,三脚架连接座,zh-CN
tripod leg lock,三脚架脚管锁扣,zh-CN
flip-lock tripod leg,扳扣锁脚管,zh-CN
tripod rubber foot,三脚架橡胶脚垫,zh-CN
tripod weight hook,三脚架负重挂钩,zh-CN
photographic ball head,摄影球形云台,zh-CN
three-way pan-and-tilt head,三向云台,zh-CN
geared tripod head,齿轮云台,zh-CN
panoramic tripod head,全景云台,zh-CN
gimbal head for photography,摄影悬臂云台,zh-CN
fluid head for still photography,静态摄影用液压云台,zh-CN
leveling base,调平底座,zh-CN
leveling half-ball,调平半球,zh-CN
nodal slide,节点滑轨,zh-CN
four-way macro rail,四向微距滑轨,zh-CN
Arca-compatible quick-release plate,Arca-Swiss 兼容快装板,zh-CN
L-bracket for a camera,相机L形快装板,zh-CN
camera cage,相机兔笼,zh-CN
camera half cage,相机半笼,zh-CN
anti-twist locating pins,防扭定位销,zh-CN
quarter-inch camera screw,1/4英寸相机螺丝,zh-CN
three-eighths-inch mounting thread,3/8英寸安装螺纹,zh-CN
magic arm for a camera,相机用万向魔术臂,zh-CN
beanbag camera support,豆袋相机支撑,zh-CN
window camera mount,车窗相机支架,zh-CN
chest camera harness,胸前相机背带系统,zh-CN
camera shoulder strap,相机肩带,zh-CN
camera wrist strap,相机腕带,zh-CN
camera sling strap,相机斜挎速摄背带,zh-CN
camera backpack,摄影双肩包,zh-CN
camera shoulder bag,摄影单肩包,zh-CN
hard camera case,摄影硬壳箱,zh-CN
lens pouch,镜头筒包,zh-CN
lens rain cover,镜头防雨罩,zh-CN
camera cold-weather cover,相机防寒罩,zh-CN
vacuum leak detector for housing,防水壳真空检漏器,zh-CN
underwater flat port,水下摄影平面端口,zh-CN
camera hand warmer,相机防寒加热套,zh-CN
sensor cleaning swab,传感器清洁棒,zh-CN
camera air blower,相机气吹,zh-CN
lens cleaning tissue,镜头清洁纸,zh-CN
lens cleaning pen,镜头清洁笔,zh-CN
anti-static camera brush,相机防静电刷,zh-CN
reusable silica-gel desiccant,可重复使用硅胶干燥剂,zh-CN
camera memory card,相机存储卡,zh-CN
SD memory card,SD存储卡,zh-CN
SDXC memory card,SDXC存储卡,zh-CN
UHS-I SD card,UHS-I SD卡,zh-CN
UHS-II SD card,UHS-II SD卡,zh-CN
UHS-III SD card,UHS-III SD卡,zh-CN
microSDXC card,microSDXC卡,zh-CN
CFexpress Type A card,CFexpress Type A存储卡,zh-CN
CFexpress Type B card,CFexpress Type B存储卡,zh-CN
CFexpress Type C card,CFexpress Type C存储卡,zh-CN
CFast 2.0 card,CFast 2.0存储卡,zh-CN
dual memory-card slots,双存储卡槽,zh-CN
simultaneous card recording,双卡同时记录,zh-CN
relay card recording,双卡接力记录,zh-CN
memory-card write speed,存储卡写入速度,zh-CN
memory-card read speed,存储卡读取速度,zh-CN
sustained write speed,持续写入速度,zh-CN
V30 memory-card rating,V30存储卡等级,zh-CN
V90 memory-card rating,V90存储卡等级,zh-CN
camera card reader,相机存储卡读卡器,zh-CN
Thunderbolt card reader,Thunderbolt 读卡器,zh-CN
camera internal buffer,相机内部缓存,zh-CN
camera image counter,相机照片计数器,zh-CN
camera folder numbering,相机文件夹编号,zh-CN
camera battery,相机电池,zh-CN
lithium-ion camera battery,相机锂离子电池,zh-CN
camera battery grip,相机电池手柄,zh-CN
dummy camera battery,相机假电池,zh-CN
camera AC adapter,相机交流电源适配器,zh-CN
USB Power Delivery charging,USB PD充电,zh-CN
USB Power Delivery power supply,USB PD持续供电,zh-CN
dual-bay camera battery charger,双槽相机电池充电器,zh-CN
photographic tethering,联机拍摄,zh-CN
tethered capture,联机拍摄采集,zh-CN
tethering cable,联机拍摄线缆,zh-CN
active USB extension cable,有源USB延长线,zh-CN
tethering cable guard,联机线缆保护器,zh-CN
tethering workstation,联机拍摄工作站,zh-CN
digital technician cart,数码师工作车,zh-CN
digital imaging technician for stills,静态摄影数码师,zh-CN
capture folder,拍摄采集文件夹,zh-CN
automatic backup on capture,拍摄时自动备份,zh-CN
shot naming convention,照片命名规范,zh-CN
remote live view,远程实时取景,zh-CN
remote camera control,远程相机控制,zh-CN
camera exposure control from computer,电脑控制相机曝光,zh-CN
wireless tethering,无线联机拍摄,zh-CN
SFTP image transfer,SFTP图片传输,zh-CN
IPTC preset in camera,机内IPTC预设,zh-CN
photographer's monitor,摄影师监视器,zh-CN
color-managed monitor,色彩管理显示器,zh-CN
hardware-calibrated monitor,硬件校准显示器,zh-CN
Adobe RGB monitor,Adobe RGB显示器,zh-CN
P3 display,P3显示器,zh-CN
monitor calibration,显示器校准,zh-CN
monitor colorimeter,显示器色度计,zh-CN
spectrophotometer for profiling,特性化用分光光度计,zh-CN
display white-point target,显示器白点目标值,zh-CN
monitor uniformity compensation,显示器均匀性补偿,zh-CN
soft-proofing display,软打样显示,zh-CN
monitor hood,显示器遮光罩,zh-CN
D50 viewing booth,D50标准看样灯箱,zh-CN
photo editing tablet,照片编辑数位板,zh-CN
color-grading control surface for stills,静态图像调色控制台,zh-CN
camera RAW file,相机RAW文件,zh-CN
raw image data,原始图像数据,zh-CN
lossless compressed RAW,无损压缩RAW,zh-CN
lossy compressed RAW,有损压缩RAW,zh-CN
medium RAW file,中尺寸RAW文件,zh-CN
Digital Negative format,数字负片格式,zh-CN
camera JPEG file,相机JPEG文件,zh-CN
16-bit TIFF file,16位TIFF文件,zh-CN
XMP sidecar file,XMP附属文件,zh-CN
embedded JPEG preview,嵌入式JPEG预览,zh-CN
camera profile,相机配置文件,zh-CN
ICC camera profile,ICC相机配置文件,zh-CN
dual-illuminant camera profile,双光源相机配置文件,zh-CN
camera calibration matrix,相机校准矩阵,zh-CN
raw demosaicing,RAW去马赛克,zh-CN
demosaicing algorithm,去马赛克算法,zh-CN
moiré pattern,摩尔纹,zh-CN
zipper artifact,拉链状伪影,zh-CN
sensor blooming,传感器溢出,zh-CN
raw white balance,RAW白平衡,zh-CN
custom white balance,自定义白平衡,zh-CN
white-balance Kelvin setting,白平衡开尔文设定,zh-CN
white-balance shift,白平衡微调,zh-CN
white-priority white balance,白色优先白平衡,zh-CN
photographic color calibration chart,摄影色彩校准卡,zh-CN
color calibration target,色彩校准标靶,zh-CN
spectral reflectance target,光谱反射率标靶,zh-CN
camera color space,相机色彩空间,zh-CN
sRGB color space,sRGB色彩空间,zh-CN
Adobe RGB color space,Adobe RGB色彩空间,zh-CN
ProPhoto RGB color space,ProPhoto RGB色彩空间,zh-CN
ICC profile,ICC配置文件,zh-CN
embedded color profile,嵌入式色彩配置文件,zh-CN
convert to color profile,转换到色彩配置文件,zh-CN
absolute colorimetric rendering intent,绝对比色渲染意图,zh-CN
black-point compensation,黑点补偿,zh-CN
color-management module,色彩管理模块,zh-CN
scene-referred image processing,场景参照图像处理,zh-CN
display-referred image processing,显示参照图像处理,zh-CN
gamma-encoded processing,伽马编码处理,zh-CN
tone curve,色调曲线,zh-CN
