source,target,tgt_lng
nail bed,甲床,zh-CN
nail root,甲根,zh-CN
nail wall,甲廓,zh-CN
nail matrix,甲母质,zh-CN
subungual wart,甲下疣,zh-CN
tinea unguium,甲癣,zh-CN
onychomycosis,甲真菌病,zh-CN
periungual wart,甲周疣,zh-CN
pseudoepitheliomatous hyperplasia,假上皮瘤样增生,zh-CN
condyloma acuminatum,尖锐湿疣,zh-CN
indirect immunofluorescence,间接免疫荧光,zh-CN
necrobiosis,渐进性坏死,zh-CN
calcitonin gene-related peptide,降钙素基因相关肽,zh-CN
junctional epidermolysis bullosa,交界型大疱性表皮松解症,zh-CN
collagen f ibers,胶原纤维,zh-CN
collagen f ibril,胶原原纤维,zh-CN
keratin,角蛋白,zh-CN
keratin filament,角蛋白纤维,zh-CN
dyskeratosis,角化不良,zh-CN
parakeratosis,角化不全,zh-CN
hyperkeratosis,角化过度,zh-CN
stratum corneum,角质层,zh-CN
keratinocyte,角质形成细胞,zh-CN
horn pearl,角珠,zh-CN
furuncle,疖,zh-CN
furunculosis,疖病,zh-CN
impetigo contagiosa,接触传染性脓疱疮,zh-CN
contact dermatitis,接触性皮炎,zh-CN
incubation herpes,接种性疱疹,zh-CN
segmental hyalinizing vasculitis,节段透明性血管炎,zh-CN
connective tissue disease,结缔组织病,zh-CN
tuberculoid leprosy,结核样型麻风,zh-CN
nodule,结节,zh-CN
nodular melanoma,结节性黑素瘤,zh-CN
erythema nodosum,结节性红斑,zh-CN
xanthoma tuberosum,结节性黄瘤,zh-CN
nodular syphilid,结节性梅毒疹,zh-CN
prurigo nodularis,结节性痒疹,zh-CN
scabies,疥疮,zh-CN
proximal subungual onychomycosis,近端甲下型甲真菌病,zh-CN
maceration,浸渍,zh-CN
transepidermal water loss,经皮水分丢失,zh-CN
miliaria crystallina,晶形粟粒疹,zh-CN
venous malformation,静脉畸形,zh-CN
human immunoglobulin for intravenous injection,静脉注射用人免疫球蛋白,zh-CN
limited systemic scleroderma,局限性系统性硬皮病,zh-CN
localized scleroderma,局限性硬皮病,zh-CN
polymerase chain reaction,聚合酶链式反应,zh-CN
acne conglobata,聚合性痤疮,zh-CN
Kaposi sarcoma,卡波西肉瘤,zh-CN
Bacillus Calmette-Guérin vaccine,卡介苗,zh-CN
antihistamines,抗组胺药,zh-CN
stratum granulosum,颗粒层,zh-CN
hypergranulosis,颗粒层增厚,zh-CN
clotrimazole,克霉唑,zh-CN
oral candidiasis,口腔念珠菌病,zh-CN
rapid plasma reagin test,快速血浆反应素环状卡片试验,zh-CN
ulcer,溃疡,zh-CN
pull test,拉发试验,zh-CN
LE panniculitis,狼疮性脂膜炎,zh-CN
Langerhans cell,朗格汉斯细胞,zh-CN
pruritus senilis,老年瘙痒症,zh-CN
tripterygium glycosides,雷公藤多苷,zh-CN
ranitidine,雷尼替丁,zh-CN
Raynaud phenomenon,雷诺现象,zh-CN
cryotherapy,冷冻疗法,zh-CN
bifonazole,联苯苄唑,zh-CN
amphotericin B,两性霉素 B,zh-CN
f issure,裂隙,zh-CN
lymphatic malformation,淋巴管畸形,zh-CN
scale,鳞屑,zh-CN
squamous cell carcinoma,鳞状细胞癌,zh-CN
foscarnet,膦甲酸,zh-CN
azathioprine,硫唑嘌呤,zh-CN
lepromatous leprosy,瘤型麻风,zh-CN
infundibulum,漏斗部,zh-CN
pemphigus foliaceus,落叶型天疱疮,zh-CN
pemphigus foliaceus antigen,落叶型天疱疮抗原,zh-CN
chlorphenamine,氯苯那敏,zh-CN
leprosy,麻风,zh-CN
lepra reaction,麻风反应,zh-CN
morbilliform drug eruption or scarlatiniform drug eruption,麻疹型或猩红热型药疹,zh-CN
Malassezia folliculitis,马拉色菌毛囊炎,zh-CN
mycophenolate mofetil,吗替麦考酚酯,zh-CN
vascular malformation,脉管畸形,zh-CN
mite dermatitis,螨虫皮炎,zh-CN
lichen simplex chronicus,慢性单纯性苔藓,zh-CN
chronic cutaneous lupus erythematosus,慢性皮肤型红斑狼疮,zh-CN
caterpillar dermatitis,毛虫皮炎,zh-CN
hair,毛发,zh-CN
keratosis pilaris,毛发角化病,zh-CN
lichen pilaris,毛发苔藓,zh-CN
hair grafting,毛发移植术,zh-CN
hair shaft,毛干,zh-CN
hair root,毛根,zh-CN
hair follicles,毛囊,zh-CN
follicular unit transplantation,毛囊单位移植术,zh-CN
follicular unit extraction,毛囊单位钻取术,zh-CN
folliculitis,毛囊炎,zh-CN
hair bulb,毛球,zh-CN
hair papilla,毛乳头,zh-CN
capillary malformation,毛细血管畸形,zh-CN
telangiectasis,毛细血管扩张,zh-CN
perifollicular keratosis,毛周角化病,zh-CN
anchoring filament,锚丝,zh-CN
anchoring f ibril,锚原纤维,zh-CN
rosacea,玫瑰痤疮,zh-CN
pityriasis rosea,玫瑰糠疹,zh-CN
syphilis,梅毒,zh-CN
treponema pallidum particle agglutination test,梅毒螺旋体颗粒凝集试验,zh-CN
treponema pallidum hemagglutination assay,梅毒螺旋体血凝试验,zh-CN
syphilitic rhinitis,梅毒性鼻炎,zh-CN
syphilitic gumma,梅毒性树胶肿,zh-CN
syphilitic alopecia,梅毒性秃发,zh-CN
Merkel cell,梅克尔细胞,zh-CN
Merkel cell-neurite complex,梅克尔细胞-轴突复合体,zh-CN
enzyme linked immunosorbent assay,酶联免疫吸附测定,zh-CN
mycophenolic acid,霉酚酸,zh-CN
cosmetic dermatology,美容皮肤科学,zh-CN
heleidae bite,蠓叮咬,zh-CN
miconazole,咪康唑,zh-CN
diffuse systemic scleroderma,弥漫性系统性硬皮病,zh-CN
diffuse palmoplantar keratoderma,弥漫性掌跖角化病,zh-CN
erosion,糜烂,zh-CN
immunologically competent cell,免疫潜能细胞,zh-CN
sensitive skin,敏感性皮肤,zh-CN
cyst,囊肿,zh-CN
cerebrospinal f luid,脑脊液,zh-CN
inner root sheath,内毛根鞘,zh-CN
mucinous degeneration,黏液变性,zh-CN
candidiasis,念珠菌病,zh-CN
candidal balanoposthitis,念珠菌性包皮龟头炎,zh-CN
candidal paronychia and onychomycosis,念珠菌性甲沟炎及甲真菌病,zh-CN
candidal onychomycosis,念珠菌性甲真菌病,zh-CN
candidal intertrigo,念珠菌性间擦疹,zh-CN
gel,凝胶,zh-CN
pustule,脓疱,zh-CN
impetigo,脓疱疮,zh-CN
psoriasis pustulosa,脓疱型银屑病,zh-CN
miliaria pustulosa,脓疱性粟粒疹,zh-CN
kerion,脓癣,zh-CN
discoid lupus erythematosus,盘状红斑狼疮,zh-CN
herpetic whitlow,疱疹性瘭疽,zh-CN
eczema herpeticum,疱疹性湿疹,zh-CN
herpetic gingivostomatitis,疱疹性龈口炎,zh-CN
spray,喷雾剂,zh-CN
skin,皮肤,zh-CN
cutaneous appendages,皮肤附属器,zh-CN
diseases of skin appendages,皮肤附属器疾病,zh-CN
calcinosis,皮肤钙沉着,zh-CN
skin phototype,皮肤光型,zh-CN
tuberculosis cutis,皮肤结核病,zh-CN
dermoscopy,皮肤镜,zh-CN
skin immune system,皮肤免疫系统,zh-CN
dermabrasion,皮肤磨削术,zh-CN
dermatofibroma,皮肤纤维瘤,zh-CN
cutaneous small vessel vasculitis,皮肤小血管炎,zh-CN
cutaneous lupus erythematosus,皮肤型红斑狼疮,zh-CN
dermatophyte,皮肤癣菌,zh-CN
dermatophytosis,皮肤癣菌病,zh-CN
cutaneous vasculitis,皮肤血管炎,zh-CN
skin transplantation,皮肤移植术,zh-CN
poikiloderma,皮肤异色病,zh-CN
dermatopathology,皮肤组织病理学,zh-CN
skin grooves,皮沟,zh-CN
dermatomyositis,皮肌炎,zh-CN
skin ridges,皮嵴,zh-CN
cutaneous horn,皮角,zh-CN
intracutaneous test,皮内试验,zh-CN
subcutaneous tissue,皮下组织,zh-CN
sebaceous glands,皮脂腺,zh-CN
sebaceous nevus,皮脂腺痣,zh-CN
tick bite,蜱叮咬,zh-CN
borderline tuberculoid leprosy,偏结核样型界线类麻风,zh-CN
borderline lepromatous leprosy,偏瘤型界线类麻风,zh-CN
callus,胼胝,zh-CN
staphylococcal scalded skin syndrome,葡萄球菌烫伤样皮肤综合征,zh-CN
ordinary drug eruptions,普通药疹,zh-CN
alopecia universalis,普秃,zh-CN
ballooning degeneration,气球样变性,zh-CN
aerosol,气雾剂,zh-CN
prezone phenomenon,前带现象,zh-CN
latent syphilis,潜伏梅毒,zh-CN
superf icial white onychomycosis,浅表白斑型甲真菌病,zh-CN
superf icial spreading melanoma,浅表扩散性黑素瘤,zh-CN
intensive pulsed light,强脉冲光,zh-CN
hydroxychloroquine,羟氯喹,zh-CN
desmosome,桥粒,zh-CN
desmosomal plaque,桥粒斑,zh-CN
desmoplakin,桥粒斑蛋白,zh-CN
desmocollin,桥粒胶蛋白,zh-CN
desmoglein,桥粒黏蛋白,zh-CN
desmosomal core,桥粒芯,zh-CN
rodent ulcer,侵蚀性溃疡,zh-CN
livedoid vasculopathy,青斑性血管病,zh-CN
livedoid vasculitis,青斑性血管炎,zh-CN
papulopustule,丘脓疱疹,zh-CN
papulovesicle,丘疱疹,zh-CN
papule,丘疹,zh-CN
papular urticaria,丘疹性荨麻疹,zh-CN
chemokine,趋化因子,zh-CN
all-transretinoic acid,全反式维 A 酸,zh-CN
genome-wide association study,全基因组关联分析,zh-CN
total dystrophic onychomycosis,全甲毁损型甲真菌病,zh-CN
alopecia,全秃,zh-CN
freckle,雀斑,zh-CN
human immunodeficiency virus,人类免疫缺陷病毒,zh-CN
human papilloma virus,人乳头瘤病毒,zh-CN
pruritus gestationis,妊娠瘙痒症,zh-CN
sun-reactive skin typing,日光反应性皮肤分型,zh-CN
solar dermatitis,日光性皮炎,zh-CN
sunburn,日晒伤,zh-CN
solution,溶液,zh-CN
botulinum toxin,肉毒毒素,zh-CN
granuloma,肉芽肿,zh-CN
mammary Paget disease,乳房 Paget 病,zh-CN
extramammary Paget disease,乳房外 Paget 病,zh-CN
emulsion,乳剂,zh-CN
papillary layer,乳头层,zh-CN
papillomatosis,乳头瘤样增生,zh-CN
ointment,软膏,zh-CN
molluscum body,软疣小体,zh-CN
cyproheptadine,赛庚啶,zh-CN
tertiary syphilis,三期梅毒,zh-CN
mulberry molars,桑葚齿,zh-CN
pruritus,瘙痒症,zh-CN
incontinence of pigment,色素失禁,zh-CN
paucibacillary,少菌型,zh-CN
radio frequency,射频,zh-CN
miliaria profunda,深部粟粒疹,zh-CN
ecthyma,深脓疱疮,zh-CN
lupus erythematosus profundus,深在性红斑狼疮,zh-CN
neurosyphilis,神经梅毒,zh-CN
neurodermatitis,神经性皮炎,zh-CN
anagen,生长期,zh-CN
growth factor,生长因子,zh-CN
urogenital chlamydia infection,生殖道衣原体感染,zh-CN
genital herpes,生殖器疱疹,zh-CN
genital wart,生殖器疣,zh-CN
pediculosis,虱病,zh-CN
eczema,湿疹,zh-CN
esophageal dysmotility,食管功能异常,zh-CN
basophilic degeneration,嗜碱性变性,zh-CN
neutrophilic dermatoses,嗜中性皮肤病,zh-CN
tinea manum,手癣,zh-CN
hand-foot-mouth disease,手足口病,zh-CN
light amplification by stimulated emission of radiation,受激辐射放大光,zh-CN
varicella,水痘,zh-CN
varicellazoster virus,水痘-带状疱疹病毒,zh-CN
hydrotherapy,水疗法,zh-CN
vesicle,水疱,zh-CN
f ilaggrin,丝聚合蛋白,zh-CN
prof ilaggrin,丝聚合蛋白原,zh-CN
f iliform wart,丝状疣,zh-CN
milium,粟丘疹,zh-CN
tazarotene,他扎罗汀,zh-CN
lanugo,胎毛,zh-CN
lichenif ication,苔藓样变,zh-CN
lichen amyloidosis,苔藓状淀粉样变,zh-CN
nevus of Ota,太田痣,zh-CN
elastic f ibers,弹力纤维,zh-CN
degeneration of elastic f ibers,弹力纤维变性,zh-CN
elastin,弹性蛋白,zh-CN
glucocorticoid,糖皮质激素,zh-CN
terbinaf ine,特比萘芬,zh-CN
atopic dermatitis,特应性皮炎,zh-CN
pediculosis corporis,体虱病,zh-CN
tinea corporis,体癣,zh-CN
pemphigus,天疱疮,zh-CN
pemphigus antigen,天疱疮抗原,zh-CN
soft tissue augmentation,填充美容,zh-CN
f lea sting,跳蚤叮咬,zh-CN
target lesion,同心圆状靶形皮损,zh-CN
isomorphism,同形反应,zh-CN
ketotifen,酮替芬,zh-CN
pediculosis capitis,头虱病,zh-CN
tinea capitis,头癣,zh-CN
lamina lucida,透明板,zh-CN
stratum lucidum,透明层,zh-CN
keratohyalin granule,透明角质颗粒,zh-CN
folliculitis decalvans,秃发性毛囊炎,zh-CN
f ilm,涂膜剂,zh-CN
catagen,退行期,zh-CN
outer root sheath,外毛根鞘,zh-CN
eccrine sweat gland,外泌汗腺,zh-CN
vulvovaginal candidiasis,外阴阴道念珠菌病,zh-CN
late congenital syphilis,晚期先天性梅毒,zh-CN
reticular lamina,网板,zh-CN
reticular degeneration,网状变性,zh-CN
reticular layer,网状层,zh-CN
reticular f ibers,网状纤维,zh-CN
reticular f ibril,网状原纤维,zh-CN
microwave therapy,微波疗法,zh-CN
microf ibril,微原纤维,zh-CN
microarray,微阵列,zh-CN
retinoids,维 A 酸类药物,zh-CN
viaminate,维胺酯,zh-CN
vitamin A,维生素 A,zh-CN
vitamin C,维生素 C,zh-CN
vitamin E,维生素 E,zh-CN
atrophy,萎缩,zh-CN
mosquito sting,蚊虫叮咬,zh-CN
hairless thick skin,无毛的厚皮肤,zh-CN
cimetidine,西咪替丁,zh-CN
lotion,洗剂,zh-CN
systemic lupus erythematosus,系统性红斑狼疮,zh-CN
systemic sclerosis,系统性硬化症,zh-CN
systemic scleroderma,系统性硬皮病,zh-CN
cytotoxic T lymphocyte,细胞毒性 T 淋巴细胞,zh-CN
intercellular edema,细胞间水肿,zh-CN
intracellular edema,细胞内水肿,zh-CN
isthmus,峡部,zh-CN
dermatitis aestivale,夏季皮炎,zh-CN
pruritus aestivalis,夏季瘙痒症,zh-CN
congenital bullous ichthyosiform erythroderma,先天性大疱性鱼鳞病样红皮病,zh-CN
congenital non-bullous ichthyosiform erythroderma,先天性非大疱性鱼鳞病样红皮病,zh-CN
f ibrinoid degeneration,纤维蛋白样变性,zh-CN
linear morphea,线状硬斑病,zh-CN
mosaic wart,镶嵌疣,zh-CN
prurigo infantilis,小儿痒疹,zh-CN
cardiovascular syphilis,心血管梅毒,zh-CN
neonatal herpes simplex,新生儿单纯疱疹,zh-CN
neonatal lupus erythematosus,新生儿红斑狼疮,zh-CN
impetigo neonatorum,新生儿脓疱疮,zh-CN
venereal disease research laboratory test,性病研究实验室试验,zh-CN
sexually transmitted disease,性传播疾病,zh-CN
sex-linked inheritance,性连锁遗传,zh-CN
thymosin,胸腺素,zh-CN
androgenetic alopecia,雄激素性秃发,zh-CN
telogen,休止期,zh-CN
sycosis,须疮,zh-CN
tinea,癣,zh-CN
hemangioma,血管瘤,zh-CN
vascular dermatoses,血管性皮肤病,zh-CN
angioedema,血管性水肿,zh-CN
serofast reaction,血清固定反应,zh-CN
lupus vulgaris,寻常狼疮,zh-CN
impetigo vulgaris,寻常型脓疱疮,zh-CN
pemphigus vulgaris,寻常型天疱疮,zh-CN
pemphigus vulgaris antigen,寻常型天疱疮抗原,zh-CN
psoriasis vulgaris,寻常型银屑病,zh-CN
ichthyosis vulgaris,寻常型鱼鳞病,zh-CN
verruca vulgaris,寻常疣,zh-CN
urticaria,荨麻疹,zh-CN
urticarial drug eruption,荨麻疹型药疹,zh-CN
mycosis fungoides,蕈样肉芽肿,zh-CN
subacute cutaneous lupus erythematosus,亚急性皮肤型红斑狼疮,zh-CN
nicotinic acid,烟酸,zh-CN
nicotinamide,烟酰胺,zh-CN
herpes zoster ophthalmicus,眼带状疱疹,zh-CN
ocular syphilis,眼梅毒,zh-CN
nevus fuscoceruleus ophthalmo-maxillaris,眼上腭部褐青色痣,zh-CN
prurigo,痒疹,zh-CN
drug hypersensitivity syndrome,药物超敏反应综合征,zh-CN
drug-induced acne,药物性痤疮,zh-CN
dermatitis medicamentosa,药物性皮炎,zh-CN
drug eruption,药疹,zh-CN
primary syphilis,一期梅毒,zh-CN
itraconazole,伊曲康唑,zh-CN
ivermectin,伊维菌素,zh-CN
clearview chlamydia,衣原体抗原检测法,zh-CN
genodermatosis,遗传性皮肤病,zh-CN
hereditary palmoplantar keratoderma,遗传性掌跖角化病,zh-CN
promethazine,异丙嗪,zh-CN
isotretinoin,异维 A 酸,zh-CN
econazole,益康唑,zh-CN
pediculosis pubis,阴虱病,zh-CN
psoriasis,银屑病,zh-CN
paederus dermatitis,隐翅虫皮炎,zh-CN
infantile hemangioma,婴儿血管瘤,zh-CN
fluorescent treponemal antibody-absorption test,荧光螺旋体抗体吸收试验,zh-CN
dystrophic epidermolysis bullosa,营养不良型大疱性表皮松解症,zh-CN
morphea,硬斑病,zh-CN
plaster,硬膏,zh-CN
scleroderma,硬皮病,zh-CN
chancre,硬下疳,zh-CN
carbuncle,痈,zh-CN
oily skin,油性皮肤,zh-CN
verruca,疣,zh-CN
wart,疣,zh-CN
verrucous lupus erythematosus,疣状红斑狼疮,zh-CN
tuberculosis verrucosa cutis,疣状皮肤结核,zh-CN
verrucous hyperplasia,疣状增生,zh-CN
hairy thin skin,有毛的薄皮肤,zh-CN
stasis dermatitis,淤积性皮炎,zh-CN
ecchymosis,瘀斑,zh-CN
petechia,瘀点,zh-CN
ichthyosis,鱼鳞病,zh-CN
primary cutaneous amyloidosis,原发性皮肤淀粉样变,zh-CN
primary lesion,原发性皮损,zh-CN
distal and lateral subungual onychomycosis,远端侧位甲下型甲真菌病,zh-CN
laurocapram,月桂氮䓬酮,zh-CN
early congenital syphilis,早期先天性梅毒,zh-CN
pemphigus vegetans,增殖型天疱疮,zh-CN
narrow-band UVB,窄谱 UVB,zh-CN
fungus,真菌,zh-CN
mycosis,真菌病,zh-CN
dermis,真皮,zh-CN
integrin,整合素,zh-CN
acral lentiginous melanoma,肢端雀斑痣样黑素瘤,zh-CN
panniculitis,脂膜炎,zh-CN
seborrheic keratosis,脂溢性角化病,zh-CN
seborrheic dermatitis,脂溢性皮炎,zh-CN
direct immunofluorescence,直接免疫荧光,zh-CN
occupational skin diseases,职业性皮肤病,zh-CN
verruca plantaris,跖疣,zh-CN
sclerodactyly,指端硬化,zh-CN
digitate wart,指状疣,zh-CN
nystatin,制霉菌素,zh-CN
lamina densa,致密层,zh-CN
nevocytic nevus,痣细胞痣,zh-CN
midborderline leprosy,中间界线类麻风,zh-CN
normal skin,中性皮肤,zh-CN
tumor necrosis factor,肿瘤坏死因子,zh-CN
lupus erythematosus tumid,肿胀性红斑狼疮,zh-CN
