source,target,tgt_lng
focus motor noise,跟焦马达噪声,zh-CN
fan noise,风扇噪声,zh-CN
ballast noise,灯具镇流器噪声,zh-CN
dimmer buzz,调光器嗡声,zh-CN
ground hum,接地嗡声,zh-CN
mains hum,市电工频嗡声,zh-CN
handling noise,操作噪声,zh-CN
cable noise,线缆摩擦噪声,zh-CN
mechanical noise,机械噪声,zh-CN
RF noise,射频噪声,zh-CN
digital hash,数字电路杂散噪声,zh-CN
camera fan,摄影机风扇,zh-CN
silence the prop,让道具静音处理,zh-CN
quiet shoes,静音鞋底处理,zh-CN
process trailer,拖车拍摄平台,zh-CN
picture car,戏用车辆,zh-CN
insert car,摄影车,zh-CN
follow vehicle,跟拍车辆,zh-CN
plant microphone,隐藏式固定麦克风,zh-CN
plant mic,隐藏式固定话筒,zh-CN
car plant,车内隐藏话筒,zh-CN
set mic,布置在场景中的固定话筒,zh-CN
boundary microphone,界面话筒,zh-CN
PZM microphone,压力区话筒,zh-CN
contact microphone,接触式话筒,zh-CN
hydrophone,水下话筒,zh-CN
parabolic microphone,抛物面话筒,zh-CN
boom microphone,吊杆话筒,zh-CN
shotgun microphone,枪式话筒,zh-CN
short shotgun,短枪式话筒,zh-CN
long shotgun,长枪式话筒,zh-CN
interference-tube microphone,干涉管话筒,zh-CN
lavalier microphone,领夹麦克风,zh-CN
lav mic,领夹式话筒,zh-CN
lapel microphone,领夹式话筒,zh-CN
clip-on microphone,夹式话筒,zh-CN
miniature microphone,微型话筒,zh-CN
subminiature microphone,超微型话筒,zh-CN
headset microphone,头戴式话筒,zh-CN
earset microphone,耳挂式话筒,zh-CN
handheld microphone,手持话筒,zh-CN
gooseneck microphone,鹅颈式话筒,zh-CN
stereo microphone,立体声话筒,zh-CN
mid-side microphone,M/S制式话筒,zh-CN
XY microphone,XY制式话筒,zh-CN
ORTF microphone,ORTF制式话筒,zh-CN
ambisonic microphone,Ambisonics全景声话筒,zh-CN
microphone capsule,话筒音头,zh-CN
interchangeable capsule,可更换音头,zh-CN
condenser microphone,电容话筒,zh-CN
electret condenser microphone,驻极体电容话筒,zh-CN
pre-polarized condenser,预极化电容话筒,zh-CN
externally polarized condenser,外极化电容话筒,zh-CN
dynamic microphone,动圈话筒,zh-CN
ribbon microphone,铝带式话筒,zh-CN
pressure microphone,压强式话筒,zh-CN
pressure-gradient microphone,压差式话筒,zh-CN
RF condenser microphone,射频电容话筒,zh-CN
polar pattern,指向特性,zh-CN
pickup pattern,拾音指向特性,zh-CN
omnidirectional,全指向,zh-CN
cardioid,心形指向,zh-CN
supercardioid,超心形指向,zh-CN
hypercardioid,强心形指向,zh-CN
figure-eight pattern,8 字形指向特性,zh-CN
lobar pattern,枪式叶瓣指向特性,zh-CN
off-axis coloration,离轴染色,zh-CN
rear lobe,后瓣,zh-CN
side rejection,侧向抑制,zh-CN
rear rejection,后向抑制,zh-CN
acceptance angle,有效拾音角,zh-CN
directivity,指向性,zh-CN
directivity index,指向性指数,zh-CN
proximity effect,近讲效应,zh-CN
frequency response,频率响应,zh-CN
flat response,平直响应,zh-CN
presence boost,临场感频段提升,zh-CN
low-frequency roll-off,低频滚降,zh-CN
bass roll-off,低频衰减,zh-CN
high-pass filter,高通滤波器,zh-CN
low-cut filter,低切滤波器,zh-CN
notch filter,陷波滤波器,zh-CN
microphone sensitivity,话筒灵敏度,zh-CN
self-noise,话筒自身噪声,zh-CN
equivalent noise level,等效噪声级,zh-CN
maximum SPL,最大声压级,zh-CN
sound pressure level,声压级,zh-CN
transducer,换能器,zh-CN
impedance,阻抗,zh-CN
output impedance,输出阻抗,zh-CN
balanced output,平衡输出,zh-CN
unbalanced output,非平衡输出,zh-CN
phantom power,幻象供电,zh-CN
48 V phantom power,48伏幻象供电,zh-CN
P48 phantom power,P48幻象供电,zh-CN
plug-in power,插入式供电,zh-CN
bias voltage,偏置电压,zh-CN
microphone preamplifier,话筒前置放大器,zh-CN
mic preamp,话放,zh-CN
fishpole,话筒吊杆,zh-CN
internally cabled boom pole,内走线吊杆,zh-CN
externally cabled boom pole,外走线吊杆,zh-CN
coiled cable,螺旋线,zh-CN
boom swing,转动吊杆跟随对白,zh-CN
boom cue,吊杆换位提示,zh-CN
boom shadow,吊杆影子,zh-CN
boom in frame,吊杆穿帮入画,zh-CN
boom reach,吊杆可达范围,zh-CN
overhead booming,上方挑杆,zh-CN
underhand booming,下方挑杆,zh-CN
side booming,侧向挑杆,zh-CN
boom hand-off,吊杆话筒交接,zh-CN
cueing the boom,按台词走向调整吊杆指向,zh-CN
microphone placement,话筒摆位,zh-CN
close miking,近距离拾音,zh-CN
distant miking,远距离拾音,zh-CN
working distance,工作距离,zh-CN
critical distance,临界距离,zh-CN
mouth-to-mic distance,嘴到话筒的距离,zh-CN
headroom above frame,画框上方余量,zh-CN
frame line,画面边界,zh-CN
wide shot,全景镜头,zh-CN
tight shot,紧景别镜头,zh-CN
camera axis,摄影机轴线,zh-CN
shock mount,防震架,zh-CN
suspension mount,悬挂式防震架,zh-CN
lyre suspension,弓形悬挂防震架,zh-CN
microphone clip,话筒夹,zh-CN
boom cradle,吊杆托架,zh-CN
boom holder,吊杆支架,zh-CN
boom stand,吊杆支架,zh-CN
grip head,万向夹头,zh-CN
magic arm,魔术臂,zh-CN
lav concealer,领夹话筒隐藏座,zh-CN
lav mount,领夹话筒固定座,zh-CN
vampire clip,吸血鬼夹,zh-CN
tie clip,领带夹,zh-CN
alligator clip,鳄鱼夹,zh-CN
magnetic mount,磁吸固定座,zh-CN
sticky mount,粘贴式固定座,zh-CN
topstick,双面服装胶条,zh-CN
moleskin,鼹鼠皮胶布,zh-CN
Rycote Undercovers,Rycote Undercovers 领夹麦克风隐藏贴,zh-CN
Rycote Overcovers,Rycote Overcovers 领夹麦克风防风毛贴,zh-CN
medical tape,医用胶带,zh-CN
transpore tape,透气胶带,zh-CN
fashion tape,服装双面胶,zh-CN
strain relief,应力释放固定,zh-CN
cable loop,线缆缓冲环,zh-CN
broadcast loop,领夹线广播环,zh-CN
mic cable dressing,话筒线整理隐藏,zh-CN
lav rustle,领夹话筒摩擦声,zh-CN
clothing rustle,衣物摩擦声,zh-CN
chest resonance,胸腔共鸣染色,zh-CN
hair mic,藏在头发中的话筒,zh-CN
wig mic,假发内隐藏话筒,zh-CN
hat mic,帽内隐藏话筒,zh-CN
button mic,纽扣式隐藏话筒,zh-CN
wind protection,防风系统,zh-CN
foam windscreen,海绵防风罩,zh-CN
slip-on windscreen,套筒式防风罩,zh-CN
basket windshield,笼式防风罩,zh-CN
zeppelin windshield,飞艇式防风罩,zh-CN
microphone blimp,笼式防风罩,zh-CN
microphone windjammer,毛绒防风罩,zh-CN
fur cover,毛绒防风罩,zh-CN
rain cover,防雨罩,zh-CN
rain noise,雨滴打击噪声,zh-CN
wind rumble,风致低频轰声,zh-CN
wind noise,风噪声,zh-CN
microdot connector,MicroDot微型连接器,zh-CN
TA5F connector,TA5F五针迷你XLR母头,zh-CN
TA3F connector,TA3F三针迷你XLR母头,zh-CN
LEMO connector,LEMO连接器,zh-CN
locking 3.5 mm connector,锁紧式3.5毫米连接器,zh-CN
XLR connector,XLR连接器,zh-CN
mini XLR,迷你XLR连接器,zh-CN
right-angle connector,直角连接器,zh-CN
bodypack transmitter,腰包式发射机,zh-CN
beltpack transmitter,腰包式发射机,zh-CN
plug-on transmitter,插头式发射机,zh-CN
wireless transmitter,无线发射机,zh-CN
wireless receiver,无线接收机,zh-CN
camera-mount receiver,机顶无线接收机,zh-CN
dual-channel receiver,双通道接收机,zh-CN
slot receiver,槽式接收机,zh-CN
superslot receiver,SuperSlot槽式接收机,zh-CN
wireless microphone system,无线话筒系统,zh-CN
digital wireless,数字无线系统,zh-CN
analog wireless,模拟无线系统,zh-CN
digital hybrid wireless,数字混合无线系统,zh-CN
wireless link,无线链路,zh-CN
RF link,射频链路,zh-CN
radio frequency (RF),射频,zh-CN
radio frequency,射频,zh-CN
ultra high frequency (UHF),超高频,zh-CN
very high frequency (VHF),甚高频,zh-CN
frequency band,频段,zh-CN
tuning range,调谐范围,zh-CN
carrier frequency,载波频率,zh-CN
center frequency,中心频率,zh-CN
channel spacing,信道间隔,zh-CN
frequency block,频率块,zh-CN
frequency bank,预协调频率组,zh-CN
frequency group,频率组,zh-CN
frequency preset,预设频率,zh-CN
frequency coordination,频率协调,zh-CN
frequency coordinator,频率协调员,zh-CN
RF coordination,射频协调,zh-CN
coordinated frequency,协调后的兼容频率,zh-CN
compatible frequency,兼容频率,zh-CN
clean frequency,干净频率,zh-CN
occupied frequency,已占用频率,zh-CN
backup frequency,备用频率,zh-CN
frequency scan,频率扫描,zh-CN
RF scan,射频扫描,zh-CN
spectrum scan,频谱扫描,zh-CN
spectrum analyzer,频谱分析仪,zh-CN
RF Explorer,RF Explorer便携频谱分析仪,zh-CN
RF spectrum,射频频谱,zh-CN
spectrum allocation,频谱分配,zh-CN
licensed spectrum,许可频谱,zh-CN
unlicensed spectrum,免许可频谱,zh-CN
wireless microphone TV channel,无线话筒电视频段,zh-CN
guard band,保护频带,zh-CN
duplex gap,双工间隔频段,zh-CN
RF interference,射频干扰,zh-CN
radio-frequency interference,射频干扰,zh-CN
electromagnetic interference,电磁干扰,zh-CN
intermodulation,互调,zh-CN
intermodulation distortion,互调失真,zh-CN
intermodulation product,互调产物,zh-CN
third-order intermodulation,三阶互调,zh-CN
harmonic interference,谐波干扰,zh-CN
adjacent-channel interference,邻道干扰,zh-CN
co-channel interference,同频干扰,zh-CN
broadband interference,宽带干扰,zh-CN
narrowband interference,窄带干扰,zh-CN
RF congestion,射频拥堵,zh-CN
RF hit,射频瞬间干扰,zh-CN
RF dropout,射频中断,zh-CN
audio dropout,音频中断,zh-CN
signal dropout,信号中断,zh-CN
multipath interference,多径干扰,zh-CN
desense,接收机去敏,zh-CN
receiver desensitization,接收机灵敏度下降,zh-CN
front-end overload,接收机前端过载,zh-CN
blocking interference,阻塞干扰,zh-CN
noise floor,噪声底,zh-CN
RF noise floor,射频噪声底,zh-CN
signal strength,信号强度,zh-CN
RF level,射频电平,zh-CN
received signal strength indicator (RSSI),接收信号强度指示,zh-CN
signal-to-noise ratio,信噪比,zh-CN
whip antenna,鞭状天线,zh-CN
dipole antenna,偶极天线,zh-CN
shark fin antenna,鲨鱼鳍式定向天线,zh-CN
log-periodic antenna,对数周期天线,zh-CN
helical antenna,螺旋天线,zh-CN
omnidirectional antenna,全向天线,zh-CN
directional antenna,定向天线,zh-CN
remote antenna,远置天线,zh-CN
antenna polarization,天线极化,zh-CN
antenna orientation,天线朝向,zh-CN
antenna gain,天线增益,zh-CN
antenna placement,天线布置,zh-CN
antenna distribution,天线分配,zh-CN
antenna distribution system,天线分配系统,zh-CN
antenna splitter,天线分配器,zh-CN
antenna combiner,天线合并器,zh-CN
active antenna,有源天线,zh-CN
passive antenna,无源天线,zh-CN
antenna amplifier,天线放大器,zh-CN
in-line RF amplifier,串联式射频放大器,zh-CN
RF attenuator,射频衰减器,zh-CN
RF filter,射频滤波器,zh-CN
band-pass filter,带通滤波器,zh-CN
coaxial cable,同轴电缆,zh-CN
coax loss,同轴电缆损耗,zh-CN
50-ohm cable,50欧姆同轴电缆,zh-CN
BNC connector,BNC连接器,zh-CN
SMA connector,SMA连接器,zh-CN
diversity reception,分集接收,zh-CN
antenna diversity,天线分集,zh-CN
true diversity,真分集接收,zh-CN
switching diversity,切换分集接收,zh-CN
space diversity,空间分集,zh-CN
frequency diversity,频率分集,zh-CN
ratio diversity,比例分集,zh-CN
receiver front end,接收机射频前端,zh-CN
noise squelch,噪声静噪,zh-CN
tone squelch,导频静噪,zh-CN
pilot tone,导频音,zh-CN
pilot tone squelch,导频音静噪,zh-CN
compander,压扩器,zh-CN
companding,压扩处理,zh-CN
transmitter gain,发射机输入增益,zh-CN
transmitter sensitivity,发射机输入灵敏度,zh-CN
receiver output level,接收机输出电平,zh-CN
RF power,射频发射功率,zh-CN
low power mode,低功率模式,zh-CN
high power mode,高功率模式,zh-CN
frequency hopping,跳频,zh-CN
adaptive frequency hopping,自适应跳频,zh-CN
spread spectrum,扩频,zh-CN
2.4 GHz wireless,2.4 GHz无线系统,zh-CN
DECT band,DECT频段,zh-CN
infrared sync,红外同步,zh-CN
recording transmitter,内录式发射机,zh-CN
timecode-enabled transmitter,支持时间码的发射机,zh-CN
remote control,远程控制,zh-CN
battery telemetry,电池遥测,zh-CN
RF telemetry,射频状态遥测,zh-CN
audio telemetry,音频状态遥测,zh-CN
frequency diversity mode,频率分集模式,zh-CN
talkback transmitter,对讲发射机,zh-CN
return channel,返传通道,zh-CN
bag receiver,录音包用接收机,zh-CN
receiver rack,接收机机架,zh-CN
RF distro,射频天线分配器,zh-CN
gain structure,增益结构,zh-CN
gain staging,增益结构管理,zh-CN
input gain,输入增益,zh-CN
channel fader,通道推子,zh-CN
master fader,主推子,zh-CN
fader unity,推子0 dB位置,zh-CN
unity gain,单位增益,zh-CN
pre-fader,推子前,zh-CN
post-fader,推子后,zh-CN
pre-fade listen,推子前监听,zh-CN
channel mute,通道静音,zh-CN
input channel,输入通道,zh-CN
channel strip,通道条,zh-CN
channel routing,通道路由,zh-CN
input routing,输入路由,zh-CN
output routing,输出路由,zh-CN
mix bus,混音总线,zh-CN
master bus,主总线,zh-CN
aux bus,辅助总线,zh-CN
submix,子混音,zh-CN
mix track,现场混合音轨,zh-CN
iso track,独立隔离音轨,zh-CN
isolated track,独立分轨,zh-CN
boom track,吊杆话筒音轨,zh-CN
lav track,领夹话筒轨,zh-CN
lavalier track,领夹麦克风音轨,zh-CN
camera mix,发送给摄影机的混音,zh-CN
mono mix,单声道混音,zh-CN
stereo mix,立体声混音,zh-CN
split mix,分离式双声道混音,zh-CN
left-right mix,左右声道混音,zh-CN
mix-minus,混减,zh-CN
direct out,通道直接输出,zh-CN
line output,线路电平输出,zh-CN
mic output,话筒电平输出,zh-CN
headphone output,耳机输出,zh-CN
monitor output,监听输出,zh-CN
balanced line,平衡线路,zh-CN
unbalanced line,非平衡线路,zh-CN
mic level,话筒电平,zh-CN
line level,线路电平,zh-CN
consumer line level,消费级线路电平,zh-CN
professional line level,专业线路电平,zh-CN
nominal level,标称电平,zh-CN
reference level,参考电平,zh-CN
operating level,工作电平,zh-CN
dynamic range,动态范围,zh-CN
audio clipping,音频削波失真,zh-CN
clip indicator,削波指示灯,zh-CN
input overload,输入过载,zh-CN
limiter,限幅器,zh-CN
input limiter,输入限幅器,zh-CN
output limiter,输出限幅器,zh-CN
analog limiter,模拟限幅器,zh-CN
compression ratio,压缩比,zh-CN
compressor,压缩器,zh-CN
automatic gain control,自动增益控制,zh-CN
noise gate,噪声门,zh-CN
equalizer,均衡器,zh-CN
parametric EQ,参数均衡器,zh-CN
low shelf,低频搁架滤波,zh-CN
high shelf,高频搁架滤波,zh-CN
polarity invert,极性反转,zh-CN
phase cancellation,相位抵消,zh-CN
phase coherence,相位一致性,zh-CN
comb filtering,梳状滤波,zh-CN
monitor latency,监听延迟,zh-CN
digital delay,数字延迟,zh-CN
sample delay,采样延时,zh-CN
delay compensation,延迟补偿,zh-CN
analog-to-digital converter,模数转换器,zh-CN
digital-to-analog converter,数模转换器,zh-CN
sample rate,采样率,zh-CN
sampling frequency,采样频率,zh-CN
bit depth,位深,zh-CN
word length,字长,zh-CN
24-bit recording,24位录音,zh-CN
32-bit float,32位浮点,zh-CN
32-bit float recording,32位浮点录音,zh-CN
quantization noise,量化噪声,zh-CN
dither,抖动处理,zh-CN
pulse-code modulation (PCM),脉冲编码调制,zh-CN
digital audio,数字音频,zh-CN
analog audio,模拟音频,zh-CN
AES3,AES3 数字音频接口标准,zh-CN
AES/EBU,AES/EBU 专业数字音频接口,zh-CN
AES42,AES42 数字话筒接口标准,zh-CN
S/PDIF,S/PDIF数字音频接口,zh-CN
Dante audio network,Dante音频网络,zh-CN
multichannel audio digital interface (MADI),MADI多通道数字音频接口,zh-CN
audio over IP,IP 音频,zh-CN
word clock,字时钟,zh-CN
clock source,时钟源,zh-CN
clock master,主时钟设备,zh-CN
clock slave,从时钟设备,zh-CN
clock drift,时钟漂移,zh-CN
sample clock,采样时钟,zh-CN
clock lock,时钟锁定,zh-CN
clock mismatch,时钟不匹配,zh-CN
digital clicks,数字爆音,zh-CN
digital pops,数字啪声,zh-CN
field recorder,现场录音机,zh-CN
location recorder,外景录音机,zh-CN
mixer-recorder,调音台式录音机,zh-CN
multitrack recorder,多轨录音机,zh-CN
portable recorder,便携录音机,zh-CN
audio recorder,音频录音机,zh-CN
record arm,录音待命,zh-CN
track arm,轨道录音待命,zh-CN
armed track,已待命录音轨,zh-CN
disarm track,取消轨道录音待命,zh-CN
record trigger,录音触发,zh-CN
pre-roll,预卷,zh-CN
post-roll,后卷,zh-CN
record buffer,录音缓冲区,zh-CN
recording media,录音存储介质,zh-CN
primary media,主存储介质,zh-CN
mirror media,镜像存储介质,zh-CN
simultaneous recording,同步多介质录制,zh-CN
media mirroring,存储介质镜像备份,zh-CN
backup recording,备份录音,zh-CN
redundant recording,冗余录音,zh-CN
CFexpress card,CFexpress存储卡,zh-CN
media formatting,存储介质格式化,zh-CN
file system,文件系统,zh-CN
FAT32,FAT32文件系统,zh-CN
exFAT,exFAT文件系统,zh-CN
write speed,写入速度,zh-CN
media error,存储介质错误,zh-CN
write error,写入错误,zh-CN
media full,存储介质已满,zh-CN
file recovery,文件恢复,zh-CN
power loss protection,断电保护,zh-CN
hot-swappable battery,可热插拔电池,zh-CN
external power,外部供电,zh-CN
internal battery,内置电池,zh-CN
battery sled,电池仓,zh-CN
battery eliminator,假电池供电适配器,zh-CN
power distribution,电源分配,zh-CN
power distribution box,电源分配盒,zh-CN
smart battery,智能电池,zh-CN
battery cup,电池转接座,zh-CN
Hirose connector,Hirose电源连接器,zh-CN
TA4F power connector,TA4F四针电源连接器,zh-CN
DC input,直流电源输入,zh-CN
low-voltage cutoff,低电压关机阈值,zh-CN
battery runtime,电池续航时间,zh-CN
power draw,功耗,zh-CN
timecode,时间码,zh-CN
SMPTE timecode,SMPTE时间码,zh-CN
linear timecode (LTC),线性时间码,zh-CN
longitudinal timecode,纵向时间码,zh-CN
vertical interval timecode (VITC),场消隐期时间码,zh-CN
aux timecode,录在音轨上的辅助时间码,zh-CN
audio timecode,音频时间码,zh-CN
embedded timecode,嵌入式时间码,zh-CN
timecode generator,时间码发生器,zh-CN
timecode box,时间码盒,zh-CN
sync box,同步盒,zh-CN
lockit box,Lockit时间码同步盒,zh-CN
master clock,主时钟,zh-CN
master timecode,主时间码,zh-CN
timecode master,时间码主机,zh-CN
timecode slave,时间码从机,zh-CN
jam sync,时间码校准同步,zh-CN
jam timecode,校准时间码,zh-CN
re-jam,重新校准时间码,zh-CN
wireless timecode sync,无线时间码同步,zh-CN
hardwire sync,有线同步,zh-CN
continuous jam,连续校准同步,zh-CN
auto jam,自动校准同步,zh-CN
timecode lock,时间码锁定,zh-CN
timecode drift,时间码漂移,zh-CN
drift rate,漂移率,zh-CN
clock accuracy,时钟精度,zh-CN
parts per million,百万分率,zh-CN
timecode offset,时间码偏移,zh-CN
user offset,用户偏移量,zh-CN
timecode delay,时间码延迟,zh-CN
timecode slate,时间码场记板,zh-CN
smart slate,电子时间码场记板,zh-CN
clapperboard,场记板,zh-CN
clapstick,场记板拍板,zh-CN
sync mark,同步标记点,zh-CN
sync point,同步点,zh-CN
sync reference,同步参考,zh-CN
sync pulse,同步脉冲,zh-CN
genlock,视频同步锁相,zh-CN
black burst,黑场同步信号,zh-CN
tri-level sync,三电平同步信号,zh-CN
video reference,视频参考同步信号,zh-CN
reference sync,参考同步,zh-CN
frame rate,帧率,zh-CN
frames per second,每秒帧数,zh-CN
23.976 fps,23.976帧/秒,zh-CN
24 fps,24帧/秒,zh-CN
25 fps,25帧/秒,zh-CN
29.97 fps,29.97帧/秒,zh-CN
30 fps,30帧/秒,zh-CN
drop-frame timecode,丢帧时间码,zh-CN
non-drop-frame timecode,非丢帧时间码,zh-CN
drop frame,丢帧时间码,zh-CN
non-drop frame,非丢帧,zh-CN
drop-frame timecode (DF),丢帧时间码,zh-CN
non-drop-frame timecode (NDF),非丢帧时间码,zh-CN
time-of-day timecode,时刻时间码,zh-CN
24-hour run,24小时运行时间码,zh-CN
external timecode,外部时间码,zh-CN
internal timecode,内部时间码,zh-CN
RTC run,实时时钟运行模式,zh-CN
timecode input,时间码输入,zh-CN
timecode output,时间码输出,zh-CN
timecode level,时间码信号电平,zh-CN
mic-level timecode,话筒电平时间码,zh-CN
line-level timecode,线路电平时间码,zh-CN
timecode stamp,时间码时间戳,zh-CN
start timecode,起始时间码,zh-CN
timecode break,时间码中断,zh-CN
timecode discontinuity,时间码不连续,zh-CN
timecode mismatch,时间码不匹配,zh-CN
frame-rate mismatch,帧率不匹配,zh-CN
sync drift,声画同步漂移,zh-CN
double-system sound,双系统录音,zh-CN
single-system sound,单系统录音,zh-CN
dual-system sound,双系统录音,zh-CN
sync rushes,同步样片,zh-CN
dailies,每日样片,zh-CN
syncing dailies,每日样片声画同步,zh-CN
waveform sync,波形同步,zh-CN
pluraleyes sync,PluralEyes波形同步,zh-CN
sync by timecode,按时间码同步,zh-CN
sync by waveform,按波形同步,zh-CN
0.1% pull-up,0.1%上拉,zh-CN
0.1% pull-down,0.1%下拉,zh-CN
sample-rate pull-up,采样率上拉,zh-CN
sample-rate pull-down,采样率下拉,zh-CN
Broadcast Wave Format,广播波形格式,zh-CN
Broadcast Wave Format (BWF),广播波形格式,zh-CN
Broadcast WAV,广播波形文件,zh-CN
WAV file,WAV音频文件,zh-CN
polyphonic WAV,多通道交织 WAV 文件,zh-CN
poly WAV,多轨交织WAV文件,zh-CN
monophonic WAV,单声道 WAV 文件,zh-CN
mono WAV,单声道分轨WAV文件,zh-CN
interleaved audio,交织音频,zh-CN
deinterleave,拆分交织音频,zh-CN
split mono,拆分为单声道,zh-CN
file split,文件分段,zh-CN
RF64,RF64大容量WAV格式,zh-CN
WAV RF64,RF64大容量WAV文件,zh-CN
Free Lossless Audio Codec (FLAC),FLAC无损压缩音频,zh-CN
file format,文件格式,zh-CN
file naming,文件命名,zh-CN
file name,文件名,zh-CN
file suffix,文件名后缀,zh-CN
take folder,条次文件夹,zh-CN
daily folder,每日录音文件夹,zh-CN
roll folder,卷号文件夹,zh-CN
sound roll,录音卷号,zh-CN
roll number,卷号,zh-CN
reel number,卷号,zh-CN
file index,文件序号,zh-CN
metadata,元数据,zh-CN
BWF metadata,BWF 元数据,zh-CN
iXML metadata,iXML 元数据,zh-CN
bEXT chunk,BWF广播扩展数据块,zh-CN
iXML chunk,iXML元数据块,zh-CN
file header,文件头,zh-CN
unique file identifier,唯一文件标识符,zh-CN
scene number,场次号,zh-CN
take number,条次号,zh-CN
shot number,镜次号,zh-CN
slate number,板号,zh-CN
track name,音轨名称,zh-CN
track number,轨道编号,zh-CN
channel name,通道名称,zh-CN
character name,角色名称,zh-CN
project name,项目名称,zh-CN
production name,项目名称,zh-CN
date stamp,日期戳,zh-CN
time stamp,时间戳,zh-CN
notes field,备注字段,zh-CN
take metadata,条次元数据,zh-CN
next take metadata,下一条元数据,zh-CN
metadata entry,元数据录入,zh-CN
metadata editing,元数据编辑,zh-CN
metadata mismatch,元数据不一致,zh-CN
sound report CSV,CSV格式录音报告,zh-CN
track list,轨道列表,zh-CN
take list,条次列表,zh-CN
cue marker,提示标记,zh-CN
circle metadata,圈选条次元数据,zh-CN
wild track metadata,野录声元数据,zh-CN
sound roll metadata,录音卷号元数据,zh-CN
original recording date,原始录制日期,zh-CN
origination time,原始录制时间,zh-CN
