source,target,tgt_lng
Advanced Thaumaturgy,進階奇術（奇术深造）,zh-CN
Advancing Storm,推進風暴（风暴行军）,zh-CN
Adverse Growth,逆向增長（逆向增生）,zh-CN
Aegis Quarterstaff,神禦細杖（神盾节杖）,zh-CN
Aerisvane's Wings,艾瑞斯凡恩之翼（艾瑞斯维恩之翼）,zh-CN
Affinity,亲和,zh-CN
Affliction Enforcer,痛苦執行（腐化执行者）,zh-CN
Afflictions,苦痛（痛苦）,zh-CN
Afterimage,殘像（残影）,zh-CN
Aftershock I,余震 I,zh-CN
Aftershock II,余震 II,zh-CN
Aftershock III,余震 III,zh-CN
Aftershocks,余震,zh-CN
Against the Anvil,千錘百鍊（迎砧击打）,zh-CN
Against the Darkness,力抗黑暗（抗衡黑暗）,zh-CN
Against the Elements,元素對抗（对抗元素）,zh-CN
Aged Cuffs,陳舊腕帶（风霜袖带）,zh-CN
Aged Tower Shield,陈旧塔盾,zh-CN
Aggravated Bleeding,加劇流血（恶性流血）,zh-CN
Aggravated Ignite,加劇點燃（恶性点燃）,zh-CN
Aggravating any Bleeding,加劇任何流血（使流血变为恶性）,zh-CN
Aggravation,加劇（伤口恶化）,zh-CN
Agile Sprinter,敏捷衝刺者（敏捷奔跑者）,zh-CN
Agile Succession,敏捷演替（灵敏连击）,zh-CN
Agonising Calamity,慘痛災禍（苦痛血祸）,zh-CN
Ahn's Citadel,汉恩的城塞,zh-CN
Ailith's Chimes,艾里絲的管鐘（艾利丝钟琴）,zh-CN
Ailment Application,施加異常狀態（异常状态应用）,zh-CN
Ailments,异常状态,zh-CN
Aim for the Jugular,瞄準要害（直击命门）,zh-CN
Akoyan Club,艾古亞棍棒（阿科扬战棒）,zh-CN
Akoyan Spear,艾古亞長矛（阿科扬战矛）,zh-CN
"Akthi, the Final Sting",最終之刺．艾克提（阿克西，终命毒刺）,zh-CN
Albino Rhoa Feather,白化的羽毛,zh-CN
Alchemical Oil,煉金之油（炼金秘油）,zh-CN
Alchemist's Boon,煉金師恩惠（炼金师的恩典）,zh-CN
Aldur's Legacies,阿德爾的傳承（奥杜尔的遗产）,zh-CN
Aldur's Saga,阿德爾的傳奇（奥杜尔之传说）,zh-CN
Align Fate,命运同调,zh-CN
Alignment I,聯合 I（相性 I）,zh-CN
Alignment II,聯合 II（相性 II）,zh-CN
Alignment III,聯合 III（相性 III）,zh-CN
Alkem Eira,神谕,zh-CN
All For One,萬眾歸一（众志成城）,zh-CN
All Natural,純然天性（纯粹自然）,zh-CN
Allies,友方（友军）,zh-CN
Allies Leech the same amount,友方偷取相同數值（友军等量偷取）,zh-CN
Alloy,合金,zh-CN
Alloy Crossbow,合金十字弓（合金战弩）,zh-CN
Alpha Talisman,統領魔符（首领魔符）,zh-CN
Alpha's Howl,極地之嗥（极地之眼）,zh-CN
Alpine Ridge,高山山脊（严寒高岭）,zh-CN
Altar Robe,祭坛长袍,zh-CN
Altered Brain Chemistry,換腦化學（易思换灵）,zh-CN
Altered Collarbone,畸變的鎖骨（变形锁骨）,zh-CN
Altered Flesh,變形肉體（重塑身躯）,zh-CN
Alternating Current,交流電（交流电涌）,zh-CN
Amanamu's Gaze,阿姆那姆的邪眼（埃曼纳姆的凝视）,zh-CN
Amanamu's Tithe,阿姆那姆的稅賦（阿曼娜姆的奉纳）,zh-CN
Amazon,亚马逊,zh-CN
Amber Amulet,琥珀护身符,zh-CN
Ambivalent Command,矛盾命令（矛盾指令）,zh-CN
Ambrosia,仙饌蜜酒（仙馔）,zh-CN
Ambrosia II,仙饌蜜酒 II（仙馔 II）,zh-CN
Ambush,伏击,zh-CN
Amethyst Charm,紫晶護符（紫晶咒符）,zh-CN
Amethyst Ring,紫晶戒指,zh-CN
Ammo Conservation I,彈藥保存 I（节省弹药 I）,zh-CN
Ammo Conservation II,彈藥保存 II（节省弹药 II）,zh-CN
Ammo Conservation III,彈藥保存 III（节省弹药 III）,zh-CN
Ammunition,弹药,zh-CN
Among the Hordes,部族之上（统御兽群）,zh-CN
Amor Mandragora,阿莫爾．曼德拉戈拉（爱神曼陀罗）,zh-CN
Amphora Relic,陶罐聖物（土罐遗物）,zh-CN
Amulet Womb,項鍊母胎（项链孕育槽位）,zh-CN
Amulets,项链,zh-CN
An Appropriate Vault,合適寶庫（适宜宝库）,zh-CN
An Audience With The King,覲見國王（谒王之约）,zh-CN
Anaemia,缺血（贫血）,zh-CN
Ancestor Tower Shield,先祖塔盾,zh-CN
Ancestral Aid,先祖援助（先祖之助）,zh-CN
Ancestral Alacrity,先祖迅捷（先祖的敏锐）,zh-CN
Ancestral Artifice,先祖詭計（先祖的巧谋）,zh-CN
Ancestral Bond,先祖魂约,zh-CN
Ancestral Boost,先祖強化（先祖加持）,zh-CN
Ancestral Boosted Spells,先祖強化法術（先祖加持法术）,zh-CN
Ancestral Call I,先祖怒嚎 I（先祖召唤 I）,zh-CN
Ancestral Call II,先祖怒嚎 II（先祖召唤 II）,zh-CN
Ancestral Call III,先祖怒嚎 III（先祖召唤 III）,zh-CN
Ancestral Conduits,祖靈導體（先祖的传达）,zh-CN
Ancestral Cry,先祖战吼,zh-CN
Ancestral Empowerment,先祖威能（先祖神威）,zh-CN
Ancestral Mail,先祖锁甲,zh-CN
Ancestral Mending,先祖治癒（先祖的愈合）,zh-CN
Ancestral Reach,先祖所向（先祖降临）,zh-CN
Ancestral Spirits,先祖之魂（先祖之灵）,zh-CN
Ancestral Tiara,先祖頭冠（先祖冠冕）,zh-CN
Ancestral Unity,先祖同心（先祖的团结）,zh-CN
Ancestral Warrior Totem,先祖战士图腾,zh-CN
Anchorite Garb,隱者裝束（隐士束衣）,zh-CN
Ancient Aegis,遠古神盾（上古神盾）,zh-CN
Ancient Augment,遠古增幅（远古增幅器）,zh-CN
Ancient Bastion,遠古堅堡（远古要塞）,zh-CN
Ancient Blooms,遠古之綻（远古之花）,zh-CN
Ancient Buckler,远古轻盾,zh-CN
Ancient Collarbone,古老的鎖骨（远古锁骨）,zh-CN
Ancient Concentrated Liquid Fear,遠古濃縮液態恐懼（远古浓缩的液化恐惧）,zh-CN
Ancient Concentrated Liquid Isolation,遠古濃縮液態孤立（远古浓缩的液化孤独）,zh-CN
Ancient Concentrated Liquid Suffering,遠古濃縮液態苦難（远古浓缩的液化痛苦）,zh-CN
Ancient Crisis Fragment,远古危机碎片,zh-CN
Ancient Cuffs,遠古腕帶（远古袖带）,zh-CN
Ancient Diluted Liquid Greed,遠古稀釋的液態貪婪（远古稀释的液化贪婪）,zh-CN
Ancient Diluted Liquid Guilt,遠古稀釋的液態罪惡（远古稀释的液化内疚）,zh-CN
Ancient Diluted Liquid Ire,遠古稀釋的液態憤怒（远古稀释的液化愤怒）,zh-CN
Ancient Enmities,遠古宿怨（远古仇怨）,zh-CN
Ancient Gateway,遠古閘門（远古通道）,zh-CN
Ancient Greatblade,遠古巨刃（上古巨剑）,zh-CN
Ancient Hex,古典魔女（上古邪术）,zh-CN
Ancient Infuser,遠古灌注器（远古注能装置）,zh-CN
Ancient Jawbone,古老的顎骨（远古颚骨）,zh-CN
Ancient Leggings,远古护腿,zh-CN
Ancient Liquid Despair,遠古液態絕望（远古液化绝望）,zh-CN
Ancient Liquid Disgust,遠古液態厭惡（远古液化憎恶）,zh-CN
Ancient Liquid Emotions,遠古液態情感（远古液化情感）,zh-CN
Ancient Liquid Envy,遠古液態忌妒（远古液化嫉妒）,zh-CN
Ancient Liquid Paranoia,遠古液態偏執（远古液化偏执）,zh-CN
Ancient Mail,遠古鎖甲（远古链甲）,zh-CN
Ancient Mitts,遠古長手套（远古护手）,zh-CN
Ancient Modifiers,远古词缀,zh-CN
Ancient Potent Liquid Contempt,遠古增幅液態怨恨（远古强效的液化轻蔑）,zh-CN
Ancient Potent Liquid Ferocity,遠古增幅液態蔑視（远古强效的液化凶残）,zh-CN
Ancient Potent Liquid Melancholy,遠古增幅液態憂鬱（远古强效的液化悲哀）,zh-CN
Ancient Rib,古老的肋骨（远古肋骨）,zh-CN
Ancient Rune of Animosity,遠古敵意符文（憎恨之远古符文）,zh-CN
Ancient Rune of Control,遠古控制符文（操控之远古符文）,zh-CN
Ancient Rune of Decay,遠古腐朽符文（腐朽之远古符文）,zh-CN
Ancient Rune of Detonation,遠古引爆符文（引爆之远古符文）,zh-CN
Ancient Rune of Discovery,遠古探索符文（披露之远古符文）,zh-CN
Ancient Rune of Dueling,遠古決鬥符文（决斗之远古符文）,zh-CN
Ancient Rune of Prowess,遠古卓越符文（英勇之远古符文）,zh-CN
Ancient Rune of Retaliation,遠古復仇符文（报复之远古符文）,zh-CN
Ancient Rune of Shattering,遠古粉碎符文（碎离之远古符文）,zh-CN
Ancient Rune of Splinters,遠古分裂符文（碎片之远古符文）,zh-CN
Ancient Rune of Witchcraft,遠古巫術符文（巫术之远古符文）,zh-CN
Ancient Rune of the Horde,遠古部族符文（部落之远古符文）,zh-CN
Ancient Rune of the Titan,遠古泰坦符文（泰坦之远古符文）,zh-CN
Ancient Visor,遠古護面盔（远古面甲）,zh-CN
Andvarius,贪欲之记,zh-CN
Anger Management,憤怒管理（怒火统御）,zh-CN
Animus Exchange,意志轉換（命源交换）,zh-CN
Animus Splinters,意志斷片（命源碎片）,zh-CN
Anomaly Map,异常地图,zh-CN
Answered Call,先祖之引（呼求回应）,zh-CN
Anticipation,秘术预知,zh-CN
Antidote Charm,解毒護符（抗毒咒符）,zh-CN
Antler Focus,靈鹿法器,zh-CN
"Anundr, the Sandworm",沙蟲．艾能德（阿农德，沙虫）,zh-CN
Anvil Maul,鐵砧重錘（铁砧巨锤）,zh-CN
Anvil's Weight,沉砧之勢（铁砧的重量）,zh-CN
AoE,範圍效果（效果区域）,zh-CN
Apep's Supremacy,艾普霸權（艾普的霸权）,zh-CN
Apex Predators,頂尖掠食者（巅峰掠食者）,zh-CN
Apex of the Moment,巅峰时刻,zh-CN
Apocalypse,壞滅災變（天启）,zh-CN
Apostle Leggings,使徒护腿,zh-CN
Apron of Emiran,埃米蘭之裙（艾米兰的兜裙）,zh-CN
Arakaali's Gift,艾爾卡莉的贈禮（阿拉卡力的礼物）,zh-CN
Arakaali's Lust,艾爾卡莉之慾（阿拉卡力的欲望）,zh-CN
Arbiter's Ignition,仲裁者的燃灼（仲裁官的点燃）,zh-CN
Arbiter's Reach,仲裁者的延伸（仲裁官之握）,zh-CN
Arc,电弧,zh-CN
Arcane Alchemy,秘能鍊金術（秘术炼金）,zh-CN
Arcane Ascension,秘术升华,zh-CN
Arcane Blossom,秘能之花（秘术绽放）,zh-CN
Arcane Dirk,奧術短刀（秘术短匕）,zh-CN
Arcane Intensity,秘能強化（秘术激荡）,zh-CN
Arcane Mixtures,秘能混合物（秘术灵药）,zh-CN
Arcane Nature,奧術本質（秘术自然）,zh-CN
Arcane Possession,奧法附身（奥术附身）,zh-CN
Arcane Remnants,秘術痕跡（秘术残片）,zh-CN
Arcane Rune,奧術符文,zh-CN
Arcane Surge,秘能波動（秘术增强）,zh-CN
Arcanist's Etcher,奧術蝕刻師（奥术师的铭刻）,zh-CN
Arced Longsword,弧形長劍（弧刃长剑）,zh-CN
Archaeological Interest,考古價值（考古兴趣）,zh-CN
Arched Greataxe,拱形巨斧（弧刃大斧）,zh-CN
Architect's Orb,策匠石（建筑师宝珠）,zh-CN
Archmage,大法师,zh-CN
Archnemesis Mods,宿敵詞綴（罪恶枷锁词缀）,zh-CN
Archon Buff,統治者增益效果（执政官增益状态）,zh-CN
Archon of Chayula,夏烏拉統治者（夏乌拉执政官）,zh-CN
Archon of Undeath,亡靈統治者（亡灵执政官）,zh-CN
Archon of the Blizzard,暴風雪御法者（暴雪执政官）,zh-CN
Archon of the Storm,風暴統治者（风暴执政官）,zh-CN
Arcing Quarterstaff,電弧細杖（弧影节杖）,zh-CN
Arctic Armour,极地装甲,zh-CN
Arctic Howl,極地狂嚎（极地战嚎）,zh-CN
Are you sure you want to do that?,你確定要那樣做嗎？（你确定你想这么做？）,zh-CN
Area of Effect Skills,範圍效果技能（效果区域技能）,zh-CN
Arid Plains,旱原（干渴荒漠）,zh-CN
Arid Stability,乾旱穩定性（乏味稳定）,zh-CN
Arjun's Medal,亞瓊的獎章（阿尔琼的勋章）,zh-CN
Armaments of Evil,邪惡軍備（邪恶武装）,zh-CN
Armour,护甲,zh-CN
Armour Break,護甲破壞（护甲破损）,zh-CN
Armour Break I,護甲破壞 I（护甲破损 I）,zh-CN
Armour Break II,護甲破壞 II（护甲破损 II）,zh-CN
Armour Break III,護甲破壞 III（护甲破损 III）,zh-CN
Armour Break below 0,破甲低於 0（低于 0 时的护甲破损）,zh-CN
Armour Breaker,護甲碎擊（摧甲重击）,zh-CN
Armour Demolisher I,护甲破坏者 I,zh-CN
Armour Demolisher II,护甲破坏者 II,zh-CN
Armour Explosion,护甲爆破,zh-CN
Armour Movement Penalties,护甲移动惩罚,zh-CN
Armour Piercing Rounds,穿甲彈藥（贯甲弹药）,zh-CN
Armoured,裝甲的（重甲）,zh-CN
Armoured Cap,裝甲便帽（覆甲帽）,zh-CN
Armoured Shields,裝甲護盾（护甲盾牌）,zh-CN
Armoured Vest,裝甲背心（铠装背心）,zh-CN
Armourer's Scrap,护甲片,zh-CN
Arms Length,伸手可及（一臂之隔）,zh-CN
Array Buckler,排列輕盾（阵列轻盾）,zh-CN
Arrayed Focus,陣列法器（排列法器）,zh-CN
Arsonist,縱火者（纵火狂）,zh-CN
Artificer's Orb,巧匠石,zh-CN
Artificer's Shard,工匠碎片（巧匠石碎片）,zh-CN
Artillery Ballista,火砲砲塔（火力弩炮）,zh-CN
Artillery Bow,砲火弓（轰击弓）,zh-CN
Artillery Strike,砲火打擊（炮击）,zh-CN
Arvil's Wheel,阿瓦爾之輪（阿维尔之轮）,zh-CN
As the Whispers Demand,正如低語所求（如低语所愿）,zh-CN
Ascendancy,昇華職業,zh-CN
Ascendancy Points,昇華天賦點數（升华点数）,zh-CN
Ascetic Garb,苦行者裝束（苦修束衣）,zh-CN
Asceticism,禁慾主義（清心寡欲）,zh-CN
"Ashar, the Sand Mother",流沙之母．艾夏（阿莎尔，流沙主母）,zh-CN
Ashbark Talisman,燼木魔符（灰烬树皮魔符）,zh-CN
Ashen Staff,灰燼長杖（枯灰长杖）,zh-CN
Ashrend,拂烬,zh-CN
"Asinia, the Praetor's Consort",政務官配偶．阿席妮雅（阿辛妮娅，执政官的伴侣）,zh-CN
Asphyxia's Wrath,冰灵之吼,zh-CN
Aspiring Genius,野心天才（壮志奇才）,zh-CN
Assailum,刺殺（千里狙敌）,zh-CN
Assassin Garb,刺客裝束（暗影束衣）,zh-CN
Astral Projection,星空投影（星界投射）,zh-CN
Astramentis,均衡之符,zh-CN
Astrid's Creativity,阿斯垂德的創造（阿斯特丽德的创造）,zh-CN
At your Command,任你指揮（悉听遵命）,zh-CN
Atalui's Bloodletting,阿特路伊的出血（阿图鲁伊的放血术）,zh-CN
Atlas,輿圖,zh-CN
Atlas Passive,輿圖天賦,zh-CN
Atlas Upgrade Items,輿圖升級道具（异界升级物品）,zh-CN
Atmohua's Soul Core of Retreat,艾特瑪哈的撤退靈魂核心（阿特莫瓦的退却灵核）,zh-CN
Atop the World,世界之巅,zh-CN
Atsak's Sight,阿札克之瞳（阿萨克的凝视）,zh-CN
Attacks,攻击,zh-CN
Attributes,能力（属性）,zh-CN
Attrition,損耗（持久鏖战）,zh-CN
Attuned Wand,調和法杖（调谐法杖）,zh-CN
Atziri's Acuity,阿兹里的捷思,zh-CN
Atziri's Allure,阿兹里的魅惑,zh-CN
Atziri's Assets,阿茲里的資產（阿兹里资产）,zh-CN
Atziri's Call,阿兹里的呼唤,zh-CN
Atziri's Communion,阿茲里的共融（阿兹里的圣礼）,zh-CN
Atziri's Contempt,阿茲里的輕視（阿兹里的蔑视）,zh-CN
Atziri's Disdain,阿茲里的蔑視,zh-CN
Atziri's Impatience,阿茲里的不耐（阿兹里的焦躁）,zh-CN
Atziri's Rule,阿茲里的統御（阿兹里的统治）,zh-CN
Atziri's Soul Core of Alacrity,阿茲里的敏捷靈魂核心,zh-CN
Atziri's Soul Core of Devotion,阿茲里的奉獻靈魂核心,zh-CN
Atziri's Soul Core of Inoculation,阿茲里的免疫靈魂核心,zh-CN
Atziri's Soul Core of Vitality,阿茲里的活力靈魂核心,zh-CN
Atziri's Splendour,阿兹里的威权,zh-CN
Atziri's Step,阿兹里的金履,zh-CN
Atziri's Temple,阿茲里的神廟,zh-CN
"Atziri, the Red Queen",豔紅女王．阿茲里,zh-CN
Augment,增幅（增幅器）,zh-CN
Augmented Effigies,拼接假象（强化雕像）,zh-CN
Augmented Flesh,增幅血肉,zh-CN
Augury,预兆之地,zh-CN
Auras,光环,zh-CN
"Aurelian, the Grand Adjudicator",大裁決者．奧瑞利安（奥瑞利安，大裁决者）,zh-CN
Aurseize,富贵之运,zh-CN
Austere Garb,樸素裝束（简朴束衣）,zh-CN
Authority,权威,zh-CN
Auto Reload,自动装填,zh-CN
Automaton Studies,機甲研究（神兵之学）,zh-CN
Avatar of Evolution,演化化身（进化具象）,zh-CN
Avatar of Fire,火之化身,zh-CN
"Avelyne, the Withered Rose",凋零玫瑰．艾維琳（艾芙琳，凋零玫瑰）,zh-CN
Avian Mask,飛羽之面（飞羽面具）,zh-CN
Avian Robe,飞羽长袍,zh-CN
Avian Targe,飞羽圆盾,zh-CN
Avian Tiara,飛羽頭冠（飞羽冠冕）,zh-CN
Avidity,貪慾（热望）,zh-CN
Avoiding Deflection,避免偏斜（规避偏转）,zh-CN
Axe Slash,斧鉞斬（斧挥砍）,zh-CN
Axes,斧（斧类）,zh-CN
Axiom Warden,典獄長格言（公义卫士）,zh-CN
"Azarian, the Forsaken Son",遺忘之子．阿薩里恩（阿扎瑞安，忘却之子）,zh-CN
Azcapa's Medallion,阿茲卡帕聖徽（阿兹卡帕的纹章）,zh-CN
"Azmadi, the Faridun Prince",阿兹马迪，法里顿王子,zh-CN
Azmeri Brew,阿茲莫里之酒（阿兹莫里调制）,zh-CN
Azmeri Reliquary Key,阿茲莫里的寶庫鑰匙（阿兹莫里圣物厅钥匙）,zh-CN
Azmeri Spirit,阿茲莫里魂靈（阿兹莫里之灵）,zh-CN
Azmerian Ranges,阿茲莫里山脈（阿兹莫里山区）,zh-CN
Azmerian Swarms,阿茲莫里群落（阿兹莫里虫群）,zh-CN
Azmerian Wolf,阿兹莫里巨狼,zh-CN
Azure Amulet,蒼藍項鍊（碧蓝项链）,zh-CN
Back in Action,重返戰鬥（重返战阵）,zh-CN
Backstabbing,背刺（偷袭）,zh-CN
Backup Plan,備案（后备方案）,zh-CN
Backwash,餘波（逆流水道）,zh-CN
"Bahlak, the Sky Seer",天空先知．巴拉克（巴赫拉克，苍穹先知）,zh-CN
Balance of Power,力量平衡,zh-CN
"Balbala, the Traitor",叛徒．芭芭拉（叛徒贝尔巴拉）,zh-CN
Baleful Augmentation,險惡增幅（惊悚增幅）,zh-CN
Ball Lightning,天雷之珠,zh-CN
Ball and Chain,球和鎖鏈（链球强袭）,zh-CN
Ballista Totems,砲塔圖騰（弩炮图腾）,zh-CN
Bandage Wraps,绷带裹手,zh-CN
Banded Wombgift,捆扎之胎贈（束带孕育赠礼）,zh-CN
Bandit Hatchet,強盜斧（盗匪手斧）,zh-CN
Bandit Mace,盜賊之錘（强盗之锤）,zh-CN
Bandit Mask,盜賊之面（盗贼面具）,zh-CN
Bangled Sandals,鐲子便鞋（手镯鞋履）,zh-CN
Banishing Flame,驅逐烈焰（放逐烈焰）,zh-CN
Banner,旗帜,zh-CN
Banner Skills,鬥旗技能（旗帜技能）,zh-CN
Bannerman,掌旗手（旗手）,zh-CN
Barbarian Plate,野蠻人鎧甲（野蛮人战铠）,zh-CN
Barbaric Strength,野蠻力量（蛮族之力）,zh-CN
Barbarous Quarterstaff,野蠻細杖（蛮族节杖）,zh-CN
Barbed Allegiance,带刺忠诚,zh-CN
Barbed Bracers,鉤刺護腕（倒刺护腕）,zh-CN
Barbed Spear,鉤刺長矛（倒刺长矛）,zh-CN
Barbs I,倒刺 I（荆棘倒刺 I）,zh-CN
Barbs II,倒刺 II（荆棘倒刺 II）,zh-CN
Barbs III,倒刺 III（荆棘倒刺 III）,zh-CN
Bardiyan Craftsmanship,吟遊匠人（巴迪亚工艺）,zh-CN
Barkskin,木質外膚（树肤术）,zh-CN
Baroque Gloves,巴洛克手套,zh-CN
Baroque Targe,巴洛克圆盾,zh-CN
Barrage,弹幕,zh-CN
Barren Atoll,贫瘠环礁,zh-CN
Barricade Tower Shield,障壁塔盾,zh-CN
Barrier Invocation,屏障祈願（屏障咒言）,zh-CN
Barrier Quarterstaff,屏障細杖（护身节杖）,zh-CN
Barrier of Venarius,維納利斯之障（维纳留斯壁垒）,zh-CN
Barya of Kelari,克拉里的巨靈之幣（凯拉里之巴雅）,zh-CN
Barya of Navira,納維拉的巨靈之幣（纳薇拉之巴雅）,zh-CN
Barya of Ruzhan,魯兹安的巨靈之幣（鲁詹之巴雅）,zh-CN
Baryanic Leylines,巴雅地脉,zh-CN
Base Skill Attack Time,技能基礎攻擊時間（基础技能攻击时间）,zh-CN
Base Type,基底（基底类型）,zh-CN
Bashing Beast,猛擊野獸（猛兽重击）,zh-CN
Basic Jewel,基礎珠寶（基本珠宝）,zh-CN
Basic Maps,基础地图,zh-CN
Basic Strongbox,基础保险箱,zh-CN
Bastille,堡壘（幽闭监牢）,zh-CN
Bastion Sabatons,堅堡鎧靴（坚城壁垒战靴）,zh-CN
Bastion of Light,光明壁壘（光明堡垒）,zh-CN
Battershout,猛擊吶喊（震撼战吼）,zh-CN
Battle Axe,戰斧（鏖战之斧）,zh-CN
Battle Fever,战斗狂热,zh-CN
Battle Pick,戰鬥鎬（战镐）,zh-CN
Battle Trance,战斗迷神,zh-CN
Battle-hardened,历战老兵,zh-CN
Bazaar,喧鬧集市（集市）,zh-CN
Beacon of Azis,阿基斯的信標（阿吉斯的道标）,zh-CN
Beaded Circlet,串珠頭環（珠饰头冠）,zh-CN
Bear,熊,zh-CN
Bear Form,巨熊型態（巨熊形态）,zh-CN
Bear Idol,巨熊魔偶（巨熊雕像）,zh-CN
Bear's Roar,熊之咆吼（熊之怒吼）,zh-CN
Bearded Axe,鉤刺斧（钩刃斧）,zh-CN
Bearskin Mantle,熊皮披肩（熊皮斗篷）,zh-CN
Beastial Skin,野獸皮膚（猛兽之肤）,zh-CN
Beaten to a Pulp,打成肉泥（打成纸浆）,zh-CN
Become Hollow,聖化（化身虚空）,zh-CN
Beef,壮汉,zh-CN
Beetlebite,甲蟲噬咬（甲虫之口）,zh-CN
Befit the Challenge,勝任挑戰（顺应挑战）,zh-CN
Behead I,斩首 I,zh-CN
Behead II,斩首 II,zh-CN
Behemoth,巨獸,zh-CN
Beidat's Gaze,貝達特之視（贝达特的凝视）,zh-CN
Beidat's Hand,贝达特之手,zh-CN
Beidat's Will,貝達意志（贝达特的意志）,zh-CN
Beira of the Rotten Pack,腐敗獸群．貝伊拉（腐败兽群的贝拉）,zh-CN
Beira's Anguish,貝伊拉的悲痛（贝拉的苦楚）,zh-CN
Belly of the Beast,兽腹,zh-CN
Belt Womb,腰帶母胎（腰带孕育槽位）,zh-CN
Belts,腰带,zh-CN
