source,target,tgt_lng
Monk,僧侣,zh-CN
Ranger,游侠,zh-CN
Sorceress,女术者,zh-CN
Warrior,战士,zh-CN
Witch,女巫,zh-CN
Accuracy,命中值,zh-CN
Attack,攻击,zh-CN
Conversion,伤害转换,zh-CN
Critical Hit,暴击,zh-CN
Critical Strike Chance,暴击率,zh-CN
Critical Strike Multiplier,暴击伤害加成,zh-CN
Damage,伤害,zh-CN
Gain as Extra,获得额外,zh-CN
Hit,击中,zh-CN
Melee,近战,zh-CN
Penetration,穿透抗性,zh-CN
Projectile,投射物,zh-CN
Spell,法术,zh-CN
4L,4连,zh-CN
4S,4孔,zh-CN
5L,5连,zh-CN
5S,5孔,zh-CN
6L,6连,zh-CN
6S,6孔,zh-CN
AA,AA,zh-CN
AG,AG,zh-CN
Alch,点金,zh-CN
Alt,改造,zh-CN
Ammy,项链,zh-CN
AoF,火之化身,zh-CN
AW,幻化武器,zh-CN
BAMA,BAMA,zh-CN
BB,飞刃风暴/刀爆,zh-CN
Best in Slot,毕业装,zh-CN
BF,刀雨/刀刃乱舞,zh-CN
BM,血魔法,zh-CN
BoR,祭礼之雨,zh-CN
BR,鲜血狂怒,zh-CN
Bricked,报废,zh-CN
BV,飞刃风暴,zh-CN
CA,腐蚀箭矢,zh-CN
CB,腐化之血,zh-CN
CF,腐化潮,zh-CN
CI,异灵之体,zh-CN
CoC,暴击时施放,zh-CN
CoD,死亡时施放,zh-CN
CoH,击中附加诅咒,zh-CN
CoMK,近战击败时施放,zh-CN
Conc,集中效应,zh-CN
CwC,吟唱时施放,zh-CN
CwDT,受伤时施放,zh-CN
CwS,被晕眩时施放,zh-CN
DoT,持续伤害,zh-CN
DPS,每秒伤害,zh-CN
EE,元素之相,zh-CN
EO,元素超载,zh-CN
ES,能量护盾,zh-CN
GGG,GGG,zh-CN
HoA,苦痛之捷/灰烬之捷,zh-CN
HoI,冰霜之捷,zh-CN
HoT,闪电之捷,zh-CN
IC,不朽怒嚎,zh-CN
IR,霸体,zh-CN
LL,低血/生命偷取,zh-CN
MoM,心灵升华,zh-CN
MS,移动速度,zh-CN
RF,正义之火,zh-CN
RT,必中,zh-CN
SC,普通模式/标准,zh-CN
SSF,独狼自给,zh-CN
ST,灵体投掷/单体,zh-CN
VP,瓦尔冥约,zh-CN
Full Energy Shield,满能量护盾,zh-CN
Full Life,满血,zh-CN
Low Life,低血,zh-CN
Low Mana,低魔,zh-CN
Stun,眩晕,zh-CN
Chaos Orb,混沌石,zh-CN
Divine Orb,神圣石,zh-CN
Exalted Orb,崇高石,zh-CN
Mirror of Kalandra,卡兰德的魔镜,zh-CN
Orb,石,zh-CN
Orb of Alchemy,点金石,zh-CN
Orb of Annulment,剥离石,zh-CN
Orb of Augmentation,增幅石,zh-CN
Vaal Orb,瓦尔宝珠,zh-CN
Damage over Time,持续伤害,zh-CN
Chaos Damage,混沌伤害,zh-CN
Cold Damage,冰霜伤害,zh-CN
Elemental Damage,元素伤害,zh-CN
Fire Damage,火焰伤害,zh-CN
Lightning Damage,闪电伤害,zh-CN
Physical Damage,物理伤害,zh-CN
Covered in Ash,被灰烬缠身,zh-CN
Curse,诅咒,zh-CN
Exposure,曝露,zh-CN
Hinder,缓速,zh-CN
Intimidate,威吓,zh-CN
Maim,瘫痪,zh-CN
Unnerve,胆怯,zh-CN
Withered,凋零,zh-CN
Armour,护甲,zh-CN
Block,格挡,zh-CN
Damage Reduction,伤害减免,zh-CN
Deflection,偏斜,zh-CN
Energy Shield,能量护盾,zh-CN
Evasion,闪避,zh-CN
Fortification,护体层数,zh-CN
Fortify,护体,zh-CN
Guard,守护,zh-CN
Hit Pool,有效生命池,zh-CN
Resistance,抗性,zh-CN
Spell Suppression,法术压制,zh-CN
Map,地图,zh-CN
Waystone,换界石,zh-CN
Boss,首领,zh-CN
Monster,怪物,zh-CN
Pinnacle Boss,巅峰首领,zh-CN
Life Flask,生命药剂,zh-CN
Mana Flask,魔力药剂,zh-CN
Challenge League,挑战赛季,zh-CN
Hardcore,专家模式,zh-CN
League,赛季,zh-CN
Private League,私人赛季,zh-CN
Ruthless,残酷模式,zh-CN
Softcore,普通模式,zh-CN
Solo Self-Found,独狼自给,zh-CN
Standard League,标准赛季,zh-CN
Path of Exile 2,流放之路2,zh-CN
Gem,宝石,zh-CN
Skill Gem,技能宝石,zh-CN
Support Gem,辅助宝石,zh-CN
Gem Level,宝石等级,zh-CN
Base Item,基础物品,zh-CN
Catalyst,催化剂,zh-CN
Currency,通货,zh-CN
Equipment,装备,zh-CN
Essence,精华,zh-CN
Item,物品,zh-CN
Item Class,物品类别,zh-CN
Omen,预兆,zh-CN
Shard,碎片,zh-CN
Abyss Jewel,深渊珠宝,zh-CN
Charm,咒符,zh-CN
Flask,药剂,zh-CN
Jewel,珠宝,zh-CN
Jewellery,饰品,zh-CN
Off-hand,副手,zh-CN
Weapon,武器,zh-CN
Affix,词缀,zh-CN
Explicit Modifier,显性词缀,zh-CN
Global Mod,全局词条,zh-CN
Implicit Modifier,固定词缀,zh-CN
Mod,词条,zh-CN
Modifier,词条,zh-CN
Prefix,前缀,zh-CN
Suffix,后缀,zh-CN
Blue Socket,蓝色插槽,zh-CN
Corrupted,已腐化,zh-CN
Crusader Item,圣战者物品,zh-CN
Elder Item,裂界者物品,zh-CN
Fractured,破裂,zh-CN
Green Socket,绿色插槽,zh-CN
Hunter Item,狩猎者物品,zh-CN
Influenced Item,势力物品,zh-CN
Item Level,物品等级,zh-CN
Linked Socket,连接插槽,zh-CN
Mirrored,已复制,zh-CN
Quality,品质,zh-CN
Red Socket,红色插槽,zh-CN
Redeemer Item,救赎者物品,zh-CN
Shaper Item,塑界者物品,zh-CN
Socket,插槽,zh-CN
Synthesised,忆境,zh-CN
Warlord Item,督军物品,zh-CN
White Socket,白色插槽,zh-CN
Magic Item,魔法物品,zh-CN
Normal Item,普通物品,zh-CN
Rare Item,稀有物品,zh-CN
Unique Item,传奇物品,zh-CN
Amulet,项链,zh-CN
Belt,腰带,zh-CN
Ring,戒指,zh-CN
Mind Over Matter,心灵升华,zh-CN
Abyss,深渊,zh-CN
Affliction,苦痛,zh-CN
Ancestor,先祖,zh-CN
Archnemesis,宿敌,zh-CN
Bestiary,野兽,zh-CN
Betrayal,背叛,zh-CN
Breach,裂隙,zh-CN
Crucible,熔炉,zh-CN
Delirium,谵妄,zh-CN
Delve,掘狱,zh-CN
Expedition,先祖秘藏,zh-CN
Harvest,丰收,zh-CN
Heist,夺宝,zh-CN
Incursion,穿越,zh-CN
Lake of Kalandra,卡兰德迷湖,zh-CN
Legion,军团,zh-CN
Metamorph,菌潮,zh-CN
Necropolis,死寂亡城,zh-CN
Ritual,祭祀,zh-CN
Sanctum,圣所,zh-CN
Scourge,灾魇,zh-CN
Settlers of Kalguur,卡尔葛拓荒者,zh-CN
Strongbox,保险箱,zh-CN
Synthesis,忆境,zh-CN
Ultimatum,最后通牒,zh-CN
Dodge Roll,翻滚闪避,zh-CN
Trigger,触发,zh-CN
Buckler,轻盾,zh-CN
Focus,法器,zh-CN
Quiver,箭袋,zh-CN
Shield,盾牌,zh-CN
Keystone,关键天赋,zh-CN
Notable,核心天赋,zh-CN
Passive Skill,天赋技能,zh-CN
Passive Skill Tree,天赋树,zh-CN
attribute,attribute,zh-CN
Ascendant,升华使徒,zh-CN
Assassin,刺客,zh-CN
Berserker,暴徒,zh-CN
Champion,冠军,zh-CN
Chieftain,酋长,zh-CN
Elementalist,元素使,zh-CN
Gladiator,卫士,zh-CN
Guardian,守护者,zh-CN
Hierophant,圣宗,zh-CN
Inquisitor,判官,zh-CN
Juggernaut,勇士,zh-CN
Necromancer,死灵师,zh-CN
Occultist,秘术家,zh-CN
Raider,侠客,zh-CN
Saboteur,破坏者,zh-CN
Slayer,处刑者,zh-CN
Trickster,欺诈师,zh-CN
Afarud Ritual,阿法鲁德仪式,zh-CN
Aul Bloodline,奥尔血脉,zh-CN
"Aul, the Crystal King",晶之帝奥尔,zh-CN
Beetle's Price,甲虫的代价,zh-CN
Bitter Heresy,苦涩异端,zh-CN
Bitter Lash,苦痛鞭笞,zh-CN
Boon of the Mountain,山岳赐福,zh-CN
Boon of the River,河流赐福,zh-CN
Boon of the Sun,烈日赐福,zh-CN
Bound Flesh,束缚血肉,zh-CN
Breachlord,裂隙领主,zh-CN
Catarina Bloodline,卡塔莉娜血脉,zh-CN
Chaos Bloodline,混沌血脉,zh-CN
Charge Duration,充能时间,zh-CN
Cooldown Recovery Rate,冷却回复率,zh-CN
Corruption's Embrace,腐化之拥,zh-CN
Curse Effect,诅咒效果,zh-CN
Damage Over Time Multiplier,持续伤害加成,zh-CN
Death Offering,死亡奉献,zh-CN
Debuff Expiry Rate,减益效果衰退速度,zh-CN
Deceitful Servant,狡诈仆从,zh-CN
Defences,防御,zh-CN
Delirious,亢奋,zh-CN
Delirious Bloodline,迷雾血脉,zh-CN
Elusive effect,灵巧效果,zh-CN
Enhanced Starlight,强化星辉,zh-CN
Esh of the Storm,风暴之艾许,zh-CN
Farewell to Flesh,告别血肉,zh-CN
Farric Tiger Alpha,费尔罗猛虎幻兽,zh-CN
Farric Will,大地意志,zh-CN
Farrul Bloodline,法瑞尔血脉,zh-CN
Farrul's Will,法瑞尔的意志,zh-CN
"Farrul, First of the Plains",初始之地费尔罗,zh-CN
Fertile Will,丰沃意志,zh-CN
Herald and Minion Damage,捷技能和召唤生物伤害,zh-CN
Huntleader,猎群首领,zh-CN
It wasn't me!,不是我干的！,zh-CN
Legacy of the King,王者传承,zh-CN
Life Recovery rate,生命回复速度,zh-CN
Lycia Bloodline,莉西娅血脉,zh-CN
"Lycia, Herald of the Scourge",灾魇先锋．利希亚,zh-CN
Maximum Life,生命上限,zh-CN
Maximum Spectres and Minion Life,灵体和召唤生物生命上限,zh-CN
Minion Damage,召唤物伤害,zh-CN
Minion Life,召唤物生命,zh-CN
Nameless Bloodline,无名血脉,zh-CN
Necromantic,死灵法术,zh-CN
Offering Duration,奉献效果持续时间,zh-CN
Olroth Bloodline,欧罗什血脉,zh-CN
"Olroth, Origin of the Fall",失落起源．奥尔罗斯,zh-CN
Oshabi Bloodline,欧莱娜血脉,zh-CN
Precursor's Release,先驱的解放,zh-CN
Priest of Kamasa,卡马萨祭司,zh-CN
Priest of Kopec,科佩克祭司,zh-CN
Priest of Yaomac,夭马克的祭司,zh-CN
Primal Roar,原始咆哮,zh-CN
Prolonged Servitude,奴役延长,zh-CN
Runic Boon,符文赐福,zh-CN
Saresh Bloodline,萨瑞斯血脉,zh-CN
Seal gain frequency,灵记获取频率,zh-CN
Serpent's Price,毒蛇的代价,zh-CN
Sinner Saint,罪人之圣,zh-CN
That didn't happen!,根本没这回事！,zh-CN
The Crystal King's Throne,晶之帝王座,zh-CN
The King's Contempt,王之蔑视,zh-CN
The King's Heritage,王之遗赠,zh-CN
The King's Might,王之威能,zh-CN
The Primal Owl,原始猫头鹰,zh-CN
The Unseen Hand,无形之手,zh-CN
The Vivid Cat,鲜活猎豹,zh-CN
The Wild Bear,荒野巨熊,zh-CN
Toad's Price,蟾蜍的代价,zh-CN
Tul of the Blizzard,暴雪之托沃,zh-CN
Umbral Army,暗影军团,zh-CN
Unlight Silhouette,暗蚀剪影,zh-CN
Vaal Souls,瓦尔之灵,zh-CN
Volatile Runes,不稳定符文,zh-CN
Warcry Speed,战吼速度,zh-CN
Ward,结界,zh-CN
Wild Will,狂野意志,zh-CN
You're the crazy one!,你才疯了！,zh-CN
Duelist,决斗者,zh-CN
Marauder,野蛮人,zh-CN
Scion,贵族,zh-CN
Shadow,暗影刺客,zh-CN
Templar,圣堂武僧,zh-CN
Ancestral Fury,先祖狂怒,zh-CN
Arcane Blessing,秘术保佑,zh-CN
Armour Display,护甲展示台,zh-CN
Aspect of Carnage,血肉之章,zh-CN
Assassination Style,暗杀风格,zh-CN
Augury of Penitence,忏悔之兆,zh-CN
Avatar of the Wilds,荒野化身,zh-CN
Avidity,熟稔,zh-CN
Bane of Legends,传奇灾星,zh-CN
Bastion of Elements,元素堡垒,zh-CN
Bastion of Hope,希望壁垒,zh-CN
Bomb Specialist,炸弹专家,zh-CN
Bone Barrier,骸骨屏障,zh-CN
Born in the Shadows,生在影中,zh-CN
Bringer of Ruin,湮灭使者,zh-CN
Brutal Fervour,残暴热情,zh-CN
Calculated Risk,精算风险,zh-CN
Caster Weapon Display,施法者武器展示台,zh-CN
Chain Reaction,连锁反应,zh-CN
Character class,角色职业,zh-CN
Commander of Darkness,黑暗统御者,zh-CN
Conviction of Power,力量定罪,zh-CN
Corpse Pact,灵柩契约,zh-CN
Crave the Slaughter,屠戮之欲,zh-CN
Deathmarked,死亡印记,zh-CN
Defy Pain,苦痛劫掠,zh-CN
Demolitions Specialist,爆破天才,zh-CN
Determined Survivor,坚毅求存,zh-CN
Divine Guidance,神圣指引,zh-CN
Duelist Ascendancy,决斗者升华职业,zh-CN
Endless Hunger,无尽饥饿,zh-CN
Endless Munitions,无限弹药,zh-CN
Enduring Suffusion,持久弥散,zh-CN
Escape Artist,逃脱艺术,zh-CN
Essence Glutton,精华吞噬,zh-CN
Experienced Herbalist,资深草药师,zh-CN
Far Shot,狙击,zh-CN
"First to Strike, Last to Fall",嗜战如命,zh-CN
Focal Point,聚焦点,zh-CN
Fortitude,坚毅,zh-CN
Frigid Wake,彻骨之径,zh-CN
Gathering Winds,聚风,zh-CN
Gore Dancer,伤痕舞者,zh-CN
Gratuitous Violence,免费力量,zh-CN
Harmony of Purpose,和谐之源,zh-CN
Headsman,刽子手,zh-CN
Heart of Destruction,毁灭之心,zh-CN
Heartstopper,凝心者,zh-CN
"Hinekora, Death's Fury",死之狂怒.辛格拉,zh-CN
Illuminated Devotion,无上奉献,zh-CN
Impact,影响,zh-CN
Inevitable Judgement,命运审判,zh-CN
Infused Toxins,灌注毒素,zh-CN
Inspirational,启发,zh-CN
Instruments of Virtue,美德之器,zh-CN
Instruments of Zeal,狂热之器,zh-CN
Jagged Technique,锯刃战技,zh-CN
Jewellery Display,首饰展示台,zh-CN
Lesson of the Seasons,四季之训,zh-CN
Liege of the Primordial,原始之君,zh-CN
Like Clockwork,发条狂人,zh-CN
Marauder Ascendancy,野蛮人升华职业,zh-CN
Marshal of Divinity,神性统帅,zh-CN
Martial Weapon Display,战斗武器展示台,zh-CN
Master Alchemist,炼金术大师,zh-CN
Master Distiller,蒸馏大师,zh-CN
Master of Metal,钢铁大师,zh-CN
Master Surgeon,手术大师,zh-CN
Master Toxicist,制毒宗师,zh-CN
Masterful Form,大师之形,zh-CN
Mastermind of Discord,混沌天才,zh-CN
Measured Retaliation,慎重回敬,zh-CN
Mindless Aggression,盲目挑衅,zh-CN
Mistress of Sacrifice,奉献女魔,zh-CN
Mistwalker,迷雾行者,zh-CN
More Than Skill,天眷英豪,zh-CN
Mother's Teachings,母亲的教诲,zh-CN
Mystical Infusion,神秘注入,zh-CN
Nature's Adrenaline,大自然的肾上腺素,zh-CN
Nature's Boon,自然的恩赐,zh-CN
Nature's Reprisal,大自然的复仇,zh-CN
"Ngamahu, Flame's Advance",火徒.努葛玛呼,zh-CN
Oath of Spring,春日誓言,zh-CN
Oath of Summer,炎夏誓言,zh-CN
Oath of Winter,凛冬誓言,zh-CN
Occupying Force,占领军,zh-CN
One Step Ahead,快人一步,zh-CN
Opportunistic,暗影,zh-CN
Overwhelm,镇压,zh-CN
Path of the Duelist,决斗者之道,zh-CN
Path of the Marauder,野蛮人之道,zh-CN
Path of the Ranger,游侠之道,zh-CN
Path of the Shadow,暗影之道,zh-CN
Path of the Templar,圣堂武僧之道,zh-CN
Path of the Witch,女巫之道,zh-CN
Perfect Crime,完美犯罪,zh-CN
Pious Path,廉简之途,zh-CN
Plaguebringer,疫病之源,zh-CN
Polymath,博学者,zh-CN
Profane Bloom,秽言亡语,zh-CN
Pursuit of Faith,信念之诉,zh-CN
Pyromaniac,焚烧,zh-CN
Radiant Crusade,光芒圣战军,zh-CN
Radiant Faith,信念之辉,zh-CN
"Ramako, Sun's Light",雷默科，太阳之光,zh-CN
Ranger Ascendancy,游侠升华职业,zh-CN
Reliquarian,守藏者,zh-CN
Ricochet,弹射,zh-CN
Righteous Providence,正义之庭,zh-CN
Ritual of Awakening,升华仪式,zh-CN
Sanctuary of Thought,意识圣殿,zh-CN
Seasoned Hunter,资深猎手,zh-CN
Shadow Ascendancy,暗影升华职业,zh-CN
Shadowed Blood,暗影之血,zh-CN
Shaper of Flames,火焰塑形,zh-CN
Shaper of Storms,风暴塑形,zh-CN
Shaper of Winter,寒冬塑形,zh-CN
Shrapnel Specialist,破片专家,zh-CN
Sign of Purpose,目的标识,zh-CN
"Sione, Sun's Roar",西奥妮，太阳之啸,zh-CN
Soul Drinker,灵魂饮者,zh-CN
Spellbreaker,破魔者,zh-CN
Swift Killer,敏捷克星,zh-CN
Templar Ascendancy,圣堂武僧升华职业,zh-CN
the Labyrinth,帝王试炼迷宫,zh-CN
Time of Need,紧急时刻,zh-CN
Toxic Delivery,毒物私运,zh-CN
"Tukohama, War's Herald",战争使者.图克哈玛,zh-CN
Unbreakable,坚不可破,zh-CN
Undeniable,不可置疑,zh-CN
Unflinching,永不动摇,zh-CN
Unholy Authority,邪恶君王,zh-CN
Unnatural Strength,亵渎之力,zh-CN
Unrelenting,灭无赦,zh-CN
Unstable Infusion,不稳定化身,zh-CN
Unstoppable,势不可挡,zh-CN
Unstoppable Hero,不败英雄,zh-CN
Untiring,不知疲倦,zh-CN
Unwavering Crusade,坚毅圣战军,zh-CN
Unwavering Faith,不动信念,zh-CN
Unyielding,屹立不摇,zh-CN
Vile Bastion,残劣壁垒,zh-CN
Void Beacon,虚无之塔,zh-CN
War Bringer,战争使者,zh-CN
War of Attrition,持久鏖战,zh-CN
Warden,守望者,zh-CN
Weapon Master,武器大师,zh-CN
Wind Ward,风之结界,zh-CN
Witch Ascendancy,女巫升华职业,zh-CN
Withering Presence,凋零姿态,zh-CN
Worthy Causes,可敬的大业,zh-CN
Worthy Foe,可敬的对手,zh-CN
A Chilling Wind,一股寒风,zh-CN
A Dab of Ink,墨水点滴,zh-CN
A Dusty Memory,尘封记忆,zh-CN
A Familiar Call,熟悉的呼唤,zh-CN
A Fate Worse Than Death,比死亡更悲惨的命运,zh-CN
A Modest Request,微末的请求,zh-CN
A Mother's Parting Gift,母亲的礼物,zh-CN
A Note in the Wind,风中之语,zh-CN
A Sea of Blue,蔚蓝之海,zh-CN
A Stone Perfected,完美之石,zh-CN
Abandoned Wealth,弃财求生,zh-CN
Aberrant Fossil,畸变化石,zh-CN
Abrasive Catalyst,研磨催化剂,zh-CN
Abyss Scarab,深渊圣甲虫,zh-CN
Abyss Scarab of Descending,下降之深渊圣甲虫,zh-CN
Abyss Scarab of Edifice,巨构之深渊圣甲虫,zh-CN
Abyss Scarab of Multitudes,结群之深渊圣甲虫,zh-CN
Abyss Scarab of Profound Depth,邃狱之深渊圣甲虫,zh-CN
Abyssal Delirium Orb,深渊的雾魇宝珠,zh-CN
Accelerating Catalyst,加速催化剂,zh-CN
Acclimatisation,气候适应,zh-CN
Aetheric Fossil,以太化石,zh-CN
Akil's Prophecy,阿凯的预言,zh-CN
Al-Hezmin's Crest,阿尔赫兹敏之冠,zh-CN
Alchemy Shard,点金石碎片,zh-CN
Alivia's Grace,艾莉薇娅之雅,zh-CN
Allflame Ember of Flesh,血肉之不灭余烬,zh-CN
Allflame Ember of Kulemak,库勒马克之不灭余烬,zh-CN
Allflame Ember of Propagation,传播之不灭余烬,zh-CN
Allflame Ember of Resplendence,炫灿之不灭余烬,zh-CN
Allflame Ember of the Ethereal,虚无之不灭余烬,zh-CN
Allflame Ember of the Gilded,亮丽之不灭余烬,zh-CN
Allflame Ember of the Wildwood,荒林之不灭余烬,zh-CN
Allflame Ember of Toads,蟾蜍之不灭余烬,zh-CN
Alluring Bounty,诱人的奖赏,zh-CN
Alone in the Darkness,黑暗中独行,zh-CN
Alteration Shard,改造石碎片,zh-CN
Altered Perception,改变知觉,zh-CN
Amber Oil,琥珀圣油,zh-CN
Ambitious Obsession,执着的野心,zh-CN
Ambush Scarab,强袭圣甲虫,zh-CN
Ambush Scarab of Containment,收容之强袭圣甲虫,zh-CN
Ambush Scarab of Discernment,鉴赏之强袭圣甲虫,zh-CN
Ambush Scarab of Hidden Compartments,暗格之强袭圣甲虫,zh-CN
Ambush Scarab of Potency,效能之强袭圣甲虫,zh-CN
An Audience With The King,谒王之约,zh-CN
Anarchy Scarab,混乱圣甲虫,zh-CN
Anarchy Scarab of Gigantification,巨化之混乱圣甲虫,zh-CN
Anarchy Scarab of Partnership,结伴之混乱圣甲虫,zh-CN
Anarchy Scarab of the Exceptional,卓越之混乱圣甲虫,zh-CN
Anarchy's Price,混乱代价,zh-CN
Ancient Orb,远古石,zh-CN
Annulment Shard,剥离石碎片,zh-CN
Apocalypse,天启,zh-CN
Armourer's Scrap,护甲片,zh-CN
Armoursmith's Delirium Orb,铸甲师的雾魇宝珠,zh-CN
Arrogance of the Vaal,瓦尔的傲慢,zh-CN
Ascendancy Classes,升华职业,zh-CN
Assassin's Favour,暗影恩惠,zh-CN
Assassin's Gift,刺客的馈赠,zh-CN
Astragali,骨牌,zh-CN
Astral Protection,星界防护,zh-CN
Atziri's Arsenal,阿兹里的武器库,zh-CN
Audacity,胆识,zh-CN
Auspicious Ambitions,吉庆雄心,zh-CN
Avian Pursuit,猛禽追猎,zh-CN
Awakener's Orb,觉醒者之石,zh-CN
Awakening Fragment,觉醒碎片,zh-CN
Azure Oil,天蓝圣油,zh-CN
Azure Rage,天蓝之怒,zh-CN
Azyran's Reward,阿祖兰的奖赏,zh-CN
Baited Expectations,前程的诱惑,zh-CN
Baran's Crest,巴兰之冠,zh-CN
Beauty Through Death,来生之美,zh-CN
Bestiary Scarab,猎魔圣甲虫,zh-CN
Bestiary Scarab of Duplicating,复制之猎魔圣甲虫,zh-CN
Bestiary Scarab of the Herd,兽群之猎魔圣甲虫,zh-CN
Bestiary Scarab of the Shadowed Crow,暮鸦之猎魔圣甲虫,zh-CN
Betrayal Scarab,背叛者圣甲虫,zh-CN
Betrayal Scarab of Reinforcements,增援之背叛者圣甲虫,zh-CN
Betrayal Scarab of the Allflame,不灭余烬之背叛者圣甲虫,zh-CN
Betrayal Scarab of Unbreaking,不破之背叛者圣甲虫,zh-CN
Beyond Scarab,超越圣甲虫,zh-CN
Beyond Scarab of Corruption,腐化之超越圣甲虫,zh-CN
Beyond Scarab of Haemophilia,放血之超越圣甲虫,zh-CN
Beyond Scarab of Resurgence,复兴之超越圣甲虫,zh-CN
Beyond Scarab of the Invasion,侵袭之超越圣甲虫,zh-CN
Bijoux,地摊货,zh-CN
Black Oil,漆黑圣油,zh-CN
Blacksmith's Delirium Orb,铁匠的雾魇宝珠,zh-CN
Blacksmith's Whetstone,磨刀石,zh-CN
Blazing Fragment,焚焰碎片,zh-CN
Blessed Orb,祝福石,zh-CN
Blight Scarab,菌潮圣甲虫,zh-CN
Blight Scarab of Blooming,繁茂之菌潮圣甲虫,zh-CN
Blight Scarab of Bounty,丰饶之菌潮圣甲虫,zh-CN
Blight Scarab of Invigoration,活跃之菌潮圣甲虫,zh-CN
Blight Scarab of the Blightheart,菌心之菌潮圣甲虫,zh-CN
Blighted Delirium Orb,枯萎的雾魇宝珠,zh-CN
Blind Venture,盲途,zh-CN
Bloodstained Fossil,溅血化石,zh-CN
Boon of Justice,司法的恩赐,zh-CN
Boon of the First Ones,先祖赐福,zh-CN
Bound by Flame,烈焰缠身,zh-CN
Bound Fossil,绑缚化石,zh-CN
Boundless Realms,无尽之域,zh-CN
Bowyer's Dream,弓匠的梦想,zh-CN
Breach Scarab of Instability,不稳之裂隙圣甲虫,zh-CN
Breach Scarab of Resonant Cascade,增涌共鸣之裂隙圣甲虫,zh-CN
Breach Scarab of the Dreamer,逐梦者之圣甲虫,zh-CN
Breach Scarab of the Hive,虫群之裂隙圣甲虫,zh-CN
Breach Scarab of the Incensed Swarm,狂怒虫群之裂隙圣甲虫,zh-CN
Breach Scarab of the Marshal,元帅之裂隙圣甲虫,zh-CN
Broken Promises,破灭之诺,zh-CN
Broken Truce,破碎休战,zh-CN
Brother's Gift,兄弟赐福,zh-CN
Brother's Stash,兄弟的秘藏,zh-CN
Brotherhood in Exile,流放兄弟会,zh-CN
"Brush, Paint and Palette",笔墨横姿,zh-CN
Burial Medallion,葬礼徽章,zh-CN
Buried Treasure,埋葬的宝藏,zh-CN
Burning Blood,燃烧之血,zh-CN
Call to the First Ones,远古召唤,zh-CN
Cameria's Cut,卡梅莉亚的回报,zh-CN
Cartographer's Delight,制图者的青睐,zh-CN
Cartographer's Delirium Orb,制图师的雾魇宝珠,zh-CN
Cartography Scarab of Corruption,腐化之制图者圣甲虫,zh-CN
Cartography Scarab of Escalation,激增之制图者圣甲虫,zh-CN
Cartography Scarab of Risk,险地之制图者圣甲虫,zh-CN
Cartography Scarab of Singularity,奇异之制图者圣甲虫,zh-CN
Cartography Scarab of the Multitude,维度之制图者圣甲虫,zh-CN
Challenging Delirium Orb,艰巨的雾魇宝珠,zh-CN
Chaos Shard,混沌石碎片,zh-CN
Chaotic Astrolabe,混沌星盘,zh-CN
Chaotic Disposition,浑沌性情,zh-CN
Chasing Risk,风险追逐,zh-CN
Checkmate,挫败,zh-CN
Choking Guilt,窒息愧疚,zh-CN
Chromatic Orb,幻色石,zh-CN
Clear Oil,清澈圣油,zh-CN
Coin of Desecration,亵渎硬币,zh-CN
Coin of Knowledge,知识硬币,zh-CN
Coin of Power,力量硬币,zh-CN
Coin of Restoration,回复硬币,zh-CN
Coin of Skill,技能硬币,zh-CN
Concurrent Players,Concurrent Players,zh-CN
