source,target,tgt_lng
Television Lighting Consistency Index,电视照明一致性指数,zh-CN
Spectral Similarity Index,光谱相似性指数,zh-CN
correlated color temperature,相关色温,zh-CN
mired shift,微倒度偏移,zh-CN
full CTB,全蓝色温转换片,zh-CN
half CTB,半蓝色温转换片,zh-CN
full CTO,全橙色温转换片,zh-CN
grip department,机械组,zh-CN
best boy grip,机械大助,zh-CN
company grip,现场机械员,zh-CN
dolly grip,移动摄影车机械员,zh-CN
crane grip,摄影升降机机械员,zh-CN
rigging grip,预装机械员,zh-CN
junior pin,28毫米灯头插销,zh-CN
junior receiver,28毫米灯头插孔,zh-CN
scaffolding,脚手架,zh-CN
lighting truss,灯光桁架,zh-CN
pipe clamp,管夹,zh-CN
Mafer clamp,Mafer多功能夹,zh-CN
Cardellini clamp,Cardellini夹,zh-CN
safety cable,安全钢索,zh-CN
ratchet strap,棘轮绑带,zh-CN
round sling,环形吊带,zh-CN
bow shackle,弓形卸扣,zh-CN
locking carabiner,带锁主锁,zh-CN
sandbag,沙袋,zh-CN
shot bag,颗粒配重袋,zh-CN
full apple box,整苹果箱,zh-CN
half apple box,半苹果箱,zh-CN
production design department,美术组,zh-CN
art department coordinator,美术协调,zh-CN
concept artist,概念设计师,zh-CN
storyboard artist,分镜师,zh-CN
production illustrator,美术概念插画师,zh-CN
graphic designer,平面设计师,zh-CN
set drafter,布景绘图员,zh-CN
scenic artist,布景绘景师,zh-CN
set carpenter,置景木工,zh-CN
set plasterer,置景泥塑工,zh-CN
set painter,置景油漆工,zh-CN
sculptor,雕塑师,zh-CN
prop fabricator,道具制作师,zh-CN
practical special effects supervisor,实拍特效指导,zh-CN
practical special effects technician,实拍特效技师,zh-CN
film-set armorer,片场枪械师,zh-CN
weapons master,武器道具师,zh-CN
food stylist,食物造型师,zh-CN
animal wrangler,片场动物协调员,zh-CN
forced perspective,强制透视,zh-CN
shooting miniature,拍摄用微缩模型,zh-CN
scale model,比例模型,zh-CN
matte painting,绘景,zh-CN
cyclorama,无缝背景墙,zh-CN
chroma-key green screen,色键绿幕,zh-CN
chroma-key blue screen,色键蓝幕,zh-CN
costume department,服装组,zh-CN
costume supervisor,服装主管,zh-CN
costume coordinator,服装协调,zh-CN
standby costumer,现场服装师,zh-CN
set costumer,现场服装员,zh-CN
costume dresser,服装员,zh-CN
costume tailor,服装裁缝,zh-CN
costume breakdown artist,服装做旧师,zh-CN
costume buyer,服装采购,zh-CN
costume fitting,服装试装,zh-CN
costume continuity,服装连续性,zh-CN
principal wardrobe,主要演员服装,zh-CN
background wardrobe,群演服装,zh-CN
makeup department head,化妆组长,zh-CN
key makeup artist,主要化妆师,zh-CN
prosthetic makeup designer,特效化妆设计师,zh-CN
special makeup effects artist,特效化妆师,zh-CN
hair department head,发型组长,zh-CN
lined script,画线剧本,zh-CN
continuity notes,连续性记录,zh-CN
script supervisor notes,场记报告,zh-CN
continuity log,连续性日志,zh-CN
circle take,圈选条次,zh-CN
preferred take,优选条次,zh-CN
print take,保留条次,zh-CN
camera department report,摄影组报告,zh-CN
film editor's log,电影剪辑日志,zh-CN
clapperboard,场记板,zh-CN
clapsticks,拍板条,zh-CN
set for picture,准备实拍,zh-CN
back to one,回到起始位,zh-CN
first positions on set,回到初始位置,zh-CN
going again for another take,再来一条,zh-CN
reset for another take,复位再拍,zh-CN
editorial department,剪辑组,zh-CN
picture editor,画面剪辑师,zh-CN
first assistant editor,第一剪辑助理,zh-CN
second assistant editor,第二剪辑助理,zh-CN
post-production online editor,后期在线剪辑师,zh-CN
post-production offline editor,后期离线剪辑师,zh-CN
conform editor,套底剪辑师,zh-CN
visual effects editor,视效剪辑师,zh-CN
film music editor,电影音乐剪辑师,zh-CN
DI producer,数字中间片制片人,zh-CN
film colorist,电影调色师,zh-CN
dailies colorist,样片调色师,zh-CN
negative cutter,底片剪接师,zh-CN
media ingest,素材导入,zh-CN
syncing dailies,每日样片声画同步,zh-CN
footage logging,素材编目,zh-CN
editing bin,剪辑素材箱,zh-CN
stringout,素材串联,zh-CN
assembly cut,顺剪版,zh-CN
rough cut,粗剪版,zh-CN
fine cut,精剪版,zh-CN
picture lock,锁画,zh-CN
editor's cut,剪辑师版,zh-CN
director's cut,导演剪辑版,zh-CN
producer's cut,制片人版,zh-CN
final cut,最终剪辑版,zh-CN
selects reel,精选素材卷,zh-CN
subclip,子剪辑,zh-CN
editing sequence,剪辑序列,zh-CN
editing timeline,剪辑时间线,zh-CN
editing source monitor,剪辑源监视器,zh-CN
editing record monitor,剪辑节目监视器,zh-CN
three-point editing,三点剪辑,zh-CN
insert edit,插入编辑,zh-CN
overwrite edit,覆盖编辑,zh-CN
ripple edit,波纹编辑,zh-CN
rolling edit,滚动编辑,zh-CN
slip edit,滑移剪辑,zh-CN
slide edit,滑动剪辑,zh-CN
trim edit,修剪编辑,zh-CN
clip handles,剪辑余量,zh-CN
head trim,修剪片段头部,zh-CN
tail trim,修剪片段尾部,zh-CN
J-cut,J形剪辑,zh-CN
L-cut,L形剪辑,zh-CN
film review copy,电影审片版,zh-CN
watermarked screener,带水印审片版,zh-CN
mezzanine codec,中间格式编解码器,zh-CN
distribution deliverable,发行交付物,zh-CN
picture master,画面母版,zh-CN
Interoperable Master Format,互操作母版格式,zh-CN
Digital Cinema Package,数字电影数据包,zh-CN
Digital Source Master,数字源母版,zh-CN
Digital Cinema Distribution Master,数字电影发行母版,zh-CN
Key Delivery Message,密钥传送消息,zh-CN
Composition Playlist,合成播放列表,zh-CN
DCP original version,DCP原始版本,zh-CN
DCP version file,DCP版本文件,zh-CN
encrypted DCP,加密DCP,zh-CN
subtitle package,字幕交付包,zh-CN
closed captions,隐藏式字幕,zh-CN
open captions,开放式字幕,zh-CN
festival screener,电影节审片版,zh-CN
electronic press kit,电子宣传资料包,zh-CN
theatrical trailer,院线预告片,zh-CN
protagonist,主人公,zh-CN
antagonist,对立角色,zh-CN
deuteragonist,第二主角,zh-CN
character foil,陪衬角色,zh-CN
ensemble cast,群像演员阵容,zh-CN
supporting role,配角,zh-CN
cameo appearance,客串出演,zh-CN
walk-on role,龙套角色,zh-CN
film day player,按日聘用演员,zh-CN
principal actor,主要演员,zh-CN
voice double,声音替身,zh-CN
understudy,候补演员,zh-CN
acting cold read,表演冷读,zh-CN
casting audition,试镜,zh-CN
setup and payoff,铺垫与回收,zh-CN
foreshadowing,伏笔,zh-CN
dramatic irony,戏剧性反讽,zh-CN
unreliable narrator,不可靠叙述者,zh-CN
fourth wall,第四堵墙,zh-CN
breaking the fourth wall,打破第四堵墙,zh-CN
mise-en-scène,场面调度,zh-CN
visual motif,视觉母题,zh-CN
MacGuffin,麦高芬,zh-CN
red herring,误导线索,zh-CN
Chekhov's gun,契诃夫之枪,zh-CN
narrative ellipsis,叙事省略,zh-CN
match on action,动作匹配剪辑,zh-CN
temporal continuity,时间连续性,zh-CN
spatial continuity,空间连续性,zh-CN
continuity editing,连续性剪辑,zh-CN
discontinuity editing,非连续性剪辑,zh-CN
Kuleshov effect,库里肖夫效应,zh-CN
Soviet montage theory,苏联蒙太奇理论,zh-CN
auteur theory,作者论,zh-CN
apparatus theory,电影机器理论,zh-CN
male gaze,男性凝视,zh-CN
spectatorship theory,观众理论,zh-CN
classical Hollywood cinema,古典好莱坞电影,zh-CN
Italian Neorealism,意大利新现实主义,zh-CN
French New Wave,法国新浪潮,zh-CN
Alfred Hitchcock,阿尔弗雷德·希区柯克,zh-CN
Stanley Kubrick,斯坦利·库布里克,zh-CN
Orson Welles,奥逊·威尔斯,zh-CN
Akira Kurosawa,黑泽明,zh-CN
Yasujirō Ozu,小津安二郎,zh-CN
Kenji Mizoguchi,沟口健二,zh-CN
Ingmar Bergman,英格玛·伯格曼,zh-CN
Federico Fellini,费德里科·费里尼,zh-CN
Andrei Tarkovsky,安德烈·塔可夫斯基,zh-CN
Jean-Luc Godard,让-吕克·戈达尔,zh-CN
François Truffaut,弗朗索瓦·特吕弗,zh-CN
Agnès Varda,阿涅斯·瓦尔达,zh-CN
Chantal Akerman,香特尔·阿克曼,zh-CN
Satyajit Ray,萨蒂亚吉特·雷伊,zh-CN
Pedro Almodóvar,佩德罗·阿莫多瓦,zh-CN
Francis Ford Coppola,弗朗西斯·福特·科波拉,zh-CN
Martin Scorsese,马丁·斯科塞斯,zh-CN
Steven Spielberg,史蒂文·斯皮尔伯格,zh-CN
David Lynch,大卫·林奇,zh-CN
David Fincher,大卫·芬奇,zh-CN
Christopher Nolan,克里斯托弗·诺兰,zh-CN
Denis Villeneuve,丹尼斯·维伦纽瓦,zh-CN
Quentin Tarantino,昆汀·塔伦蒂诺,zh-CN
Spike Lee,斯派克·李,zh-CN
Kathryn Bigelow,凯瑟琳·毕格罗,zh-CN
Jane Campion,简·坎皮恩,zh-CN
Greta Gerwig,格蕾塔·葛韦格,zh-CN
Wong Kar-wai,王家卫,zh-CN
Zhang Yimou,张艺谋,zh-CN
Jia Zhangke,贾樟柯,zh-CN
Ang Lee,李安,zh-CN
Bong Joon Ho,奉俊昊,zh-CN
Park Chan-wook,朴赞郁,zh-CN
Roger Deakins,罗杰·狄金斯,zh-CN
Emmanuel Lubezki,艾曼努尔·卢贝兹基,zh-CN
Vittorio Storaro,维托里奥·斯托拉罗,zh-CN
Gordon Willis,戈登·威利斯,zh-CN
Gregg Toland,格雷格·托兰德,zh-CN
Sven Nykvist,斯文·尼科维斯特,zh-CN
Christopher Doyle,杜可风,zh-CN
Bradford Young,布拉德福德·杨,zh-CN
Rachel Morrison,瑞秋·莫里森,zh-CN
Hoyte van Hoytema,霍伊特·范·霍特玛,zh-CN
Greig Fraser,格雷格·弗莱瑟,zh-CN
Linus Sandgren,莱纳斯·桑德格伦,zh-CN
Wally Pfister,沃利·菲斯特,zh-CN
Rodrigo Prieto,罗德里戈·普列托,zh-CN
Darius Khondji,达吕斯·康第,zh-CN
John Alton,约翰·奥尔顿,zh-CN
Thelma Schoonmaker,塞尔玛·斯昆梅克,zh-CN
Walter Murch,沃尔特·默奇,zh-CN
Dede Allen,迪迪·艾伦,zh-CN
Anne V. Coates,安妮·V·科茨,zh-CN
Sally Menke,萨利·门克,zh-CN
Margaret Sixel,玛格丽特·西瑟尔,zh-CN
Kirk Baxter,柯克·巴克斯特,zh-CN
Hank Corwin,汉克·科温,zh-CN
Ben Burtt,本·伯特,zh-CN
Randy Thom,兰迪·汤姆,zh-CN
Gary Rydstrom,加里·里德斯特罗姆,zh-CN
André Bazin,安德烈·巴赞,zh-CN
Sergei Eisenstein,谢尔盖·爱森斯坦,zh-CN
Lev Kuleshov,列夫·库里肖夫,zh-CN
Dziga Vertov,吉加·维尔托夫,zh-CN
Vsevolod Pudovkin,弗谢沃洛德·普多夫金,zh-CN
Rudolf Arnheim,鲁道夫·阿恩海姆,zh-CN
Siegfried Kracauer,齐格弗里德·克拉考尔,zh-CN
Christian Metz,克里斯蒂安·麦茨,zh-CN
Laura Mulvey,劳拉·穆尔维,zh-CN
David Bordwell,大卫·波德维尔,zh-CN
Kristin Thompson,克里斯汀·汤普森,zh-CN
Gilles Deleuze,吉尔·德勒兹,zh-CN
Noël Burch,诺埃尔·伯奇,zh-CN
Béla Balázs,贝拉·巴拉兹,zh-CN
Michel Chion,米歇尔·希翁,zh-CN
Rick Altman,里克·奥尔特曼,zh-CN
IMAX 15/65 film format,IMAX 15/65 胶片格式,zh-CN
MovieBird telescopic crane,MovieBird 伸缩摄影摇臂,zh-CN
TechnoDolly,TechnoDolly自动摄影摇臂,zh-CN
Academy Color Encoding System,学院色彩编码系统,zh-CN
ACES Input Device Transform,ACES输入设备变换,zh-CN
ACES Output Device Transform,ACES输出设备变换,zh-CN
ACES Reference Rendering Transform,ACES参考呈现变换,zh-CN
ACES Metadata File,ACES元数据文件,zh-CN
American Society of Cinematographers,美国电影摄影师协会,zh-CN
British Society of Cinematographers,英国电影摄影师协会,zh-CN
Society of Motion Picture and Television Engineers,电影电视工程师协会,zh-CN
Digital Cinema Initiatives,数字电影倡导组织,zh-CN
Academy of Motion Picture Arts and Sciences,美国电影艺术与科学学院,zh-CN
Directors Guild of America,美国导演工会,zh-CN
Producers Guild of America,美国制片人工会,zh-CN
Screen Actors Guild-American Federation of Television and Radio Artists,美国演员工会及广播电视艺人联合会,zh-CN
International Alliance of Theatrical Stage Employees,国际戏剧舞台雇员联盟,zh-CN
British Film Institute,英国电影协会,zh-CN
International Federation of Film Archives,国际电影资料馆联合会,zh-CN
China Film Archive,中国电影资料馆,zh-CN
China Society of Motion Picture and Television Engineers,中国电影电视技术学会,zh-CN
National Film Administration,国家电影局,zh-CN
DCI-P3,DCI-P3 数字电影色域,zh-CN
SMPTE ST 2084,SMPTE ST 2084 感知量化传递函数,zh-CN
SMPTE ST 12-1,SMPTE ST 12-1 时间码标准,zh-CN
SMPTE ST 2065-1,SMPTE ST 2065-1 ACES标准,zh-CN
SMPTE ST 2110,SMPTE ST 2110 基于受管 IP 网络的专业媒体传输标准族,zh-CN
SMPTE ST 428-1,SMPTE ST 428-1 数字电影发行母版:图像特性,zh-CN
SMPTE ST 429,SMPTE ST 429数字影院封装标准族,zh-CN
ISO 12232,ISO 12232数码相机感光度标准,zh-CN
ISO 80000-7,ISO 80000-7光与辐射量和单位标准,zh-CN
GB/T 15769-1995,GB/T 15769-1995《电影技术术语》,zh-CN
GY/T 302-2016,GY/T 302-2016《电影电视用白光LED灯具技术要求和测量方法》,zh-CN
Digital Cinema Naming Convention,数字电影命名规范,zh-CN
shot coverage,镜头覆盖,zh-CN
camera coverage,摄影机位覆盖,zh-CN
lighting stand-in,灯光替身,zh-CN
film/TV production manager,影视制片经理,zh-CN
film/TV production coordinator,影视制片协调员,zh-CN
film/TV assistant production coordinator,影视制片协调助理,zh-CN
film/TV production assistant,影视制片助理,zh-CN
film-set construction coordinator,布景施工协调员,zh-CN
film-set construction foreman,布景施工领班,zh-CN
film art director,美术执行,zh-CN
film assistant art director,美术执行助理,zh-CN
film supervising art director,美术执行总监,zh-CN
film executive producer,监制,zh-CN
cinematography backlight,摄影逆光,zh-CN
camera-rig cheese plate,摄影机多孔安装板,zh-CN
Speed-Rail grip tubing system,Speed-Rail 铝管搭建系统,zh-CN
Mark it!,打板!,zh-CN
Check the gate!,检查片门!,zh-CN
ITU-R BT.709,ITU-R BT.709 高清电视色彩标准,zh-CN
ITU-R BT.2020,ITU-R BT.2020 超高清电视色彩标准,zh-CN
