source,target,tgt_lng
來自迷霧,From the Mists,en
供奉尤图拉,Tribute to Utula,en
侵蚀之触,Eroding Touch,en
侵蚀地面,Encroaching Ground,en
侵蝕鎖鏈,Eroding Chains,en
侷限喜悅,Confined Exaltation,en
便利信仰,Convenient Beliefs,en
俐落射擊,Clean Shot,en
保存實力,Preservation,en
保存良好的肋骨,Preserved Rib,en
保存良好的脊椎,Preserved Vertebrae,en
保存良好的鎖骨,Preserved Collarbone,en
保存良好的顎骨,Preserved Jawbone,en
保存良好的顱骨,Preserved Cranium,en
保护之结界符文,Warding Rune of Protection,en
保护者之弓,Protector Bow,en
保持警覺，善用掩護,"Stay Light, Use Cover",en
保持距离,Kept at Bay,en
保留,Reservation,en
保衛之盔,Warded Helm,en
保衛者之弓,Protector Bow,en
保護符文,Ward Rune,en
保险箱,Strongbox,en
俠客鎧甲,Raider Plate,en
信仰之嘲．融蠟,"Meltwax, Mockery of Faith",en
信仰之锤,The Hammer of Faith,en
信仰即為抉擇,Faith is a Choice,en
信仰存心,Inner Faith,en
信仰护腿,Faithful Leggings,en
信仰棱鏡,Prism of Belief,en
信仰的自由,Freedom of Faith,en
信徒之弓,Adherent Bow,en
信徒之衣,Adherent's Raiment,en
信徒袖带,Adherent Cuffs,en
信徒護腿,Adherent Leggings,en
信念之砧,The Anvil,en
信念的棱镜,Prism of Belief,en
信念的自由,Freedom of Faith,en
修士裝束,Marabout Garb,en
修罗入魔,Demonic Possession,en
個人風格,Personal Touch,en
倍化怪物,Multiplying Monstrosities,en
倍增怪物,Multiplying Monstrosities,en
倍增飑风,Multiplying Squalls,en
倒刺 I,Barbs I,en
倒刺 II,Barbs II,en
倒刺 III,Barbs III,en
倒刺护甲,Spiked Armour,en
倒刺护盾,Spiked Shield,en
倒刺护腕,Barbed Bracers,en
倒刺长矛,Barbed Spear,en
倫利之訓,Renly's Training,en
值得信賴的盟友,Trusted Partner,en
值得的稅負,Worthy Tithes,en
倾力裁决,Crushing Verdict,en
倾压剧毒,Overwhelming Toxicity,en
倾听者,Those Who Hear,en
倾泻火力！,Unleash Hell!,en
假人,Effigy,en
假面之盔,Visored Helm,en
假面巨盔,Masked Greathelm,en
偉大計劃,The Grand Project,en
偏僻外境,Outlands,en
偏执,Paranoia,en
偏斜,Deflect,en
偏转,Deflect,en
停尸间,Mortuary,en
停頓心跳,Heartstopping Presence,en
健壮符文,Robust Rune,en
健壯旅人,Hale Traveller,en
健康食谱,Robust Diet,en
側身之擊,Glancing Blows,en
側身擊中,Off-Balancing Retort,en
偶像崇拜,Idolatry,en
偶像崇敬,Idolatry,en
偷取,Leech,en
偷取毒素,Leeching Toxins,en
偷袭,Backstabbing,en
偷襲,Blindside,en
偽善魔偶,Idol of the Pharisee,en
傀儡大师,Puppet Master,en
傀儡大师几率,Puppet Master chance,en
備案,Backup Plan,en
储水区,Reservoir,en
催化,Catalysis,en
催化元素,Catalysing Elements,en
催化剂,Catalysts,en
催化反应,Catalysis,en
催化喜悅之兆,Omen of Catalysing Exaltation,en
催化崇高预兆,Omen of Catalysing Exaltation,en
傳奇典藏倉庫頁,Unique Collection Tab,en
傳導符文,Conductive Runes,en
傳承．二元性,Legacy of Duality,en
傳承．五芒屏障,Legacy of Chernobog's Pillar,en
傳承．凱林之翼,Legacy of Wings of Caelyn,en
傳承．刺棘之冠,Legacy of Crown of Thorns,en
傳承．刺棘寶甲,Legacy of Bramblejack,en
傳承．北方之爪,Legacy of Northpaw,en
傳承．史瓦林,Legacy of Svalinn,en
傳承．咒刻者,Legacy of Cursecarver,en
傳承．哨兵,Legacy of The Sentry,en
傳承．唐克哈特,Legacy of Dunkelhalt,en
傳承．喪鐘,Legacy of Deidbell,en
傳承．埃里安的鵝卵石,Legacy of Erian's Cobble,en
傳承．壕溝之音,Legacy of Trenchtimbre,en
傳承．崇敬之敵,Legacy of A Worthy Foe,en
傳承．布林漢的印記,Legacy of Brynhand's Mark,en
傳承．帝國之靴,Legacy of Legionstride,en
傳承．微笑騎士,Legacy of The Smiling Knight,en
傳承．怨毒花蕊,Legacy of Spiteful Floret,en
傳承．惡劣騎士,Legacy of The Vile Knight,en
傳承．愛勒弗,Legacy of Elevore,en
傳承．拂燼,Legacy of Ashrend,en
傳承．捍衛者,Legacy of Dionadair,en
傳承．斯塔空加之首,Legacy of Starkonja's Head,en
傳承．暗暮守夜,Legacy of Dusk Vigil,en
傳承．暴政之握,Legacy of Tyranny's Grip,en
傳承．束縛,Legacy of The Unleashed,en
傳承．橡誓者,Legacy of Oaksworn,en
傳承．歐伯恩的壁壘,Legacy of Obern's Bastion,en
傳承．歐洛瓦沙拉,Legacy of Olrovasara,en
傳承．毀面者,Legacy of Facebreaker,en
傳承．沉默之雷,Legacy of Mjölner,en
傳承．漂泊騎士,Legacy of The Knight-errant,en
傳承．灰製,Legacy of Greymake,en
傳承．狐毛鎧,Legacy of Foxshade,en
傳承．狼之禍,Legacy of Wulfsbane,en
傳承．獵豬,Legacy of Hoghunt,en
傳承．瑟雷之握,Legacy of Serle's Grit,en
傳承．生機之記,Legacy of Lifesprig,en
傳承．畸變星穹,Legacy of Twisted Empyrean,en
傳承．皇家衛甲,Legacy of Kingsguard,en
傳承．神諭,Legacy of Alkem Eira,en
傳承．突襲,Legacy of Bushwhack,en
傳承．符文探求者之喚,Legacy of Runeseeker's Call,en
傳承．腦亂者,Legacy of Brain Rattler,en
傳承．致命一擊,Legacy of Deathblow,en
傳承．艾多尼亞的自負,Legacy of Adonia's Ego,en
傳承．艾茲麥的榮光,Legacy of Ezomyte Peak,en
傳承．苦行之履,Legacy of Wanderlust,en
傳承．荒途,Legacy of Briskwrap,en
傳承．薔薇眼罩,Legacy of Briarpatch,en
傳承．血棘,Legacy of The Blood Thorn,en
傳承．製燭者,Legacy of Candlemaker,en
傳承．賓登之角,Legacy of Horns of Bynden,en
傳承．踐踏之鞋,Legacy of Trampletoe,en
傳承．鐵縛者,Legacy of Ironbound,en
傳承．阿莫爾．曼德拉戈拉,Legacy of Amor Mandragora,en
傳承．隆德爾．德．艾佐,Legacy of Rondel de Ezo,en
傳承．雷姆諾的奪命樂具,Legacy of Hrimnor's Hymn,en
傳承．電弧守護者,Legacy of Keeper of the Arc,en
傳承．驟雨之弦,Legacy of Quill Rain,en
傳承．鬃豬,Legacy of Bristleboar,en
傳承．黑辮,Legacy of Blackbraid,en
傳說之戰,Legendary Duels,en
傳說公鹿,The Fabled Stag,en
傳道者裝束,Evangelist Garb,en
傷害型異常狀態,Damaging Ailments,en
傷害轉換,Damage Conversion,en
傷痕信仰,Scarred Faith,en
傾瀉樹液,Spill the Sap,en
僥倖,Fluke,en
僧侶,Monk,en
僱用兵之命,Mercenary's Lot,en
儀式寶庫鑰匙,Ritualistic Reliquary Key,en
儀式斧槍,Ceremonial Halberd,en
儀式淨身,Ceremonial Ablution,en
儀式獻祭,Ritual Sacrifice,en
儀式行者,Ritualist,en
儀式詛咒,Ritualistic Curse,en
億萬年的宰制,Eons of Domination,en
億萬年的汙染,Eons of Contamination,en
優雅便鞋,Elegant Slippers,en
優雅十字弓,Elegant Crossbow,en
優雅巨盔,Elegant Greathelm,en
優雅脛甲,Elegant Greaves,en
優雅裹手,Elegant Wraps,en
優雅鎧甲,Elegant Plate,en
優雅長手套,Elegant Mitts,en
優雅長柄刀,Elegant Glaive,en
儲能,Energy Capacitor,en
兀鸣,Vis Mortis,en
元素之力,Elemental Force,en
元素之相,Elemental Equilibrium,en
元素之章,The Taming,en
元素伤害类型,Elemental Damage Types,en
元素使长袍,Elementalist Robe,en
元素催化,Catalysing Elements,en
元素军械 I,Elemental Armament I,en
元素军械 II,Elemental Armament II,en
元素军械 III,Elemental Armament III,en
元素利用,Exploit the Elements,en
元素地面,Elemental Ground Surfaces,en
元素地面效果,Elemental Ground Surfaces,en
元素大军,Elemental Army,en
元素專注,Elemental Focus,en
元素對抗,Against the Elements,en
元素崩裂,Elemental Sundering,en
元素异常状态,Elemental Ailments,en
元素异常状态时施放,Cast on Elemental Ailment,en
元素异常状态阈值,Elemental Ailment Threshold,en
元素弱點,Exploit the Elements,en
元素执政官,Elemental Archon,en
元素抗性光环,Elemental Resistance Aura,en
元素武裝 I,Elemental Armament I,en
元素武裝 II,Elemental Armament II,en
元素武裝 III,Elemental Armament III,en
元素汇流,Elemental Conflux,en
元素波動,Elemental Surges,en
元素涌动,Elemental Surges,en
元素湧動,Elemental Surge,en
元素灌注,Elemental Infusions,en
元素異常狀態門檻,Elemental Ailment Threshold,en
元素的庇护,Prism Guardian,en
元素碎裂,Elemental Sundering,en
元素祈求,Elemental Invocation,en
元素祈願,Elemental Invocation,en
元素統治者,Elemental Archon,en
元素结界,Sorcery Ward,en
元素脉轮,Chakra of Elements,en
元素虹吸,Elemental Siphon,en
元素表现,Elemental Expression,en
元素要害,Elemental Weakness,en
元素解放,Elemental Discharge,en
元素軍隊,Elemental Army,en
元素集中,Elemental Focus,en
元素风暴,Elemental Storm,en
兄弟会的耳语,Whisper of the Brotherhood,en
充盈弥散,Suffusion,en
充能偏转,Energising Deflection,en
充能印记,Charged Mark,en
充能射击 I,Charged Shots I,en
充能射击 II,Charged Shots II,en
充能执政官,Energising Archon,en
充能杖,Charged Staff,en
充能水晶,Energised Crystal,en
充能沉淀,Energised Precipitate,en
充能沉澱物,Energised Precipitate,en
充能滿盈 I,Charge Profusion I,en
充能滿盈 II,Charge Profusion II,en
充能符文,Charging Rune,en
充能調節,Charge Regulation,en
充能長杖,Charged Staff,en
充血,Engorged,en
兇殘迴響,Echoes of Ferocity,en
兇猛巨盔,Fierce Greathelm,en
兇猛怒吼,Ferocious Roar,en
先发制人,Preemptive Strike,en
先天甲殼,Innate Carapace,en
先機,Initiative,en
先知纹章盾,Seer Crest Shield,en
先祖之助,Ancestral Aid,en
先祖之引,Answered Call,en
先祖之恩,Grace of the Ancestors,en
先祖之灵,Ancestral Spirits,en
先祖之魂,Ancestral Spirits,en
先祖優雅,Grace of the Ancestors,en
先祖冠冕,Ancestral Tiara,en
先祖加持,Ancestral Boost,en
先祖加持法术,Ancestral Boosted Spells,en
先祖召唤 I,Ancestral Call I,en
先祖召唤 II,Ancestral Call II,en
先祖召唤 III,Ancestral Call III,en
先祖同心,Ancestral Unity,en
先祖塔盾,Ancestor Tower Shield,en
先祖威能,Ancestral Empowerment,en
先祖強化,Ancestral Boost,en
先祖強化法術,Ancestral Boosted Spells,en
先祖怒嚎 I,Ancestral Call I,en
先祖怒嚎 II,Ancestral Call II,en
先祖怒嚎 III,Ancestral Call III,en
先祖战吼,Ancestral Cry,en
先祖战士图腾,Ancestral Warrior Totem,en
先祖所向,Ancestral Reach,en
先祖援助,Ancestral Aid,en
先祖援手,Supportive Ancestors,en
先祖治癒,Ancestral Mending,en
先祖的传达,Ancestral Conduits,en
先祖的团结,Ancestral Unity,en
先祖的巧谋,Ancestral Artifice,en
先祖的愈合,Ancestral Mending,en
先祖的敏锐,Ancestral Alacrity,en
先祖神威,Ancestral Empowerment,en
先祖秘藏,Expedition,en
先祖秘藏日志,Expedition Logbook,en
先祖秘藏石板,Expedition Tablet,en
先祖詭計,Ancestral Artifice,en
先祖迅捷,Ancestral Alacrity,en
先祖锁甲,Ancestral Mail,en
先祖降临,Ancestral Reach,en
先祖頭冠,Ancestral Tiara,en
先祖魂约,Ancestral Bond,en
先聲奪人,Opening Move,en
先行者分離器,Precursor Separator,en
先行者改造器,Precursor Terraformer,en
先行者的秘密,Secrets of the Ancients,en
先行者精煉器,Precursor Refiner,en
先行者置換器,Precursor Displacer,en
先行者萃取器,Precursor Extractor,en
先行者高塔,Precursor Towers,en
先見之明,Second Sight,en
先见之明,Premeditation,en
先進彈藥,Advanced Munitions,en
先锋 I,Vanguard I,en
先锋 II,Vanguard II,en
先驱位移者,Precursor Displacer,en
