source,target,tgt_lng
malignant arteriolar nephrosclerosis,恶性小动脉性肾硬化症,zh-CN
mitral regurgitation,二尖瓣反流,zh-CN
mitral valve area,二尖瓣口面积,zh-CN
mitral stenosis,二尖瓣狭窄,zh-CN
dimercaprol,二巯丙醇,zh-CN
congenital tetralogy of Fallot,法洛四联症,zh-CN
reflux esophagitis,反流性食管炎,zh-CN
atrial septal defect,房间隔缺损,zh-CN
radioactive iodine,放射性碘,zh-CN
non-ST segment elevation acute coronary syndrome,非 ST 段抬高型急性冠脉综合征,zh-CN
non-ST-segment elevation myocardial infarction,非 ST 段抬高型心肌梗死,zh-CN
nontoxic goiter,非毒性甲状腺肿,zh-CN
non-Hodgkin lymphoma,非霍奇金淋巴瘤,zh-CN
unconjugated bilirubin,非结合胆红素,zh-CN
non-alcoholic fatty liver,非酒精性脂肪肝,zh-CN
non-alcoholic fatty liver disease,非酒精性脂肪性肝病,zh-CN
non-dilated left ventricular cardiomyopathy,非扩张型左心室心肌病,zh-CN
nonerosive reflux disease,非糜烂性反流病,zh-CN
non-small cell lung cancer,非小细胞肺癌,zh-CN
non-steroid anti-inflammatory drugs,非甾体抗炎药,zh-CN
hypertrophic cardiomyopathy,肥厚型心肌病,zh-CN
obesity,肥胖症,zh-CN
lung cancer,肺癌,zh-CN
Pneumocystis pneumonia,肺孢子菌肺炎,zh-CN
pulmonary hypertension,肺动脉高压,zh-CN
pulmonary tuberculosis,肺结核,zh-CN
pulmonary capillary wedge pressure,肺毛细血管楔压,zh-CN
pulmonary candidiasis,肺念珠菌病,zh-CN
lung abscess,肺脓肿,zh-CN
emphysema,肺气肿,zh-CN
pulmonary aspergillosis,肺曲霉病,zh-CN
Pancoast tumor,肺上沟瘤,zh-CN
pulmonary embolism,肺栓塞,zh-CN
pulmonary vascular resistance,肺血管阻力,zh-CN
pulmonary thromboembolism,肺血栓栓塞症,zh-CN
pneumonia,肺炎,zh-CN
Streptococcal pneumoniae pneumonia,肺炎链球菌肺炎,zh-CN
Chlamydia pneumoniae pneumonia,肺炎衣原体肺炎,zh-CN
Mycoplasmal pneumoniae pneumonia,肺炎支原体肺炎,zh-CN
pulmonary cryptococcosis,肺隐球菌病,zh-CN
cor pulmonale,肺源性心脏病,zh-CN
distributive shock,分布性休克,zh-CN
differential syndrome,分化综合征,zh-CN
catabolism,分解代谢,zh-CN
rheumatic fever,风湿热,zh-CN
rheumatic disease,风湿性疾病,zh-CN
fludarabine,氟达拉滨,zh-CN
relapsing polychondritis,复发性多软骨炎,zh-CN
paraneoplastic syndrome,副肿瘤综合征,zh-CN
peritoneal dialysis,腹膜透析,zh-CN
ascites,腹腔积液,zh-CN
abdominal pain,腹痛,zh-CN
interferon-α,干扰素-α,zh-CN
Sjögren syndrome,干燥综合征,zh-CN
triglyceride,甘油三酯,zh-CN
hepatic sinusoidal obstruction syndrome,肝窦阻塞综合征,zh-CN
hepatopulmonary syndrome,肝肺综合征,zh-CN
hepatorenal syndrome,肝肾综合征,zh-CN
heparin-induced thrombocytopenia,肝素诱导的血小板减少症,zh-CN
hepatocellular carcinoma,肝细胞癌,zh-CN
hepatic encephalopathy,肝性脑病,zh-CN
liver cirrhosis,肝硬化,zh-CN
infective endocarditis,感染性心内膜炎,zh-CN
septic shock,感染性休克,zh-CN
sepsis,脓毒症,zh-CN
stem cell factor,干细胞因子,zh-CN
advanced life support,高级生命支持,zh-CN
hyperkalemia,高钾血症,zh-CN
high density lipoprotein-cholesterol,高密度脂蛋白胆固醇,zh-CN
hypernatremia,高钠血症,zh-CN
hyperuricemia,高尿酸血症,zh-CN
homoharringtonine,高三尖杉酯碱,zh-CN
hyperosmolar hyperglycemic syndrome,高渗高血糖综合征,zh-CN
hypertensive nephrosclerosis,高血压肾硬化症,zh-CN
obstructive shock,梗阻性休克,zh-CN
functional gastrointestinal disorders,功能性胃肠病,zh-CN
functional dyspepsia,功能性消化不良,zh-CN
donor lymphocyte infusion,供者淋巴细胞输注,zh-CN
skeletal-connective tissue syndromes,骨骼-结缔组织综合征,zh-CN
osteoarthritis,骨关节炎,zh-CN
bone mass,骨量,zh-CN
myelodysplastic neoplasms,骨髓增生异常性肿瘤,zh-CN
myeloproliferative neoplasm,骨髓增殖性肿瘤,zh-CN
osteoporosis,骨质疏松症,zh-CN
coronary artery disease,冠心病,zh-CN
coronary artery bypass graft,冠状动脉旁路移植术,zh-CN
coronary angiography,冠状动脉造影,zh-CN
coronary atherosclerotic heart disease,冠状动脉粥样硬化性心脏病,zh-CN
optical coherence tomography,光学相干断层扫描,zh-CN
international prognostic index,国际预后指数,zh-CN
anaphylactoid purpura,过敏性紫癜,zh-CN
Heinz body,海因茨小体,zh-CN
anabolism,合成代谢,zh-CN
erythrocyte glucose-6-phosphate dehydrogenase deficiency,红细胞葡萄糖-6-磷酸脱氢酶（G-6-PD）缺乏症,zh-CN
metagenomic next generation sequencing,宏基因组下一代测序,zh-CN
ventilator associated pneumonia,呼吸机相关性肺炎,zh-CN
respiratory failure,呼吸衰竭,zh-CN
metaplasia,化生,zh-CN
cyclosporin,环孢素,zh-CN
cycloxygenase,环氧化酶,zh-CN
active plasma cell myeloma,活动性骨髓瘤,zh-CN
Hodgkin lymphoma,霍奇金淋巴瘤,zh-CN
Eaton-Lambert syndrome,肌无力样综合征,zh-CN
active surveillance,积极监测,zh-CN
basic life support,基础生命支持,zh-CN
hormone,激素,zh-CN
very low density lipoprotein cholesterol,极低密度脂蛋白胆固醇,zh-CN
blastic phase or blast crisis,急变期,zh-CN
rapidly progressive glomerulonephritis,急进性肾小球肾炎,zh-CN
acute leukemia,急性白血病,zh-CN
acute lung injury,急性肺损伤,zh-CN
recurrent acute pancreatitis,急性复发性胰腺炎,zh-CN
acute abdominal pain,急性腹痛,zh-CN
acute liver failure,急性肝衰竭,zh-CN
acute high altitude sickness,急性高原病,zh-CN
acute obstructive cholangitis,急性梗阻性化脓性胆管炎,zh-CN
acute coronary syndrome,急性冠脉综合征,zh-CN
acute respiratory distress syndrome,急性呼吸窘迫综合征,zh-CN
acute necrotic collection,急性坏死物集聚,zh-CN
acute interstitial nephritis,急性间质性肾炎,zh-CN
acute rejection,急性排斥反应,zh-CN
acute tracheobronchitis,急性气管支气管炎,zh-CN
acute upper respiratory tract infection,急性上呼吸道感染,zh-CN
acute kidney injury,急性肾损伤,zh-CN
acute glomerulonephritis,急性肾小球肾炎,zh-CN
acute physiology and chronic health evaluation Ⅱ score,急性生理和慢性健康状况Ⅱ评分,zh-CN
acute pericarditis,急性心包炎,zh-CN
acute myocardial infarction,急性心肌梗死,zh-CN
acute heart failure,急性心力衰竭,zh-CN
acute vasoreactivity test,急性血管反应试验,zh-CN
acute nitrite poisoning,急性亚硝酸盐中毒,zh-CN
acute pancreatitis,急性胰腺炎,zh-CN
acute ethanol poisoning,急性乙醇中毒,zh-CN
acute organic phosphorus insecticide poisoning,急性有机磷杀虫药中毒,zh-CN
acute sedative hypnotic poisoning,急性镇静催眠药中毒,zh-CN
acute poisoning,急性中毒,zh-CN
colony-stimulating factor,集落刺激因子,zh-CN
spondyloarthritis,脊柱关节炎,zh-CN
secondary hypertension,继发性高血压,zh-CN
accelerated phase,加速期,zh-CN
family adenomatous polyposis,家族性腺瘤性息肉病,zh-CN
imatinib mesylate,甲磺酸伊马替尼,zh-CN
methimazole,甲巯咪唑,zh-CN
hypoparathyroidism,甲状旁腺功能减退症,zh-CN
hyperparathyroidism,甲状旁腺功能亢进症,zh-CN
parathyroid hormone,甲状旁腺激素,zh-CN
thyroid carcinoma,甲状腺癌,zh-CN
thyroid stimulating antibody,甲状腺刺激性抗体,zh-CN
thyrotoxic periodic paralysis,甲状腺毒性周期性瘫痪,zh-CN
thyrotoxicosis,甲状腺毒症,zh-CN
hypothyroidism,甲状腺功能减退症,zh-CN
hyperthyroidism,甲状腺功能亢进症,zh-CN
euthyroid sick syndrome,甲状腺功能正常的病态综合征,zh-CN
thyroid hormone resistance syndrome,甲状腺激素抵抗综合征,zh-CN
thyroid nodule,甲状腺结节,zh-CN
medullary thyroid carcinoma,甲状腺髓样癌,zh-CN
thyroid storm,甲状腺危象,zh-CN
dysthyroid optic neuropathy,甲状腺相关眼病视神经病变,zh-CN
thyroiditis,甲状腺炎,zh-CN
thyroid blocking antibody,甲状腺阻断性抗体,zh-CN
potassium-competitive acid blockers,钾离子竞争性酸阻滞剂,zh-CN
pseudopyloric metaplasia,假幽门腺化生,zh-CN
anaplastic large cell lymphoma,间变性大细胞淋巴瘤,zh-CN
interstitial lung disease,间质性肺疾病,zh-CN
interstitial pneumonia,间质性肺炎,zh-CN
plasma cell dyscrasia,浆细胞病,zh-CN
capsule endoscopy,胶囊内镜,zh-CN
conjugated bilirubin,结合胆红素,zh-CN
tuberculous peritonitis,结核性腹膜炎,zh-CN
sarcoidosis,结节病,zh-CN
polyarteritis nodosa,结节性多动脉炎,zh-CN
colorectal cancer,结直肠癌,zh-CN
withdrawal syndrome,戒断综合征,zh-CN
high flow nasal cannula,经鼻高流量吸氧,zh-CN
transcatheter edge-to-edge repair,经导管二尖瓣缘对缘修复术,zh-CN
transcatheter aortic valve replacement,经导管主动脉瓣置换术,zh-CN
transjugular intrahepatic portosystemic shunt,经颈静脉肝内门体静脉分流术,zh-CN
endoscopic retrograde cholangiopancreatography,经内镜逆行胆胰管造影术,zh-CN
catheter-based renal sympathetic denervation,经皮导管消融肾动脉去交感神经术,zh-CN
percutaneous coronary intervention,经皮冠状动脉介入术,zh-CN
percutaneous balloon mitral valvuloplasty,经皮球囊二尖瓣成形术,zh-CN
percutaneous balloon aortic valvuloplasty,经皮主动脉瓣球囊成形术,zh-CN
transbronchial lung biopsy,经支气管肺活检,zh-CN
transbronchial lung cryobiopsy,经支气管冷冻肺活检,zh-CN
arginine vasopressin,精氨酸加压素,zh-CN
pretibial myxedema,胫前黏液性水肿,zh-CN
venous thromboembolism,静脉血栓栓塞症,zh-CN
alcoholic liver disease,酒精性肝病,zh-CN
focal segmental lesion,局灶节段性肾小球病变,zh-CN
focal segmental glomerulosclerosis,局灶节段性肾小球硬化,zh-CN
gigantism,巨人症,zh-CN
macrophage activation syndrome,巨噬细胞活化综合征,zh-CN
cytomegalovirus,巨细胞病毒,zh-CN
giant cell arteritis,巨细胞动脉炎,zh-CN
megaloblastic anemia,巨幼细胞贫血,zh-CN
Legionella pneumonia,军团菌肺炎,zh-CN
open lung biopsy,开胸肺活检,zh-CN
anti-nuclear antibody,抗核抗体,zh-CN
antithyroid drug,抗甲状腺药物,zh-CN
syndrome of inappropriate antidiuresis,抗利尿不适当综合征,zh-CN
antidiuretic hormone,抗利尿激素,zh-CN
syndrome of inappropriate secretion of antidiuretic hormone,抗利尿激素分泌失调综合征,zh-CN
antiphospholipid syndrome,抗磷脂综合征,zh-CN
human epidermal growth factor receptor 2,抗人表皮生长因子受体-2,zh-CN
cough variant asthma,咳嗽变异性哮喘,zh-CN
soluble guanylate cyclase,可溶性鸟苷酸环化酶,zh-CN
Crohn disease,克罗恩病,zh-CN
fasting plasma glucose,空腹血糖,zh-CN
impaired fasting glucose,空腹血糖受损,zh-CN
oral glucose tolerance test,口服葡萄糖耐量试验,zh-CN
Cushing disease,库欣病,zh-CN
Cushing syndrome,库欣综合征,zh-CN
ulcerative colitis,溃疡性结肠炎,zh-CN
dilated cardiomyopathy,扩张型心肌病,zh-CN
lupus nephritis,狼疮性肾炎,zh-CN
tyrosine kinase inhibitor,酪氨酸激酶抑制剂,zh-CN
carcinoid syndrome,类癌综合征,zh-CN
rheumatoid arthritis,类风湿关节炎,zh-CN
cold agglutinin disease,冷凝集素病,zh-CN
cold agglutinin syndrome,冷凝集素综合征,zh-CN
rifampicin,利福平,zh-CN
rituximab,利妥昔单抗,zh-CN
continuous renal replacement therapy,连续性肾脏替代治疗,zh-CN
streptomycin,链霉素,zh-CN
benign arteriolar nephrosclerosis,良性小动脉性肾硬化症,zh-CN
clinical activity score,临床活动性评分,zh-CN
lymphoma,淋巴瘤,zh-CN
phosphatidylinositol glycan class A,磷脂酰肌醇聚糖 A,zh-CN
follicular lymphoma,滤泡性淋巴瘤,zh-CN
patent foramen ovale,卵圆孔未闭,zh-CN
mycophenolate mofetil,吗替麦考酚酯,zh-CN
chronic leukemia,慢性白血病,zh-CN
chronic cholecystitis,慢性胆囊炎,zh-CN
chronic pulmonary aspergillosis,慢性肺曲霉病,zh-CN
chronic abdominal pain,慢性腹痛,zh-CN
chronic diarrhea,慢性腹泻,zh-CN
chronic high altitude sickness,慢性高原病,zh-CN
chronic high altitude reaction,慢性高原反应,zh-CN
chronic coronary syndrome,慢性冠脉综合征,zh-CN
chronic coronary disease,慢性冠状动脉疾病,zh-CN
chronic interstitial nephritis,慢性间质性肾炎,zh-CN
chronic lymphocytic leukemia,慢性淋巴细胞白血病,zh-CN
chronic glomerulonephritis,慢性肾小球肾炎,zh-CN
chronic kidney disease,慢性肾脏病,zh-CN
chronic myelogenous leukemia,慢性髓系白血病,zh-CN
chronic heart failure,慢性心力衰竭,zh-CN
chronic thromboembolic pulmonary hypertension,慢性血栓栓塞性肺动脉高压,zh-CN
chronic thromboembolic pulmonary disease,慢性血栓栓塞性肺疾病,zh-CN
chronic pancreatitis,慢性胰腺炎,zh-CN
chronic bronchitis,慢性支气管炎,zh-CN
chronic poisoning,慢性中毒,zh-CN
chronic obstructive pulmonary disease,慢性阻塞性肺疾病,zh-CN
smoldering plasma cell myeloma,冒烟性骨髓瘤,zh-CN
New York Heart Association,美国纽约心脏病学会,zh-CN
portal hypertension,门静脉高压,zh-CN
cavernous transformation of the portal vein,门静脉海绵样变,zh-CN
portal vein thrombosis,门静脉血栓,zh-CN
diffuse large B-cell lymphoma,弥漫大 B 细胞淋巴瘤,zh-CN
diffuse alveolar damage,弥漫性肺泡损伤,zh-CN
diffuse glomerulonephritis,弥漫性肾小球肾炎,zh-CN
diffuse parenchymal lung disease,弥漫性实质性肺疾病,zh-CN
disseminated intravascular coagulation,弥散性血管内凝血,zh-CN
immune-checkpoint inhibitor,免疫检查点抑制剂,zh-CN
rodenticide,灭鼠药,zh-CN
membranous nephropathy,膜性肾病,zh-CN
naloxone,纳洛酮,zh-CN
sodium-glucose cotransporter 2 inhibitors,钠-葡萄糖共转运蛋白 2 抑制剂,zh-CN
cerebral salt wasting syndrome,脑盐耗综合征,zh-CN
endocrine,内分泌,zh-CN
endocrine syndromes,内分泌综合征,zh-CN
endoscopic mucosal resection,内镜黏膜切除术,zh-CN
endoscopic submucosal dissection,内镜黏膜下剥离术,zh-CN
endoscopic variceal ligation,内镜曲张静脉套扎术,zh-CN
endoscopic sphincterotomy,内镜十二指肠乳头括约肌切开术,zh-CN
intrinsic factor,内因子,zh-CN
myxedematous coma,黏液性水肿昏迷,zh-CN
diabetes insipidus,尿崩症,zh-CN
pesticide,农药,zh-CN
hypersplenism,脾功能亢进,zh-CN
mean pulmonary artery pressure,平均肺动脉压,zh-CN
staphylococcal pneumonia,葡萄球菌肺炎,zh-CN
unfractionated heparin,普通肝素,zh-CN
airway hyperresponsiveness,气道高反应性,zh-CN
pneumothorax,气胸,zh-CN
chimeric antigen receptor T-cell,嵌合抗原受体 T 细胞,zh-CN
ankylosing spondylitis,强直性脊柱炎,zh-CN
hydroxycarbamide,羟基脲,zh-CN
Hashimoto thyroiditis,桥本甲状腺炎,zh-CN
invasive pulmonary aspergillosis,侵袭性肺曲霉病,zh-CN
norepinephrine,去甲肾上腺素,zh-CN
whole body scan,全身显像,zh-CN
total-body irradiation,全身照射,zh-CN
mineralocorticoid receptor antagonist,醛固酮受体拮抗剂,zh-CN
iron deficiency anemia,缺铁性贫血,zh-CN
ischemic nephropathy,缺血性肾病,zh-CN
ischemic cardiomyopathy,缺血性心肌病,zh-CN
ischemic heart disease,缺血性心脏病,zh-CN
heat cramp,热痉挛,zh-CN
heatstroke,热（日）射病,zh-CN
heat exhaustion,热衰竭,zh-CN
prosthetic valve endocarditis,人工瓣膜心内膜炎,zh-CN
human leukocyte antigen,人类白细胞抗原,zh-CN
gestational transient thyrotoxicosis,妊娠期一过性甲状腺毒症,zh-CN
gestational diabetes mellitus,妊娠糖尿病,zh-CN
hemolysis,溶血,zh-CN
hemolytic anemia,溶血性贫血,zh-CN
hemolytic state,溶血状态,zh-CN
dysfunction or rupture of papillarymuscle,乳头肌功能失调或断裂,zh-CN
Charcot triad,沙尔科三联征,zh-CN
intraepithelial neoplasia,上皮内瘤变,zh-CN
upper airway cough syndrome,上气道咳嗽综合征,zh-CN
upper gastrointestinal bleeding,上消化道出血,zh-CN
community acquired pneumonia,社区获得性肺炎,zh-CN
catheter radiofrequency ablation,射频消融术,zh-CN
HF with preserved EF,射血分数保留型心衰,zh-CN
HF with improved EF,射血分数改善的心衰,zh-CN
HF with reduced EF,射血分数降低的心衰,zh-CN
deep molecular response,深层分子学反应,zh-CN
neuroendocrine cancer,神经内分泌癌,zh-CN
neuroendocrine tumor,神经内分泌瘤,zh-CN
neuroendocrine neoplasm,神经内分泌肿瘤,zh-CN
nephrotic syndrome,肾病综合征,zh-CN
renal artery embolism,肾动脉栓塞,zh-CN
renal artery stenosis,肾动脉狭窄,zh-CN
renal artery thrombosis,肾动脉血栓形成,zh-CN
renal vein thrombosis,肾静脉血栓形成,zh-CN
renin-angiotensin-aldosterone system,肾素-血管紧张素-醛固酮系统,zh-CN
tubulointerstitial nephritis,肾小管间质性肾炎,zh-CN
tubulointerstitial nephritis-uveitis syndrome,肾小管间质性肾炎-葡萄膜炎综合征,zh-CN
glomerulus,肾小球,zh-CN
glomerular basement membrane,肾小球基底膜,zh-CN
glomerular filtration rate,肾小球滤过率,zh-CN
minor glomerular lesion,肾小球轻微病变,zh-CN
nephrogenic syndrome ofinappropriate antidiuresis,肾性抗利尿不适当综合征,zh-CN
nephrogenic diabetes insipidus,肾性尿崩症,zh-CN
renal vascular hypertension,肾血管性高血压,zh-CN
nephritis syndrome,肾炎综合征,zh-CN
growth hormone deficiency,生长激素缺乏症,zh-CN
water loss,失水,zh-CN
duodenal ulcer,十二指肠溃疡,zh-CN
carcinoma of esophagus,食管癌,zh-CN
esophagogastric varices,食管胃底静脉曲张,zh-CN
esophagogastric varicealbleeding,食管胃底静脉曲张出血,zh-CN
lower esophageal sphincter,食管下括约肌,zh-CN
ventricular septal defect,室间隔缺损,zh-CN
pheochromocytoma,嗜铬细胞瘤,zh-CN
hemophagocytic lymphohistiocytosis,噬血细胞性淋巴组织细胞增生症,zh-CN
first medical contact,首次医疗接触,zh-CN
transfusion medicine,输血医学,zh-CN
embolism,栓塞,zh-CN
water excess,水过多,zh-CN
water intoxication,水中毒,zh-CN
apnea-hypopnea index,睡眠呼吸暂停低通气指数,zh-CN
host versus graft reaction,宿主抗移植物反应,zh-CN
extramedullary hematopoiesis,髓外造血,zh-CN
constrictive pericarditis,缩窄性心包炎,zh-CN
tacrolimus,他克莫司,zh-CN
glycated albumin,糖化白蛋白,zh-CN
glycosylphosphatidylinositol,糖基磷脂酰肌醇,zh-CN
impaired glucose tolerance,糖耐量减低,zh-CN
diabetes mellitus,糖尿病,zh-CN
diabetic kidney disease,糖尿病肾脏病,zh-CN
diabetic ketoacidosis,糖尿病酮症酸中毒,zh-CN
diabetic retinopathy,糖尿病性视网膜病变,zh-CN
impaired glucose regulation,糖调节受损,zh-CN
mantle cell lymphoma,套细胞淋巴瘤,zh-CN
idiopathic pulmonary arterial hypertension,特发性肺动脉高压,zh-CN
idiopathic pulmonary fibrosis,特发性肺纤维化,zh-CN
idiopathic interstitial pneumonia,特发性间质性肺炎,zh-CN
idiopathic membranous nephropathy,特发性膜性肾病,zh-CN
idiopathic inflammatory myopathy,特发性炎症性肌病,zh-CN
idiopathic pancreatitis,特发性胰腺炎,zh-CN
extracorporeal membrane oxygenation,体外膜肺氧合,zh-CN
extracorporeal cardiopulmonary resuscitation,体外心肺复苏,zh-CN
body mass index,体重指数,zh-CN
aspartate aminotransferase,天冬氨酸转氨酶,zh-CN
ventilation/perfusion imaging,通气/灌注显像,zh-CN
gout,痛风,zh-CN
peripheral T-cell lymphoma,外周 T 细胞淋巴瘤（非特指型）,zh-CN
peripheral arterial disease,外周动脉疾病,zh-CN
cell-free tumor DNA,外周血游离肿瘤 DNA,zh-CN
complete remission,完全缓解,zh-CN
critical care medicine,危重症医学,zh-CN
minimally invasive adenocarcinoma,微浸润性腺癌,zh-CN
minimal change disease,微小病变型肾病,zh-CN
atrophy,萎缩,zh-CN
unclassified glomerulonephritis,未分类的肾小球肾炎,zh-CN
gastric cancer,胃癌,zh-CN
gastroscopy,胃镜,zh-CN
gastric ulcer,胃溃疡,zh-CN
gastroesophageal reflux disease,胃食管反流病,zh-CN
stable angina pectoris,稳定型心绞痛,zh-CN
non-invasive positive pressure ventilation,无创正压通气,zh-CN
pulseless electrical activity,无脉性电活动,zh-CN
painless thyroiditis,无痛性甲状腺炎,zh-CN
asymptomatic hematuria and/or proteinuria,无症状性血尿和/或蛋白尿,zh-CN
treatment free remission,无治疗缓解,zh-CN
Sheehan syndrome,希恩综合征,zh-CN
gastric lavage,洗胃,zh-CN
mesangial proliferative glomerulonephritis,系膜增生性肾小球肾炎,zh-CN
systemic lupus erythematosus,系统性红斑狼疮,zh-CN
systemic sclerosis,系统性硬化症,zh-CN
hypothalamus,下丘脑,zh-CN
lower gastrointestinal bleeding,下消化道出血,zh-CN
congenital dyserythropoietic anemia,先天性红细胞生成异常性贫血,zh-CN
congenital adrenal hyperplasia,先天性肾上腺皮质增生症,zh-CN
fibrin（ogen）degradation product,纤维蛋白（原）降解产物,zh-CN
fibromuscular dysplasia,纤维肌发育不良,zh-CN
fibromyalgia syndrome,纤维肌痛综合征,zh-CN
restrictive cardiomyopathy,限制型心肌病,zh-CN
matched unrelated donor,相合无血缘供者,zh-CN
gastrointestinal bleeding,消化道出血,zh-CN
peptic ulcer,消化性溃疡,zh-CN
nitroglycerin,硝酸甘油,zh-CN
isosorbide dinitrate,硝酸异山梨酯,zh-CN
small intestine bleeding,小肠出血,zh-CN
enteroscopy,小肠镜,zh-CN
arteriolar nephrosclerosis,小动脉性肾硬化症,zh-CN
small cell lung cancer,小细胞肺癌,zh-CN
pericardial effusion,心包积液,zh-CN
cardiopulmonary resuscitation,心肺复苏,zh-CN
cardiac dysfunction,心功能不全,zh-CN
cardiomyopathy,心肌病,zh-CN
post-infarction syndrome,心肌梗死后综合征,zh-CN
heart failure,心力衰竭,zh-CN
cardiac aneurysm,心室壁瘤,zh-CN
ventricular remodeling,心室重塑,zh-CN
cardiovascular neurosis,心血管神经症,zh-CN
cardiogenic shock,心源性休克,zh-CN
valvular heart disease,心脏瓣膜病,zh-CN
cardiac magnetic resonance,心脏磁共振,zh-CN
rupture of the heart,心脏破裂,zh-CN
sudden cardiac death,心脏性猝死,zh-CN
cardiac tamponade,心脏压塞,zh-CN
cardiac resynchronization therapy,心脏再同步治疗,zh-CN
cardiac arrest,心脏骤停,zh-CN
post cardiac arrest syndrome,心脏骤停后综合征,zh-CN
disorder of sex development,性发育异常疾病,zh-CN
pleural effusion,胸腔积液,zh-CN
shock,休克,zh-CN
angiotensin receptor neprilysin inhibitor,血管紧张素受体脑啡肽酶抑制剂,zh-CN
angiotensin receptor blockers,血管紧张素受体抑制剂,zh-CN
angiotensin converting enzyme inhibitors,血管紧张素转换酶抑制剂,zh-CN
angioimmunoblastic T cell lymphoma,血管免疫母细胞性 T 细胞淋巴瘤,zh-CN
intravascular ultrasound,血管内超声,zh-CN
