source,target,tgt_lng
Gauge,水位计,zh-CN
River gauge,水文测站,zh-CN
Rating curve,水位—流量关系曲线,zh-CN
Rapid,急流,zh-CN
Pool-drop,跌水—深潭交替型河段,zh-CN
Braided,辫状河道,zh-CN
Meanders,曲流河段,zh-CN
Cutbank,凹岸,zh-CN
Point bar,凸岸边滩,zh-CN
Constriction,河道收窄,zh-CN
Undercut,掏蚀岸壁,zh-CN
Log jam,木材堵塞,zh-CN
Strainer,滤水障碍物,zh-CN
Sweeper,扫水树枝,zh-CN
Rock garden,乱石河段,zh-CN
Boulder garden,巨石密布河段,zh-CN
Wave train,站立浪列,zh-CN
Trailing wakes,尾迹波,zh-CN
Hole,水洞,zh-CN
Keeper,滞留型水洞,zh-CN
Backwash,回卷流,zh-CN
Boil,上涌流,zh-CN
Boil line,翻涌分界线,zh-CN
Tongue,舌状水流,zh-CN
Sieve,岩隙通水结构,zh-CN
Pillow,枕浪,zh-CN
Eddy,回水区,zh-CN
Eddy line,回水线,zh-CN
Eddy fence,回水栅状流,zh-CN
Seam,水流接缝,zh-CN
Shear zone,剪切区,zh-CN
Big water,大流量白水,zh-CN
Creeking,陡溪划行,zh-CN
Horizon line,水面断线,zh-CN
Aeration,水流掺气,zh-CN
Green water,低掺气水,zh-CN
Laminar flow,层流,zh-CN
Turbulent flow,紊流,zh-CN
Drop,跌水,zh-CN
Merging channels,汊道汇合处,zh-CN
Helical current,螺旋流,zh-CN
Cork-screw current,螺旋流,zh-CN
Flash flood,骤发洪水,zh-CN
Pushiness,水流推压感,zh-CN
Recovery zone,恢复区,zh-CN
Conveyor belt,传送带式水流,zh-CN
Risk,风险,zh-CN
Hazard,危险源,zh-CN
Entrapment hazard,卡陷危险,zh-CN
Entanglement hazard,缠绕危险,zh-CN
Entrapment,卡陷,zh-CN
Foot entrapment,脚部卡陷,zh-CN
Defensive swimming,防御式游泳,zh-CN
Offensive swimming,主动脱险游泳,zh-CN
Swim,落水,zh-CN
Swimmer,落水者,zh-CN
River knife,急流救援刀,zh-CN
Throw bag,抛绳包,zh-CN
Throw rope,抛绳,zh-CN
Thrower,抛绳救援者,zh-CN
Safety boat,救援船,zh-CN
Set safety,布置救援保护,zh-CN
Setting safety,布置救援保护,zh-CN
Staged safety,分段布置救援保护,zh-CN
Safety role,救援保护职责,zh-CN
Talk,口头引导,zh-CN
Reach,伸递救援,zh-CN
Wade,涉水接近,zh-CN
Throw,抛绳救援,zh-CN
Point positive,指向安全方向,zh-CN
Swiftwater,急流环境,zh-CN
Swiftwater rescue,急流救援,zh-CN
Swiftwater entry,急流入水,zh-CN
Rescue swimmer,入水救援员,zh-CN
Belayed swimming,绳索保护游进,zh-CN
Shallow water crossing,浅水横渡,zh-CN
Wading,涉水,zh-CN
Belay,绳索保护,zh-CN
Standing hip belay,站姿髋部保护,zh-CN
Sitting belay,坐姿绳索保护,zh-CN
Dynamic belay,动态保护,zh-CN
Friction belay,摩擦保护,zh-CN
Belayer,绳索保护者,zh-CN
Cinch line,环抱收紧绳,zh-CN
Stabilization line,稳定绳,zh-CN
Belayed lower,绳索保护下降,zh-CN
Tension diagonal,张紧斜渡线,zh-CN
Extension rescue,延伸器材救援,zh-CN
Pinned boat,卡船,zh-CN
Rope system,绳索系统,zh-CN
Vector pull,矢量牵引,zh-CN
Mechanical advantage,机械倍力,zh-CN
Progress capture,进度捕捉,zh-CN
Prusik,普鲁士结,zh-CN
Munter hitch,意大利半扣,zh-CN
Load-sharing anchor,分载锚系统,zh-CN
Self-equalizing anchor,自动均力锚系统,zh-CN
Magic X,Magic X 自动均力锚系统,zh-CN
Z-pull,Z 形倍力拖拽系统,zh-CN
TPU,TPU,zh-CN
Denier,旦尼尔,zh-CN
Self-bailing,自排水式,zh-CN
Wet bond,湿式粘接,zh-CN
Contact bond,接触式粘接,zh-CN
Heat reactivation,加热再活化,zh-CN
MEK,丁酮（MEK）,zh-CN
Roller tool,压合滚轮,zh-CN
D-ring patch,D 环补片,zh-CN
Repair kit,修理包,zh-CN
Field repair,现场修理,zh-CN
Home repair,固定场所修理,zh-CN
Vinyl underwater tape,乙烯基水下胶带,zh-CN
Sheathing tape,建筑包覆胶带,zh-CN
Tenacious Tape,Tenacious Tape 修补胶带,zh-CN
Duct tape,布基胶带,zh-CN
Patch material,补片材料,zh-CN
Baseball stitch,棒球缝法,zh-CN
Heat-seal fabric,热封面料,zh-CN
Re-weld,重新热焊,zh-CN
Gasket,密封件,zh-CN
Nozzle,充气嘴,zh-CN
Slider,拉链拉头,zh-CN
Dock,拉链对接座,zh-CN
Chain,拉链链带,zh-CN
Adhesive accelerator,胶粘剂固化促进剂,zh-CN
Active navigation,主动导航,zh-CN
Fetch,风程,zh-CN
Breaking waves,破碎浪,zh-CN
Shoals,浅滩,zh-CN
Rips,离岸流,zh-CN
Tidal currents,潮流,zh-CN
Slack water,憩流,zh-CN
Flood,涨潮流,zh-CN
Ebb,落潮流,zh-CN
Longshore current,沿岸流,zh-CN
Dead reckoning,航位推算,zh-CN
Range markers,导标,zh-CN
Shore break,岸边破碎浪,zh-CN
Hypothermia,低体温症,zh-CN
Hemorrhage,出血,zh-CN
Tourniquet,止血带,zh-CN
Rescue breathing,人工呼吸,zh-CN
Positive pressure ventilation,正压通气,zh-CN
Pulmonary edema,肺水肿,zh-CN
Cold water immersion syndrome,冷水浸没综合征,zh-CN
Recovery position,恢复体位,zh-CN
Urgent evacuation,紧急撤离,zh-CN
Non-urgent evacuation,非紧急撤离,zh-CN
Rescue asset,救援资源,zh-CN
Personal Locator Beacon,个人定位信标（PLB）,zh-CN
Garmin Response,Garmin Response 应急响应中心,zh-CN
International Emergency Response Coordination Center,国际应急响应协调中心（IERCC）,zh-CN
Rescue Coordination Centre,救援协调中心（RCC）,zh-CN
Regional Rescue Coordination Center,区域救援协调中心（RCC）,zh-CN
Wilderness First Responder,野外第一响应员（WFR）,zh-CN
CPR,心肺复苏（CPR）,zh-CN
Mammalian dive reflex,哺乳动物潜水反射,zh-CN
Swimming failure,游泳功能衰竭,zh-CN
Flush drowning,急流冲刷型溺水,zh-CN
Dislocated shoulder,肩关节脱位,zh-CN
Shoulder reduction,肩关节复位,zh-CN
Cunningham technique,Cunningham 复位法,zh-CN
Traumatic Brain Injury,创伤性脑损伤（TBI）,zh-CN
Intracranial pressure,颅内压（ICP）,zh-CN
Junctional wound,交界部位伤口,zh-CN
Homeostasis,内稳态,zh-CN
Risk assessment,风险评估,zh-CN
Exposure,暴露度,zh-CN
Vulnerability,脆弱性,zh-CN
Heuristics,启发式判断,zh-CN
Heuristic traps,启发式陷阱,zh-CN
Risk tolerance,风险容忍度,zh-CN
Near-miss,未遂险情,zh-CN
Safety drift,安全标准漂移,zh-CN
Safety net,安全保障,zh-CN
Trip plan,行程计划,zh-CN
In-town contact,留守联系人,zh-CN
Difficulty rating,难度评级,zh-CN
River rating,河流难度评级,zh-CN
Class I,I 级,zh-CN
Class II,II 级,zh-CN
Class III,III 级,zh-CN
Class IV,IV 级,zh-CN
Class V,V 级,zh-CN
Class VI,VI 级,zh-CN
Pathlines,行进路径线,zh-CN
Marker,参照标志,zh-CN
Lead paddler,领划,zh-CN
Sweep paddler,收尾划手,zh-CN
Line-of-sight,视线联系,zh-CN
