source,target,tgt_lng
"biometrics","生物特征证件",zh-CN
"Bioplastic","生物塑料",zh-CN
"BiotiCorp","生物技术公司",zh-CN
"Bipasha Zhu","碧帕莎·朱",zh-CN
"Birthplace of Vortex Thorson","""涡旋""索森的出生地",zh-CN
"Bisbee","【暂定】比斯比",zh-CN
"Bit Zeros","零比特",zh-CN
"BlacJac Security","黑杰克安保",zh-CN
"Black","黑色",zh-CN
"Black Bean Ramian","黑豆拉面",zh-CN
"Black Cherry","黑樱桃",zh-CN
"Black Heron","黑鹭",zh-CN
"Black Hole","黑洞",zh-CN
"Black Mountain Sujin Tea (Medium Blend)","黑山苏津茶（中度调和）",zh-CN
"Black Mountain Sujin Tea (Mild)","黑山苏津茶（温和）",zh-CN
"Black Mountain Sujin Tea (Rich)","黑山苏津茶（丰厚）",zh-CN
"Black Op","黑色行动",zh-CN
"Black Rose","黑玫瑰",zh-CN
"Blackguard","恶棍",zh-CN
"Blacklist","黑名单",zh-CN
"Blade","刀锋",zh-CN
"Blast Chill","爆寒",zh-CN
"Bleeding","失血",zh-CN
"Blitz","闪电赛",zh-CN
"Blizzard","暴雪",zh-CN
"Bloc","集团",zh-CN
"Blockade Runner","封锁突破者",zh-CN
"Bloodline","血色迷彩",zh-CN
"Bloom","盛放星",zh-CN
"Blue","蓝色",zh-CN
"Blue Ametrine","靛黄晶",zh-CN
"blue bilva","蓝木橘",zh-CN
"Blue Triangle","蓝三角",zh-CN
"Blue Triangle Inc.","蓝三角股份有限公司",zh-CN
"Bluemoon Fungus","蓝月菌",zh-CN
"Blueshift","蓝移",zh-CN
"Blueshift Livery","蓝移涂装",zh-CN
"Bo-Go (Angeli Original)","宝格（安吉利原味）",zh-CN
"Bo-Go (Crawdad)","宝格（安吉利虾）",zh-CN
"Bo-Go (Hot and Sweet)","宝格（甜辣味）",zh-CN
"Bo-Go (Langoustine and Lamb)","宝格（海螯虾和羔羊肉）",zh-CN
"Bokto","授卫",zh-CN
"Bolide","火流星",zh-CN
"Bologna Sandwich","博洛尼亚三明治",zh-CN
"Bolon","伯龙",zh-CN
"Bolt","雷电",zh-CN
"Bomber","轰炸",zh-CN
"Bombora","湍流星",zh-CN
"boneyard","骸骨迷彩",zh-CN
"Bonito","鲣鱼",zh-CN
"boomtube","爆破筒",zh-CN
"BOOST","助推",zh-CN
"BoostPen","兴奋笔",zh-CN
"Boot","靴子",zh-CN
"BOotycall","打炮热线",zh-CN
"Borase","波射石",zh-CN
"Bordello","伯德劳",zh-CN
"Borea","博瑞雅",zh-CN
"Boreal","北风",zh-CN
"Borehole Station","钻孔站",zh-CN
"Borisov's Herd","鲍里索夫的牧群",zh-CN
"Boro","博罗",zh-CN
"Botero Group","博特罗集团",zh-CN
"Bountiful Harvest","丰收种植站",zh-CN
"Bountiful Harvest Hydroponics","丰收水培种植站",zh-CN
"Bounty Hunter Guild","赏金猎人公会",zh-CN
"Bounty Hunters Guild","赏金猎人公会",zh-CN
"BR-2 Ballistic Shotgun","BR-2 实弹霰弹枪",zh-CN
"Brace","支撑",zh-CN
"Bracer","寒索",zh-CN
"Bracewell","布雷塞韦尔",zh-CN
"Braden Corchado","布雷登·科查多",zh-CN
"Braga malt/Snazzle","巴尔加麦芽/雪奈滋",zh-CN
"Branaugh","布兰诺",zh-CN
"Brandishing a Weapon","非法展示武器",zh-CN
"Brandon Lazarides","布兰登·拉扎里德斯",zh-CN
"Brawler Medium Armor","争吵者中型护甲",zh-CN
"Breakfast Dog","早餐热狗",zh-CN
"Breakneck","折颈",zh-CN
"Bree Kuznetsov","布里·库兹涅佐夫",zh-CN
"Bremen","布莱梅",zh-CN
"Bremen Mills","不莱梅磨坊",zh-CN
"Brentworth Care Center","布伦特沃斯医护中心",zh-CN
"Breton","布列塔尼",zh-CN
"Brigadier General","准将",zh-CN
"Brightspot Flashlight","光点 战术手电",zh-CN
"Brio's Breaker Yard","布里奥的拆船场",zh-CN
"Broad & Rabiee","布拉德&拉比",zh-CN
"Brown","棕色",zh-CN
"BrownHex","六角棕",zh-CN
"Bruce Amodeo","布鲁斯·阿莫多",zh-CN
"Bruce's Bounty","布鲁斯的馈赠",zh-CN
"Brushwood Platform","布拉什伍德平台",zh-CN
"BRVS","BRVS Ballistic Repeater",zh-CN
"Bry Hojika","布赖·霍吉卡",zh-CN
"Bryan Shakir","布莱恩·沙基尔",zh-CN
"Bryce Balewa","布莱斯·巴列瓦",zh-CN
"Buccaneer","掠夺者",zh-CN
"Buckets","水桶",zh-CN
"Bud's Growery","巴德种植园",zh-CN
"Bueno Ravine","布埃诺峡谷",zh-CN
"Builders of Tomorrow","砌筑未来之士",zh-CN
"Bulwark","堡垒",zh-CN
"Bureau of Resource Management","资源管理局",zh-CN
"Burgundy Paisley Bandana","勃艮第佩斯利头巾",zh-CN
"Burner Zeke","伯纳尔·齐克",zh-CN
"Burst","爆发",zh-CN
"burst transmitter","突发式发射器",zh-CN
"Business District","商业区",zh-CN
"Buster's Chocolate Bar","巴斯特巧克力棒",zh-CN
"C-788","C-788 Ballistic Autocannon",zh-CN
"C-810","C-810 Ballistic Cannon",zh-CN
"C-912","C-912 Ballistic Cannon",zh-CN
"C-series","C-系列",zh-CN
"C2 Hercules","大力神 C2",zh-CN
"C54  SMG","C54 微型冲锋枪",zh-CN
"C8 PISCES","C8 双鱼座",zh-CN
"C8R Pisces Rescue","C8R 双鱼座 救护",zh-CN
