source,target,tgt_lng
Akarat's Song,阿卡拉特之歌,zh-CN
Alacrity,轻盈,zh-CN
Alchemical Mischief,炼金恶作剧,zh-CN
Alchemist Cache,炼金师宝匣,zh-CN
Alchemist Control,炼金师控制,zh-CN
Aldkin Cache,奥德金宝匣,zh-CN
Alefta,阿莱夫塔,zh-CN
Alkaid,摇光,zh-CN
Alkor,奥科,zh-CN
All-Being Chain,万灵之链,zh-CN
Alter the Balance,扭转平衡,zh-CN
Alternating Alterations,交替轮换,zh-CN
Amazon Band,亚马逊指环,zh-CN
Amazon Training Helm,亚马逊训练头盔,zh-CN
Amazonian Bolt,亚马逊弩箭,zh-CN
Amethyst,紫宝石,zh-CN
Amethyst Fragment,紫宝石碎片,zh-CN
Amethyst Jewelry Cache,首饰宝匣：紫宝石,zh-CN
Ammon,阿蒙,zh-CN
Ammuit Acolyte's Journal,安缪特助祭的日志,zh-CN
Amulet,护符,zh-CN
Amulet I,护符I,zh-CN
Amulet II,护符II,zh-CN
Amulet III,护符III,zh-CN
Amulet IV,护符IV,zh-CN
Amulet IX,护符IX,zh-CN
Amulet V,护符V,zh-CN
Amulet VI,护符VI,zh-CN
Amulet VII,护符VII,zh-CN
Amulet VIII,护符VIII,zh-CN
Amulet X,护符X,zh-CN
Amulet XI,护符XI,zh-CN
Amulet XII,护符XII,zh-CN
Amulet XIII,护符XIII,zh-CN
Amulet XIV,护符XIV,zh-CN
Amulet XV,护符XV,zh-CN
Amulet XVI,护符XVI,zh-CN
Amulet XVII,护符XVII,zh-CN
Anadea,阿纳迪亚,zh-CN
Anathema of the Primes,魔神绝罚,zh-CN
Ancestors' Legendary Kurast Undercity Tributes,先祖的传奇库拉斯特幽暗之城贡品,zh-CN
Ancestors' Magic Kurast Undercity Tributes,先祖的魔法库拉斯特幽暗之城贡品,zh-CN
Ancestors' Magic Runes Cache,先祖的魔法符文宝匣,zh-CN
Ancestors' Rare Kurast Undercity Tributes,先祖的稀有库拉斯特幽暗之城贡品,zh-CN
Ancestors' Rare Runes Cache,先祖的稀有符文宝匣,zh-CN
Ancestral Berserker Cache,先祖狂战士宝匣,zh-CN
Ancestral Blood Cache,先祖鲜血宝匣,zh-CN
Ancestral Bone Cache,先祖白骨宝匣,zh-CN
Ancestral Collection of Amulets,先祖护符收藏,zh-CN
Ancestral Collection of Boots,先祖靴子收藏,zh-CN
Ancestral Collection of Chaos,先祖混沌收藏,zh-CN
Ancestral Collection of Helms,先祖头盔收藏,zh-CN
Ancestral Collection of Mysteries,先祖神秘收藏,zh-CN
Ancestral Collection of One-handed Weapons,先祖单手武器收藏,zh-CN
Ancestral Collection of Two-Handed Weapons,先祖双手武器收藏,zh-CN
Ancestral Conjuration Cache,先祖召唤魔法宝匣,zh-CN
Ancestral Coven Crate,先祖巫会之箱,zh-CN
Ancestral Disciple Cache,先祖虔信者宝匣,zh-CN
Ancestral Earth Cache,先祖大地宝匣,zh-CN
Ancestral Gorilla Cache,先祖狂猿宝匣,zh-CN
Ancestral Horadric Seal,先祖赫拉迪姆封印,zh-CN
Ancestral Legion Cache,先祖军团宝匣,zh-CN
Ancestral Nahantu Cache,先祖纳罕涂宝匣,zh-CN
Ancestral Shadow Cache,先祖暗影宝匣,zh-CN
Ancestral Skovos Cache,先祖斯科沃斯宝匣,zh-CN
Ancestral Slayer Cache,先祖杀戮者宝匣,zh-CN
Ancestral Tribute of Armaments,先祖军械贡品,zh-CN
Ancestral Triune Arms Cache,先祖三神教武器宝匣,zh-CN
Ancestral Vanguard Cache,先祖先锋宝匣,zh-CN
Ancestral Werebear Cache,先祖熊人宝匣,zh-CN
Ancient Chronicle,古代编年史,zh-CN
Ancient Effigy,古代雕像,zh-CN
Ancient Memory,远古记忆,zh-CN
Ancient Times,远古时代,zh-CN
Ancients' Oath,先祖之誓,zh-CN
Andariel Purified,安达莉尔净化,zh-CN
Andariel's Visage,安达莉尔的仪容,zh-CN
Angelbreath,天使之息,zh-CN
Angiris the Brave,英勇的安吉列斯,zh-CN
"Anguished Memory, Part 1",痛楚的回忆，第一部,zh-CN
"Anguished Memory, Part 2",痛楚的回忆，第二部,zh-CN
"Anguished Memory, Part 3",痛楚的回忆，第三部,zh-CN
"Anguished Memory, Part 4",痛楚的回忆，第四部,zh-CN
"Anguished Memory, Part 5",痛楚的回忆，第五部,zh-CN
Anlace,宽刃匕,zh-CN
Anointing Edge,仪祭锋刃,zh-CN
Anonymous Letter,匿名信,zh-CN
Antipathy,憎恶,zh-CN
Antique Case,古旧的箱子,zh-CN
Antistrophic Axe,逆转之斧,zh-CN
Apothecary's Staff,药师法杖,zh-CN
Apparition Cage,恶魂牢笼,zh-CN
Appeased Predator's Offering,得到安抚的捕食者的供品,zh-CN
Apprentice's Wand,学员魔杖,zh-CN
Arbalest,巨弩,zh-CN
Arcadia,阿卡迪亚,zh-CN
Arcane Dust,奥术之尘,zh-CN
Archenemy Faulds,死敌腰甲,zh-CN
Archenemy Greaves,死敌护胫,zh-CN
Archenemy Mantle,死敌斗篷,zh-CN
Archenemy Sickle,死敌手镰,zh-CN
Archetype Cache,原型宝匣,zh-CN
Archon Armor,统治者胸甲,zh-CN
Archon Faulds,统治者腰甲,zh-CN
Archon Gauntlets,统治者护手,zh-CN
Archon Greaves,统治者护胫,zh-CN
Archon Helm,统治者头盔,zh-CN
Archon Staff,统治者杖,zh-CN
Areion's Coat,伊利昂披甲,zh-CN
Argent Veil,银月帷幕,zh-CN
Arm of the Unbroken,不屈者之臂,zh-CN
Armor Cache,护甲宝匣,zh-CN
Armored Buckler,铁甲小圆盾,zh-CN
Armored Glaive,覆甲剑刃戟,zh-CN
Aromatic Case,芬芳的箱子,zh-CN
Arreat's Bearing,亚瑞特的承载,zh-CN
Arsenal Finesse (Legacy),兵器库巧变（传承）,zh-CN
Artificer's Cubic Cache,工匠的魔盒宝匣,zh-CN
"Artificer's Records, Book 1",《工匠的记录》，第1卷,zh-CN
"Artificer's Records, Book 2",《工匠的记录》，第2卷,zh-CN
"Artificer's Records, Book 3",《工匠的记录》，第3卷,zh-CN
"Artificer's Records, Book 4",《工匠的记录》，第4卷,zh-CN
"Artificer's Records, Book 5",《工匠的记录》，第5卷,zh-CN
"Artificer's Records, Book 6",《工匠的记录》，第6卷,zh-CN
"Artificer's Records, Book 8",《工匠的记录》，第8卷,zh-CN
"Artificer's Records, Book 9",《工匠的记录》，第9卷,zh-CN
Artificer's Stone,工匠之石,zh-CN
Artisan's Tunic,工匠短衣,zh-CN
Ascendant Bow,升腾之弓,zh-CN
Ascendant Quarterstaff,晋升长杖,zh-CN
Ashava Barding,阿煞魃坐骑护具,zh-CN
Ashava's Bone Fragment,阿煞魃的白骨碎片,zh-CN
Ashava's Spoils,阿煞魃的战利品,zh-CN
Asheara,艾席拉,zh-CN
Asheara's Khanjar,艾席拉的弯刀,zh-CN
Asheara's Khanjar (Crucible),艾席拉的弯刀（魔埚）,zh-CN
Ashentail,灰尾,zh-CN
Ashworn Finger,灰烬之指,zh-CN
Askari Greaves,阿斯卡利护胫,zh-CN
"Askari History Vol. 4, ""The Fury and Forge of Hefaetrus""",《阿斯卡利通史》第4卷：“赫法崔斯的怒火与熔炉”,zh-CN
Askari Mace,阿斯卡利战锤,zh-CN
Askarra's Tribute,阿斯卡拉的贡品,zh-CN
Aspects: Mobility,威能：机动,zh-CN
Aspects: Offensive,威能：攻击,zh-CN
Aspects: Resource,威能：资源,zh-CN
Aspects: Utility,威能：通用,zh-CN
Assassin Augments,刺客强化,zh-CN
Assassin's Blade,刺客之刃,zh-CN
Assassin's Satchel,刺杀者的挎包,zh-CN
Assassin's Stride,刺客的阔步靴,zh-CN
Assault Elixir,突击药剂,zh-CN
Atavistic Echo,返祖回响,zh-CN
Athame of the Eye,盲眼仪式刃,zh-CN
Attuned Primordial Dust,同调的源生粉尘,zh-CN
Augment Cache,强化宝匣,zh-CN
Augmentations,强化,zh-CN
Augur,占卜法器,zh-CN
Augur of Civo,塞沃神谕鱼,zh-CN
Aura Innovation,光环创新,zh-CN
Aura of Lament,哀悼光环,zh-CN
Aura of Misfortune,不幸光环,zh-CN
Aura of Siphoning,虹吸光环,zh-CN
Autumnal Crown,秋日冠冕,zh-CN
Avarice's Gilded Horn,贪魔的镶金角,zh-CN
Avarice's Spoils,贪魔的战利品,zh-CN
Avatar of Trag'Oul,塔格奥的化身,zh-CN
Awoken Aetheric Steed,觉醒以太骏马,zh-CN
Awoken Archenemy Crest,觉醒死敌顶冠,zh-CN
Awoken Archenemy Gauntlets,觉醒死敌护手,zh-CN
Axe,斧,zh-CN
Axial Conduit,枢轴导体,zh-CN
Axolotl's Eye,蝾螈之眼,zh-CN
Axolotl's Smile,蝾螈的微笑,zh-CN
Azmodan Purified,阿兹莫丹净化,zh-CN
Azmodan's Spoils,阿兹莫丹的战利品,zh-CN
Azurewrath,碧蓝怒火,zh-CN
Azurewrath (Crucible),碧蓝怒火（魔埚）,zh-CN
Bac,跋,zh-CN
Back Off!,退散！,zh-CN
Bakira's Sting,芭琪拉的刺匕,zh-CN
Balance Icon,平衡雕像,zh-CN
Balanced Dagger,平衡匕首,zh-CN
Balanced Quarterstaff,平衡长杖,zh-CN
Balazan's Bite,巴拉赞之噬,zh-CN
Balazan's Maxtlatl,巴拉赞的缠腰布,zh-CN
Baleful Fragment,凶星碎片,zh-CN
Baleful Fragments Cache,凶星碎片宝匣,zh-CN
Band,指环,zh-CN
Band of First Breath,初息指环,zh-CN
Bandit Note,强盗便条,zh-CN
Bandit's Notes,强盗的便条,zh-CN
Bands of Ichorous Rose,脓腐玫瑰腕带,zh-CN
Bane of Ahjad-Den,阿扎登的灾厄,zh-CN
Baneful Heart,灾祸之心,zh-CN
Banished Lord's Talisman,放逐领主的护身符,zh-CN
Banner of Slaughter,屠戮战旗,zh-CN
Banners of Wisdom,智慧旗帜,zh-CN
Barbarian Breach,野蛮人突破,zh-CN
Barbarian Control,野蛮人控制,zh-CN
Barbarian Innovation,野蛮人创新,zh-CN
Barbarian Motion,野蛮人机动,zh-CN
Barbarian Protection (Legacy),野蛮人魔法防护（传承）,zh-CN
Barbarian Recovery,野蛮人疗愈,zh-CN
Barbarian Strategy,野蛮人策略,zh-CN
Barbed Club,尖刺棒,zh-CN
Barbed Sword,倒钩剑,zh-CN
Barding of Ancient Cold Blood,远古冷血坐骑护具,zh-CN
Barding of Cathedral's Light,圣教之光坐骑护具,zh-CN
Barding of Elemental Fury,元素之怒坐骑护具,zh-CN
Barding of Mount Arreat,亚瑞特山坐骑护具,zh-CN
Barding of Rathma,拉斯玛坐骑护具,zh-CN
Barding of the Sightless Eye,盲目之眼坐骑护具,zh-CN
Baron's Bag of Coin,男爵的金币包裹,zh-CN
Basic Greatsword,基础大剑,zh-CN
Basic Shield,基础盾,zh-CN
Basic Wand,基础魔杖,zh-CN
Bastard Sword,手半剑,zh-CN
Bastion of Sir Matthias,马提亚斯男爵的堡垒,zh-CN
Bathed-in-earth,土掩之戒,zh-CN
Battered Journal,破碎的日志,zh-CN
Battle Axe,战斗斧,zh-CN
Battle Bow,战斗弓,zh-CN
Battle Halberd,战斗斧枪,zh-CN
Battle Staff,战斗杖,zh-CN
Battle Trance,战斗冥思,zh-CN
Battle Wand,战斗魔杖,zh-CN
Battleworn Crescent,战痕新月斧,zh-CN
Bawkhaus,鸣叫之屋,zh-CN
Bearded Axe,倒钩斧,zh-CN
Bearded Axe (Crucible),倒钩斧（魔埚）,zh-CN
Bearded Chopper,胡须砍斧,zh-CN
Beast in the Ice Summoning Cache,冰中野兽召唤宝匣,zh-CN
Beast's Skull Trophy,野兽颅骨战利品,zh-CN
Beastfall Boots,屠兽之靴,zh-CN
Beginner Tempering Kit,新手回火材料箱,zh-CN
Beheader's Cache,斩首者的宝匣,zh-CN
Beleth's Bane,贝勒斯的灾星,zh-CN
Belial Boss Head,彼列的头颅,zh-CN
Belial Purified,彼列净化,zh-CN
Berserker Cache,狂战士宝匣,zh-CN
Berserking Finesse,狂暴巧变,zh-CN
Berserking Innovation,狂暴创新,zh-CN
Berú of Abaddon's Flesh,亚巴顿之肉之贝鲁,zh-CN
Berú of Arreat,亚瑞特之贝鲁,zh-CN
Berú of Balazan's Bite,巴拉赞之噬之贝鲁,zh-CN
Berú of Dauntless Faith,无畏信念之贝鲁,zh-CN
Berú of Horazon's Chains,霍拉松的锁链之贝鲁,zh-CN
Berú of Kwatli's Grace,库瓦特里之眷之贝鲁,zh-CN
Berú of Light's Epiphany,圣光启示之贝鲁,zh-CN
Berú of Nafain's Bestiary,纳菲恩图鉴之贝鲁,zh-CN
Berú of Righteous Will,正义意志之贝鲁,zh-CN
Berú of Sescheron's Fury,赛斯切隆怒火之贝鲁,zh-CN
Berú of the Black Shroud,漆黑帷幕之贝鲁,zh-CN
Berú of the Crucible,狂战士炼狱之贝鲁,zh-CN
Berú of the Nameless,无名者之贝鲁,zh-CN
Berú of the Sightless,盲眼难测之贝鲁,zh-CN
Berú of the Threefold,三重道法之贝鲁,zh-CN
Bestial Totem,野兽图腾,zh-CN
Betrayer's Husk,背叛者的躯壳,zh-CN
Bill of Mortality,死亡记录,zh-CN
Billhook,锲刀,zh-CN
Binding the Fell Steed,堕缚战马,zh-CN
Bindings of Attrition,损耗殆尽之缚,zh-CN
Biteberry,苦莓,zh-CN
Black Rail,漆黑之锋,zh-CN
Black River,漆黑之河,zh-CN
Black-stained Letter,墨迹斑斑的信,zh-CN
Blackblood,黑血,zh-CN
Blackened Essence,黑化精魂,zh-CN
Blacksmithing Cache,锻造宝匣,zh-CN
Blackwater Coat,黑水披甲,zh-CN
Blackwood Club,黑木棒,zh-CN
Bladequeen's Greaves,刀锋女皇护胫,zh-CN
Blazon of Victory,胜利纹章,zh-CN
Bleed Augments,流血强化,zh-CN
Bleed Innovation,流血创新,zh-CN
Blessed Guide,祝福指引,zh-CN
Blest Prayer Beads,蒙福祷告念珠,zh-CN
Blighted Fragment,枯萎碎片,zh-CN
Blightshade,枯影草,zh-CN
Blind Man's Bell,盲人之钟,zh-CN
Blood Artisan's Cuirass,鲜血匠师的胸甲,zh-CN
Blood Augments,鲜血强化,zh-CN
Blood Bone Leg Reinforcements,鲜血白骨腿部强化装,zh-CN
Blood Cache,鲜血宝匣,zh-CN
Blood Endurance,鲜血持久,zh-CN
Blood Finesse,鲜血巧变,zh-CN
Blood Innovation,鲜血创新,zh-CN
Blood Lord's Armory,鲜血领主的军械库,zh-CN
Blood Maiden's Mantle,鲜血侍女斗篷,zh-CN
Blood Moon Breeches,血月马裤,zh-CN
Blood Orb,生命球,zh-CN
Blood Petal,血色花瓣,zh-CN
Blood Seeker's Weapon Cache,觅血者的武器宝匣,zh-CN
Blood Seekers Personal Effects,觅血者的个人物品,zh-CN
Blood Wake,鲜血尾迹,zh-CN
Blood-Cursed Band,血咒指环,zh-CN
Blood-Mad Idol,血狂神像,zh-CN
Blood-Smeared Ledger,被血液涂抹的账本,zh-CN
Blood-Soaked Paper,浸血纸张,zh-CN
Blood-Spattered Journal,血迹斑斑的日志,zh-CN
Blood-Speckled Journal Entry,沾有血滴的日志条目,zh-CN
Blood-money Finery,血金华服,zh-CN
Blood-spattered Prayer Book,血淋淋的祷词书,zh-CN
Blood-stained Letter,染血的信,zh-CN
Blood-stained Page,染血的书页,zh-CN
Blood-staunch Hoop,止血之环,zh-CN
Blood-streaked Diary,血迹斑斑的日记,zh-CN
Blood-tinged Ivory,血污象牙,zh-CN
Blood-written Sermon,血书的布道文,zh-CN
Bloodcarver's Torment,刻血者的折磨,zh-CN
Bloodforged Sigil,血铸符印,zh-CN
Bloodied Cache,血染宝匣,zh-CN
Bloodless Scream,无血尖啸,zh-CN
Bloodmare Coat,血母马披甲,zh-CN
Bloodspiller's Helm,溅血者头盔,zh-CN
Bloodstained Confession,沾满血渍的忏悔书,zh-CN
Bloodstained Journal,沾有血渍的日志,zh-CN
Bloodstained Parchment,沾有血渍的羊皮纸,zh-CN
Bloodstained Scrap of Paper,沾有血渍的碎纸片,zh-CN
Bloodsucker,吸血锤,zh-CN
Bloodsweep,血弧,zh-CN
Bloody Billy,血染比利,zh-CN
Bloody Charm,鲜血神符,zh-CN
Bloody Condemnation,血腥审判,zh-CN
Bloody Note,染血的便条,zh-CN
Bloody Warlord's Barding,血腥督军的坐骑护具,zh-CN
Bloody Warlord's Warning,血腥督军的警示,zh-CN
Bloody Wooden Shard,血腥的碎木片,zh-CN
Bludgeon,大头棒,zh-CN
Blue Rose,蓝玫瑰,zh-CN
Bluescale,蓝鳞鱼,zh-CN
Bo'a Crossbow,博阿重弩,zh-CN
Bone Augments,白骨强化,zh-CN
Bone Blade,骨刃,zh-CN
Bone Cache,白骨宝匣,zh-CN
Bone Charm,白骨神符,zh-CN
Bone Finesse,白骨巧变,zh-CN
Bone Innovation,白骨创新,zh-CN
Bone Scythe,白骨镰刀,zh-CN
Bone Shield,骨盾,zh-CN
Bone Staff,白骨杖,zh-CN
Bone Wand,白骨魔杖,zh-CN
Bone-Caged Barding,白骨牢笼坐骑护具,zh-CN
Bone-Caged Heart,骨笼之心,zh-CN
Bonebreaker,碎骨者,zh-CN
Bonemail,白骨甲,zh-CN
Bonescale Shield,骨鳞盾,zh-CN
Boneweave Armor,骨织胸甲,zh-CN
Boneweave Faulds,骨织裙甲,zh-CN
Boneweave Gauntlets,骨织护手,zh-CN
Boneweave Helm,骨织头盔,zh-CN
Boneweave Treads,骨织靴子,zh-CN
Book of Cain,凯恩之书,zh-CN
Boost Dagger,加速匕首,zh-CN
Boost Helm,加速头盔,zh-CN
Boost Pants,加速裤子,zh-CN
Boost Scythe,加速镰刀,zh-CN
Boost Staff,加速法杖,zh-CN
Boots,靴子,zh-CN
Boots of Baleful Intent,邪恶意图靴子,zh-CN
Boss Summoning Cache,首领召唤宝匣,zh-CN
Boss Summoning: Beast in the Ice,首领召唤：冰中野兽,zh-CN
Boss Summoning: Grigoire the Galvanic Saint,首领召唤：流电圣徒格里戈利,zh-CN
Boss Summoning: Lord Zir,首领召唤：齐尔领主,zh-CN
Boss Summoning: Varshan,首领召唤：瓦尔申,zh-CN
Bound Eye,束缚之眼,zh-CN
Bow,弓,zh-CN
Bracers of Athulua,阿图卢阿护腕,zh-CN
Braggart's Cache,吹嘘者宝匣,zh-CN
Brawler Cache,拳师宝匣,zh-CN
Brawler's Draw,斗士之弓,zh-CN
Brawling Augments,搏斗强化,zh-CN
Brawling Efficiency,搏斗效能,zh-CN
Breeches of Baleful Intent,邪恶意图马裤,zh-CN
Bridle of Tor'Baalos,巴洛斯的辔头,zh-CN
Brigandine Barding,锁子坐骑护具,zh-CN
Brilliance,辉煌,zh-CN
Brilliant Sigil,聪慧符印,zh-CN
Brilliant Sigil Tome,聪慧符印宝典,zh-CN
Brimstone,硫磺石,zh-CN
Brimstone Bludgeon,硫磺火大头棒,zh-CN
Briny-Eye Staff,咸泪之眼法杖,zh-CN
Broad Axe,阔斧,zh-CN
Broad Sword,阔刃剑,zh-CN
Broadsword,阔剑,zh-CN
Broken Bottle,破碎的酒瓶,zh-CN
Broken Climbing Cleats,损坏的攀岩夹板,zh-CN
Broken Fishing Pole,损坏的钓竿,zh-CN
Broodmother's Stinger,巢母的毒刺,zh-CN
Brutal Malignant Ichor,残忍恶念魔脓液,zh-CN
Brutal Wizard's Barding,残暴魔法师的坐骑护具,zh-CN
Brutal Wizard's Standard,残暴魔法师的旌旗,zh-CN
Brute Innovation,暴徒创新,zh-CN
Buckler,小圆盾,zh-CN
Bucrani's Grip,布克拉尼之握,zh-CN
Bucrani's Resolve,布克拉尼决断,zh-CN
Bucrani's Tread,布克拉尼之履,zh-CN
Bucrani's Visage,布克拉尼之面,zh-CN
Bucrani's Will,布克拉尼之愿,zh-CN
Bullibrainer,碎脑者,zh-CN
Bullova,月刃斧,zh-CN
Bundled Herbs,草药包,zh-CN
Buriza-Do Kyanon,暴雪重炮,zh-CN
Burned Parchment,烧焦的羊皮纸,zh-CN
Burning Aether,燃烧以太,zh-CN
Burnished Harpe,抛光宽镰,zh-CN
Butcher's Trophy Cleaver,屠夫的战利品切肉刀,zh-CN
Bwonsamdi's Wrappings,邦桑迪的裹布,zh-CN
Cache of Avarice,贪魔宝匣,zh-CN
Cache of Caged Hearts,笼缚心脏宝匣,zh-CN
Cache of High-Level Resources,高等级资源宝匣,zh-CN
Cache of Legendary Materials,传奇材料宝匣,zh-CN
Cache of Legends,传奇宝匣,zh-CN
Cache of Nightmare Sigils,梦魇符印宝匣,zh-CN
Cache of Ornaments,装饰品宝匣,zh-CN
Cache of Scattered Prisms,散光棱柱宝匣,zh-CN
Cache of Trials,试炼宝匣,zh-CN
Cache of Victory,胜利宝匣,zh-CN
Cache of Worthy,天选者宝匣,zh-CN
Cache of the Gauntlet,挑战场宝匣,zh-CN
Cage of Madness,癫狂牢笼,zh-CN
Caged Heart,笼缚心脏,zh-CN
Cages of Hubris,嚣狂之笼,zh-CN
Cairnstone,冢石,zh-CN
Caldean Plate,卡尔丁护盘,zh-CN
Cannibal's Chopper,食人族切肉斧,zh-CN
Cap,软帽,zh-CN
Caparison of Faith,信仰盛装,zh-CN
Captain's Glove Case,队长手套箱,zh-CN
Captive Stone,囹圄之石,zh-CN
Caretaker's Memoirs,管理员的回忆录,zh-CN
Carnivore Bloodwell,吞食血井,zh-CN
Carrion Chain,腐朽锁链,zh-CN
Carthas' Blessed Hammer,卡萨斯的祝福之锤,zh-CN
Carved Bow,雕饰之弓,zh-CN
Carved Crossbow,雕饰之弩,zh-CN
Carved Maul,雕饰重槌,zh-CN
Carved Quarterstaff,雕饰长杖,zh-CN
Carved Staff,雕饰之杖,zh-CN
Carved Sword,雕饰长剑,zh-CN
Cassia's Grace,卡西娅的恩典,zh-CN
Cathedral Crest,圣光教纹章,zh-CN
Cathedral Orders,圣光教命令,zh-CN
Cathedral's Song,大教堂圣歌,zh-CN
Cedar Staff,雪松杖,zh-CN
Ceh,塞赫,zh-CN
Celestial Augur of Civo,天界塞沃神谕鱼,zh-CN
Celestial Crookfish,天界诡鳍鱼,zh-CN
Celestial Kokalodon,天界科卡洛顿鱼,zh-CN
Celestial Morayaga,天界蛇鳗鱼,zh-CN
Celestial Zakarati,天界扎卡拉提鱼,zh-CN
Cem,杰姆,zh-CN
Censer,香炉,zh-CN
Centipede Augments,巨虫强化,zh-CN
Centipede Cache,巨虫宝匣,zh-CN
Centipede Efficiency,巨虫效率,zh-CN
Centipede Innovation,巨虫创新,zh-CN
Centipede's Maw,巨虫之喉,zh-CN
Ceremonial Kopis,仪祭反曲刀,zh-CN
Chain,锁链,zh-CN
Chain Hammer,链锤,zh-CN
Chainscourged Mail,锁链鞭笞锁甲,zh-CN
Chainshot Staff,连射法杖,zh-CN
Challenge Journey Cache,挑战旅程宝匣,zh-CN
Champion's Cache,勇士的宝匣,zh-CN
Champion's Crafting Cache,勇士的制作宝匣,zh-CN
Champion's Equipment Cache,勇士的装备宝匣,zh-CN
Champion's Summoning Cache,勇士的召唤宝匣,zh-CN
Channeler,导魔者,zh-CN
Chaos Unleashed,混沌倾泻,zh-CN
Chaotic Cooldowns,混沌冷却,zh-CN
Chaotic Power,混沌威能,zh-CN
Chapter 1 Reward Cache,第一章奖励宝匣,zh-CN
Chapter 2 Reward Cache,第二章奖励宝匣,zh-CN
Charm,神符,zh-CN
Charming Polearm,迷人长柄武器,zh-CN
Charred Demon Heart,烧焦的恶魔之心,zh-CN
Charred Diary,烧焦的日记,zh-CN
Charred Gauntlets,焦燃护手,zh-CN
Charred Journal,烧焦的日志,zh-CN
Charred Log,烧焦的日志,zh-CN
Charred Note,烧焦的笔记,zh-CN
Cheap Bangles,廉价手镯,zh-CN
Chest Armor,胸甲,zh-CN
Chestplate of the Khazra,卡兹拉胸甲,zh-CN
Chi'Khan's Spoils,齐汗战利品,zh-CN
Chieftain's Orders,大酋长的命令,zh-CN
Child's Journal,孩子的日志,zh-CN
Chimimoryo,魑魅魍魉,zh-CN
Chipped Amethyst,碎裂的紫宝石,zh-CN
Chipped Ruby,碎裂的红宝石,zh-CN
Chipped Topaz,碎裂的黄宝石,zh-CN
Choker,项圈,zh-CN
Choker of Penance,悔罪项圈,zh-CN
Choron's Blood,克罗恩的鲜血,zh-CN
Choron's Flesh,克罗恩的肉体,zh-CN
Choron's Tears,克罗恩的泪水,zh-CN
Chorus of War,战争和声,zh-CN
Chromatic Tuning Prism,多彩调谐棱柱,zh-CN
"Chronicles of the New Horadrim, Part One",《新赫拉迪姆编年史》第一部,zh-CN
"Chronicles of the New Horadrim, Part Three",《新赫拉迪姆编年史》第三部,zh-CN
